WorkerId,SubmitTime,Answer 29,Answer 30,question_number,subject,animacy,number,definiteness,type,image,sentence,response,rt,sentence_id
ACNID00UIEL1T,Tue Jan 06 08:24:53 PST 2015,"""English""","""""",11,squirrel,animate,plural,definite,target,match,The squirrels have long tails,2,3367,513
ACNID00UIEL1T,Tue Jan 06 08:24:53 PST 2015,"""English""","""""",12,toilet,inanimate,plural,indefinite,target,match,Toilets are white,5,3391,520
ACNID00UIEL1T,Tue Jan 06 08:24:53 PST 2015,"""English""","""""",13,cow,animate,singular,definite,target,mismatch,The cow is walking,1,6735,521
ACNID00UIEL1T,Tue Jan 06 08:24:53 PST 2015,"""English""","""""",18,gorilla,animate,singular,indefinite,target,mismatch,A gorilla has two long hands,5,8711,505
ACNID00UIEL1T,Tue Jan 06 08:24:53 PST 2015,"""English""","""""",19,television,inanimate,plural,indefinite,target,mismatch,Televisions have screens,5,3839,514
A1LAZ3AO0NYBC1,Tue Jan 06 08:25:23 PST 2015,"""english""","""thank you""",28,football,inanimate,plural,indefinite,target,mismatch,Footballs are oval with white stitching. ,1,1557,532
A1LAZ3AO0NYBC1,Tue Jan 06 08:25:23 PST 2015,"""english""","""thank you""",25,couch,inanimate,plural,definite,target,mismatch,The couches are leather. ,4,2075,546
A1LAZ3AO0NYBC1,Tue Jan 06 08:25:23 PST 2015,"""english""","""thank you""",24,bear,animate,singular,indefinite,target,mismatch,A bear is brown and furry. ,1,1691,531
A1LAZ3AO0NYBC1,Tue Jan 06 08:25:23 PST 2015,"""english""","""thank you""",27,guitar,inanimate,singular,indefinite,target,mismatch,A guitar has six strings. ,2,4361,533
A1LAZ3AO0NYBC1,Tue Jan 06 08:25:23 PST 2015,"""english""","""thank you""",26,elephant,animate,singular,definite,target,match,The elephant is tall and mighty. ,1,1566,545
A1LAZ3AO0NYBC1,Tue Jan 06 08:25:23 PST 2015,"""english""","""thank you""",21,car,inanimate,plural,indefinite,target,match,Cars drive fast. ,1,2016,550
A1LAZ3AO0NYBC1,Tue Jan 06 08:25:23 PST 2015,"""english""","""thank you""",20,dolphin,animate,singular,indefinite,target,match,A dolphin jumps elegantly. ,5,1284,529
A1LAZ3AO0NYBC1,Tue Jan 06 08:25:23 PST 2015,"""english""","""thank you""",23,kangaroo,animate,plural,definite,target,mismatch,The kangaroos jump high. ,3,2345,535
A1LAZ3AO0NYBC1,Tue Jan 06 08:25:23 PST 2015,"""english""","""thank you""",22,pig,animate,singular,definite,target,match,The pig is plump. ,2,3462,548
A1LAZ3AO0NYBC1,Tue Jan 06 08:25:23 PST 2015,"""english""","""thank you""",6,boat,inanimate,singular,definite,target,match,The boat has sails. ,2,1914,544
A1LAZ3AO0NYBC1,Tue Jan 06 08:25:23 PST 2015,"""english""","""thank you""",7,clock,inanimate,plural,definite,target,match,The clocks are red and white. ,1,2521,540
A1LAZ3AO0NYBC1,Tue Jan 06 08:25:23 PST 2015,"""english""","""thank you""",4,mouse,animate,singular,definite,example,match,,3,2041,
A1LAZ3AO0NYBC1,Tue Jan 06 08:25:23 PST 2015,"""english""","""thank you""",5,bed,inanimate,singular,indefinite,target,match,A bed is for sleeping. ,1,4389,549
A1LAZ3AO0NYBC1,Tue Jan 06 08:25:23 PST 2015,"""english""","""thank you""",2,zebra,animate,singular,indefinite,example,mismatch,,1,2575,
A1LAZ3AO0NYBC1,Tue Jan 06 08:25:23 PST 2015,"""english""","""thank you""",3,sword,inanimate,singular,indefinite,example,match,,2,2462,
A1LAZ3AO0NYBC1,Tue Jan 06 08:25:23 PST 2015,"""english""","""thank you""",1,bus,inanimate,singular,definite,example,mismatch,,2,4957,
A1LAZ3AO0NYBC1,Tue Jan 06 08:25:23 PST 2015,"""english""","""thank you""",8,owl,animate,plural,indefinite,target,mismatch,Owls live in trees. ,3,2864,534
A1LAZ3AO0NYBC1,Tue Jan 06 08:25:23 PST 2015,"""english""","""thank you""",9,piano,inanimate,plural,definite,target,mismatch,The pianos play music. ,1,2896,551
A1LAZ3AO0NYBC1,Tue Jan 06 08:25:23 PST 2015,"""english""","""thank you""",14,rabbit,animate,plural,indefinite,target,match,Rabbits have tall ears. ,2,3281,530
A1LAZ3AO0NYBC1,Tue Jan 06 08:25:23 PST 2015,"""english""","""thank you""",15,fox,animate,singular,indefinite,target,match,A fox is red with a pointy nose. ,3,3690,537
A1LAZ3AO0NYBC1,Tue Jan 06 08:25:23 PST 2015,"""english""","""thank you""",16,cat,animate,singular,definite,target,mismatch,The cat is resting. ,1,2224,528
A1LAZ3AO0NYBC1,Tue Jan 06 08:25:23 PST 2015,"""english""","""thank you""",17,pigeon,animate,plural,definite,target,match,The pigeons have small heads. ,2,1528,539
A1LAZ3AO0NYBC1,Tue Jan 06 08:25:23 PST 2015,"""english""","""thank you""",10,toilet,inanimate,singular,definite,target,mismatch,The toilet is white. ,2,3455,541
A1LAZ3AO0NYBC1,Tue Jan 06 08:25:23 PST 2015,"""english""","""thank you""",11,knife,inanimate,singular,indefinite,target,mismatch,A knife is sharp. ,2,5721,542
A1LAZ3AO0NYBC1,Tue Jan 06 08:25:23 PST 2015,"""english""","""thank you""",12,kite,inanimate,plural,indefinite,target,mismatch,Kites fly in the sky. ,1,2252,536
A1LAZ3AO0NYBC1,Tue Jan 06 08:25:23 PST 2015,"""english""","""thank you""",13,lion,animate,plural,definite,target,match,The lions are regal. ,1,6379,547
A1LAZ3AO0NYBC1,Tue Jan 06 08:25:23 PST 2015,"""english""","""thank you""",18,butterfly,animate,plural,indefinite,target,match,Butterflies are lovely. ,1,2779,543
A1LAZ3AO0NYBC1,Tue Jan 06 08:25:23 PST 2015,"""english""","""thank you""",19,lamp,inanimate,singular,definite,target,mismatch,The lamp is tall and elegant with a white lampshade. ,4,1858,538
AXQAMAX5I3RMS,Tue Jan 06 08:25:23 PST 2015,"""english""","""""",28,couch,inanimate,singular,definite,target,mismatch,The couch is leather. ,1,1631,2042
AXQAMAX5I3RMS,Tue Jan 06 08:25:23 PST 2015,"""english""","""""",25,towel,inanimate,singular,indefinite,target,mismatch,A towel is white with a blue stripe. ,1,2095,2051
AXQAMAX5I3RMS,Tue Jan 06 08:25:23 PST 2015,"""english""","""""",24,fox,animate,plural,indefinite,target,match,Foxes live in burrows. ,5,2465,2041
AXQAMAX5I3RMS,Tue Jan 06 08:25:23 PST 2015,"""english""","""""",27,light bulb,inanimate,plural,indefinite,target,mismatch,Light bulbs light the room. ,2,1974,2048
AXQAMAX5I3RMS,Tue Jan 06 08:25:23 PST 2015,"""english""","""""",26,knife,inanimate,plural,definite,target,match,The knives are sharp,2,4014,2061
AXQAMAX5I3RMS,Tue Jan 06 08:25:23 PST 2015,"""english""","""""",21,computer,inanimate,singular,indefinite,target,match,A computer connects the world. ,2,1937,2052
AXQAMAX5I3RMS,Tue Jan 06 08:25:23 PST 2015,"""english""","""""",20,television,inanimate,plural,definite,target,mismatch,The televisions are flat screen. ,5,1295,2050
AXQAMAX5I3RMS,Tue Jan 06 08:25:23 PST 2015,"""english""","""""",23,dog,animate,singular,definite,target,match,The dog is white with black spots. ,2,1303,2043
AXQAMAX5I3RMS,Tue Jan 06 08:25:23 PST 2015,"""english""","""""",22,lion,animate,plural,definite,target,match,The lions are in a pride. ,1,1756,2047
AXQAMAX5I3RMS,Tue Jan 06 08:25:23 PST 2015,"""english""","""""",6,shark,animate,singular,definite,target,match,"The shark has big, sharp teeth. ",4,1784,2057
AXQAMAX5I3RMS,Tue Jan 06 08:25:23 PST 2015,"""english""","""""",7,tire,inanimate,plural,indefinite,target,match,Tires are round. ,5,4047,2046
AXQAMAX5I3RMS,Tue Jan 06 08:25:23 PST 2015,"""english""","""""",4,bus,inanimate,singular,definite,example,match,,1,2656,
AXQAMAX5I3RMS,Tue Jan 06 08:25:23 PST 2015,"""english""","""""",5,bear,animate,singular,indefinite,target,match,A bear is brown and lives in the woods. ,4,3003,2062
AXQAMAX5I3RMS,Tue Jan 06 08:25:23 PST 2015,"""english""","""""",2,zebra,animate,singular,indefinite,example,match,,2,3920,
AXQAMAX5I3RMS,Tue Jan 06 08:25:23 PST 2015,"""english""","""""",3,mouse,animate,singular,definite,example,mismatch,,2,2857,
AXQAMAX5I3RMS,Tue Jan 06 08:25:23 PST 2015,"""english""","""""",1,sword,inanimate,singular,indefinite,example,mismatch,,2,7301,
AXQAMAX5I3RMS,Tue Jan 06 08:25:23 PST 2015,"""english""","""""",8,skunk,animate,plural,definite,target,match,The skunks are smelly. ,1,40463,2060
AXQAMAX5I3RMS,Tue Jan 06 08:25:23 PST 2015,"""english""","""""",9,peacock,animate,singular,definite,target,mismatch,The peacock is colorful ,4,2087,2056
AXQAMAX5I3RMS,Tue Jan 06 08:25:23 PST 2015,"""english""","""""",14,chair,inanimate,singular,definite,target,match,The chair is black. ,2,3860,2049
AXQAMAX5I3RMS,Tue Jan 06 08:25:23 PST 2015,"""english""","""""",15,kite,inanimate,singular,indefinite,target,mismatch,A kite is colorful. ,4,1871,2059
AXQAMAX5I3RMS,Tue Jan 06 08:25:23 PST 2015,"""english""","""""",16,toilet,inanimate,plural,definite,target,mismatch,The toilets are porcelain. ,2,4839,2063
AXQAMAX5I3RMS,Tue Jan 06 08:25:23 PST 2015,"""english""","""""",17,cheetah,animate,singular,indefinite,target,match,A cheetah runs fast.,4,2326,2045
AXQAMAX5I3RMS,Tue Jan 06 08:25:23 PST 2015,"""english""","""""",10,pig,animate,singular,indefinite,target,mismatch,A pig has a curly tail. ,1,1727,2055
AXQAMAX5I3RMS,Tue Jan 06 08:25:23 PST 2015,"""english""","""""",11,kangaroo,animate,plural,indefinite,target,mismatch,Kangaroos have big feet. ,4,2653,2054
AXQAMAX5I3RMS,Tue Jan 06 08:25:23 PST 2015,"""english""","""""",12,cow,animate,plural,definite,target,mismatch,The cows are black & white. ,5,1558,2044
AXQAMAX5I3RMS,Tue Jan 06 08:25:23 PST 2015,"""english""","""""",13,car,inanimate,plural,indefinite,target,mismatch,Cars get you where you need to go. ,2,1686,2053
AXQAMAX5I3RMS,Tue Jan 06 08:25:23 PST 2015,"""english""","""""",18,fence,inanimate,singular,definite,target,mismatch,The fence is brown and made of wood. ,1,1575,2040
AXQAMAX5I3RMS,Tue Jan 06 08:25:23 PST 2015,"""english""","""""",19,dolphin,animate,plural,indefinite,target,match,Dolphins jumping out of the water. ,2,1639,2058
A2AWDYE8TVVZMV,Tue Jan 06 08:25:36 PST 2015,"""english""","""""",28,zipper,inanimate,singular,indefinite,target,mismatch,A zipper has many teeth.,5,2961,1513
A2AWDYE8TVVZMV,Tue Jan 06 08:25:36 PST 2015,"""english""","""""",25,butterfly,animate,plural,definite,target,match,The butterflies are insects.,5,2733,1528
A2AWDYE8TVVZMV,Tue Jan 06 08:25:36 PST 2015,"""english""","""""",24,owl,animate,plural,indefinite,target,match,Owls are defensive.,5,4911,1525
A2AWDYE8TVVZMV,Tue Jan 06 08:25:36 PST 2015,"""english""","""""",27,camel,animate,plural,indefinite,target,match,Camels have a hump.,4,2782,1533
A2AWDYE8TVVZMV,Tue Jan 06 08:25:36 PST 2015,"""english""","""""",26,fox,animate,singular,definite,target,match,The fox is orange.,1,3595,1515
A2AWDYE8TVVZMV,Tue Jan 06 08:25:36 PST 2015,"""english""","""""",21,elephant,animate,singular,definite,target,mismatch,The elephant has large ears.,5,2909,1534
A2AWDYE8TVVZMV,Tue Jan 06 08:25:36 PST 2015,"""english""","""""",20,pig,animate,singular,indefinite,target,match,A pig has a curly tail.,4,6459,1519
A2AWDYE8TVVZMV,Tue Jan 06 08:25:36 PST 2015,"""english""","""""",23,panda,animate,singular,indefinite,target,mismatch,A panda is an animal.,5,2976,1512
A2AWDYE8TVVZMV,Tue Jan 06 08:25:36 PST 2015,"""english""","""""",22,clock,inanimate,plural,definite,target,mismatch,The clocks are red.,1,3848,1530
A2AWDYE8TVVZMV,Tue Jan 06 08:25:36 PST 2015,"""english""","""""",6,shirt,inanimate,singular,definite,target,mismatch,The shirt is red.,1,4644,1521
A2AWDYE8TVVZMV,Tue Jan 06 08:25:36 PST 2015,"""english""","""""",7,kite,inanimate,singular,indefinite,target,mismatch,A kite is colorful.,4,7636,1526
A2AWDYE8TVVZMV,Tue Jan 06 08:25:36 PST 2015,"""english""","""""",4,bus,inanimate,singular,indefinite,example,match,,1,9565,
A2AWDYE8TVVZMV,Tue Jan 06 08:25:36 PST 2015,"""english""","""""",5,dog,animate,plural,definite,target,mismatch,The dogs are dalmations.,1,7813,1535
A2AWDYE8TVVZMV,Tue Jan 06 08:25:36 PST 2015,"""english""","""""",2,zebra,animate,singular,definite,example,match,,1,6393,
A2AWDYE8TVVZMV,Tue Jan 06 08:25:36 PST 2015,"""english""","""""",3,mouse,animate,singular,indefinite,example,mismatch,,4,6340,
A2AWDYE8TVVZMV,Tue Jan 06 08:25:36 PST 2015,"""english""","""""",1,sword,inanimate,singular,definite,example,mismatch,,2,11787,
A2AWDYE8TVVZMV,Tue Jan 06 08:25:36 PST 2015,"""english""","""""",8,lamp,inanimate,plural,indefinite,target,mismatch,Lamps produce light.,5,3564,1524
A2AWDYE8TVVZMV,Tue Jan 06 08:25:36 PST 2015,"""english""","""""",9,cat,animate,singular,indefinite,target,match,A cat has a long tail.,4,5244,1527
A2AWDYE8TVVZMV,Tue Jan 06 08:25:36 PST 2015,"""english""","""""",14,light bulb,inanimate,plural,indefinite,target,match,Light bulbs are items that produce light.,5,4576,1514
A2AWDYE8TVVZMV,Tue Jan 06 08:25:36 PST 2015,"""english""","""""",15,fence,inanimate,plural,definite,target,match,The fences have pointy tips.,1,3708,1531
A2AWDYE8TVVZMV,Tue Jan 06 08:25:36 PST 2015,"""english""","""""",16,boat,inanimate,singular,definite,target,match,The boat has a large sail.,1,3747,1517
A2AWDYE8TVVZMV,Tue Jan 06 08:25:36 PST 2015,"""english""","""""",17,lion,animate,plural,indefinite,target,mismatch,Lions are big cats.,5,3149,1523
A2AWDYE8TVVZMV,Tue Jan 06 08:25:36 PST 2015,"""english""","""""",10,squirrel,animate,plural,definite,target,match,The squirrels have a long tail.,5,7543,1529
A2AWDYE8TVVZMV,Tue Jan 06 08:25:36 PST 2015,"""english""","""""",11,toilet,inanimate,singular,definite,target,mismatch,The toilet seat is down.,2,4775,1522
A2AWDYE8TVVZMV,Tue Jan 06 08:25:36 PST 2015,"""english""","""""",12,bed,inanimate,plural,indefinite,target,mismatch,Beds have a lot of pillows.,4,7405,1516
A2AWDYE8TVVZMV,Tue Jan 06 08:25:36 PST 2015,"""english""","""""",13,football,inanimate,singular,indefinite,target,match,A football is dirty.,1,6924,1518
A2AWDYE8TVVZMV,Tue Jan 06 08:25:36 PST 2015,"""english""","""""",18,television,inanimate,plural,definite,target,mismatch,The televisions screen is large.,1,4698,1520
A2AWDYE8TVVZMV,Tue Jan 06 08:25:36 PST 2015,"""english""","""""",19,bear,animate,singular,definite,target,match,The bear is grizzly.,1,3465,1532
A2DSQT79EPX7MY,Tue Jan 06 08:25:38 PST 2015,"""English""","""""",28,bed,inanimate,singular,indefinite,target,mismatch,A bed has several pillows.,2,4541,1594
A2DSQT79EPX7MY,Tue Jan 06 08:25:38 PST 2015,"""English""","""""",25,light bulb,inanimate,plural,definite,target,mismatch,The light bulbs flickered during the storm.,1,4327,1591
A2DSQT79EPX7MY,Tue Jan 06 08:25:38 PST 2015,"""English""","""""",24,lion,animate,singular,indefinite,target,match,A lion stalks it s prey.,5,2689,1601
A2DSQT79EPX7MY,Tue Jan 06 08:25:38 PST 2015,"""English""","""""",27,piano,inanimate,singular,definite,target,mismatch,The piano makes beautiful music.,5,2582,1593
A2DSQT79EPX7MY,Tue Jan 06 08:25:38 PST 2015,"""English""","""""",26,panda,animate,plural,indefinite,target,match,Pandas love to eat bamboo.,5,2714,1605
A2DSQT79EPX7MY,Tue Jan 06 08:25:38 PST 2015,"""English""","""""",21,knife,inanimate,plural,definite,target,match,The knives have sharp edges.,1,5103,1607
A2DSQT79EPX7MY,Tue Jan 06 08:25:38 PST 2015,"""English""","""""",20,computer,inanimate,singular,indefinite,target,mismatch,"A computer is a no longer a luxury, but a necessity.",5,5951,1585
A2DSQT79EPX7MY,Tue Jan 06 08:25:38 PST 2015,"""English""","""""",23,fox,animate,singular,definite,target,mismatch,The fox has red fur.,1,3082,1599
A2DSQT79EPX7MY,Tue Jan 06 08:25:38 PST 2015,"""English""","""""",22,car,inanimate,plural,indefinite,target,mismatch,Cars use up a lot of gas.,5,3312,1598
A2DSQT79EPX7MY,Tue Jan 06 08:25:38 PST 2015,"""English""","""""",6,squirrel,animate,singular,definite,target,match,The squirrel is colored gray.,1,4594,1584
A2DSQT79EPX7MY,Tue Jan 06 08:25:38 PST 2015,"""English""","""""",7,lamp,inanimate,plural,indefinite,target,match,Lamps can brighten a room.,5,2803,1600
A2DSQT79EPX7MY,Tue Jan 06 08:25:38 PST 2015,"""English""","""""",4,zebra,animate,singular,indefinite,example,match,,1,5994,
A2DSQT79EPX7MY,Tue Jan 06 08:25:38 PST 2015,"""English""","""""",5,gorilla,animate,plural,definite,target,match,The gorillas live in the jungle.,5,5313,1587
A2DSQT79EPX7MY,Tue Jan 06 08:25:38 PST 2015,"""English""","""""",2,mouse,animate,singular,indefinite,example,mismatch,,1,5956,
A2DSQT79EPX7MY,Tue Jan 06 08:25:38 PST 2015,"""English""","""""",3,bus,inanimate,singular,definite,example,mismatch,,1,5350,
A2DSQT79EPX7MY,Tue Jan 06 08:25:38 PST 2015,"""English""","""""",1,sword,inanimate,singular,definite,example,match,,1,9437,
A2DSQT79EPX7MY,Tue Jan 06 08:25:38 PST 2015,"""English""","""""",8,cat,animate,singular,indefinite,target,mismatch,A cat loves to sleep.,1,2281,1596
A2DSQT79EPX7MY,Tue Jan 06 08:25:38 PST 2015,"""English""","""""",9,boat,inanimate,singular,definite,target,mismatch,The boat sails across the bay.,1,3504,1595
A2DSQT79EPX7MY,Tue Jan 06 08:25:38 PST 2015,"""English""","""""",14,kite,inanimate,singular,indefinite,target,match,A kite needs wind to fly.,4,3727,1590
A2DSQT79EPX7MY,Tue Jan 06 08:25:38 PST 2015,"""English""","""""",15,zipper,inanimate,plural,definite,target,mismatch,The zippers open up hidden pockets.,2,3681,1603
A2DSQT79EPX7MY,Tue Jan 06 08:25:38 PST 2015,"""English""","""""",16,kangaroo,animate,singular,definite,target,match,The kangaroo stands on two legs.,1,4966,1597
A2DSQT79EPX7MY,Tue Jan 06 08:25:38 PST 2015,"""English""","""""",17,elephant,animate,plural,definite,target,match,The elephants have long trunks.,1,4195,1586
A2DSQT79EPX7MY,Tue Jan 06 08:25:38 PST 2015,"""English""","""""",10,butterfly,animate,plural,definite,target,mismatch,The butterflies have striped wings.,1,11376,1602
A2DSQT79EPX7MY,Tue Jan 06 08:25:38 PST 2015,"""English""","""""",11,trumpet,inanimate,plural,indefinite,target,mismatch,"Trumpets have a high, brassy sound.",1,5434,1588
A2DSQT79EPX7MY,Tue Jan 06 08:25:38 PST 2015,"""English""","""""",12,camel,animate,singular,indefinite,target,match,A camel can have one or two humps.,4,7710,1606
A2DSQT79EPX7MY,Tue Jan 06 08:25:38 PST 2015,"""English""","""""",13,owl,animate,plural,indefinite,target,match,Owls are active at night.,4,2636,1592
A2DSQT79EPX7MY,Tue Jan 06 08:25:38 PST 2015,"""English""","""""",18,cheetah,animate,plural,indefinite,target,mismatch,Cheetahs race swiftly across the field.,5,3774,1604
A2DSQT79EPX7MY,Tue Jan 06 08:25:38 PST 2015,"""English""","""""",19,shirt,inanimate,singular,definite,target,match,The shirt has short sleeves.,1,3020,1589
AD317NO9623GZ,Tue Jan 06 08:25:41 PST 2015,"""English""","""""",28,peacock,animate,singular,definite,target,mismatch,The peacock Stands proudly.,4,3238,71
AD317NO9623GZ,Tue Jan 06 08:25:41 PST 2015,"""English""","""""",25,knife,inanimate,singular,indefinite,target,mismatch,A knife Has a black handle.,1,3709,59
AD317NO9623GZ,Tue Jan 06 08:25:41 PST 2015,"""English""","""""",24,trumpet,inanimate,singular,definite,target,mismatch,The trumpet Is gold.,2,3157,66
AD317NO9623GZ,Tue Jan 06 08:25:41 PST 2015,"""English""","""""",27,kite,inanimate,plural,indefinite,target,match,Kites Are rainbow colored.,2,4831,65
AD317NO9623GZ,Tue Jan 06 08:25:41 PST 2015,"""English""","""""",26,fence,inanimate,plural,definite,target,mismatch,The fences Are brown wood.,1,3872,67
AD317NO9623GZ,Tue Jan 06 08:25:41 PST 2015,"""English""","""""",21,shirt,inanimate,plural,definite,target,match,The shirts Are red.,2,4440,54
AD317NO9623GZ,Tue Jan 06 08:25:41 PST 2015,"""English""","""""",20,owl,animate,plural,indefinite,target,match,"Owls Are alert,",4,3158,58
AD317NO9623GZ,Tue Jan 06 08:25:41 PST 2015,"""English""","""""",23,light bulb,inanimate,singular,indefinite,target,match,A light bulb Is fluorescent.,1,3431,52
AD317NO9623GZ,Tue Jan 06 08:25:41 PST 2015,"""English""","""""",22,chair,inanimate,plural,indefinite,target,mismatch,Chairs Are black,4,3422,62
AD317NO9623GZ,Tue Jan 06 08:25:41 PST 2015,"""English""","""""",6,butterfly,animate,plural,indefinite,target,match,Butterflies Are black with orange and yellow stripes.,4,6353,50
AD317NO9623GZ,Tue Jan 06 08:25:41 PST 2015,"""English""","""""",7,turtle,animate,singular,definite,target,match,The turtle Is large.,1,4069,60
AD317NO9623GZ,Tue Jan 06 08:25:41 PST 2015,"""English""","""""",4,zebra,animate,singular,indefinite,example,match,,2,4322,
AD317NO9623GZ,Tue Jan 06 08:25:41 PST 2015,"""English""","""""",5,dolphin,animate,plural,definite,target,match,The dolphins Are jumping.,2,14020,56
AD317NO9623GZ,Tue Jan 06 08:25:41 PST 2015,"""English""","""""",2,sword,inanimate,singular,definite,example,mismatch,,1,5732,
AD317NO9623GZ,Tue Jan 06 08:25:41 PST 2015,"""English""","""""",3,bus,inanimate,singular,definite,example,match,,1,6582,
AD317NO9623GZ,Tue Jan 06 08:25:41 PST 2015,"""English""","""""",1,mouse,animate,singular,indefinite,example,mismatch,,1,9165,
AD317NO9623GZ,Tue Jan 06 08:25:41 PST 2015,"""English""","""""",8,pigeon,animate,singular,indefinite,target,match,A pigeon Looks around.,1,4565,61
AD317NO9623GZ,Tue Jan 06 08:25:41 PST 2015,"""English""","""""",9,car,inanimate,singular,definite,target,mismatch,The car Is red.,1,4000,68
AD317NO9623GZ,Tue Jan 06 08:25:41 PST 2015,"""English""","""""",14,bed,inanimate,plural,indefinite,target,mismatch,Beds Have several pillows.,4,4796,70
AD317NO9623GZ,Tue Jan 06 08:25:41 PST 2015,"""English""","""""",15,bicycle,inanimate,singular,indefinite,target,mismatch,A bicycle Is a mountain bike.,1,4349,57
AD317NO9623GZ,Tue Jan 06 08:25:41 PST 2015,"""English""","""""",16,football,inanimate,singular,definite,target,match,The football Is dirty.,1,3414,51
AD317NO9623GZ,Tue Jan 06 08:25:41 PST 2015,"""English""","""""",17,cheetah,animate,singular,indefinite,target,match,A cheetah Is running.,1,3959,55
AD317NO9623GZ,Tue Jan 06 08:25:41 PST 2015,"""English""","""""",10,elephant,animate,plural,definite,target,mismatch,The elephants Have large ears.,4,5045,48
AD317NO9623GZ,Tue Jan 06 08:25:41 PST 2015,"""English""","""""",11,panda,animate,singular,indefinite,target,mismatch,A panda Lies down.,1,4839,64
AD317NO9623GZ,Tue Jan 06 08:25:41 PST 2015,"""English""","""""",12,rabbit,animate,plural,indefinite,target,mismatch,Rabbits Have brown fur.,5,11094,69
AD317NO9623GZ,Tue Jan 06 08:25:41 PST 2015,"""English""","""""",13,toilet,inanimate,plural,definite,target,mismatch,The toilets Have open lids.,4,4051,63
AD317NO9623GZ,Tue Jan 06 08:25:41 PST 2015,"""English""","""""",18,squirrel,animate,singular,definite,target,match,The squirrel Has a thin tail.,1,3134,49
AD317NO9623GZ,Tue Jan 06 08:25:41 PST 2015,"""English""","""""",19,cow,animate,plural,definite,target,match,The cows Are mostly black,1,4159,53
A3BBK5YDUBRKYW,Tue Jan 06 08:25:42 PST 2015,"""english""","""none""",28,pig,animate,plural,definite,target,match,The pigs are standing. ,1,3981,74
