WorkerId,SubmitTime,Answer 101,question_number,subject,animacy,number,definiteness,type,full_sentence,response,rt
SP49R7QV7EEOLQTULTNIH7ZNFWBP7B,Fri Oct 03 09:39:38 PDT 2014,"""English""",29,light bulb,inanimate,singular,indefinite,target,A light bulb was dropped and exploded.,was dropped and exploded.,19256
UUHI9HS0HFZ8IRV97P84CXCHTPNSH3,Fri Oct 03 09:39:38 PDT 2014,"""English""",28,owl,animate,plural,definite,target,The owls are all hooting.,are all hooting.,6130
5RII0PW6VF6VQD696E8SJWRJOWIE8E,Fri Oct 03 09:39:38 PDT 2014,"""English""",25,toilet,inanimate,plural,indefinite,target,Toilets are handy.,are handy.,9192
N4Y99WHX7D6SFVOWP8VJB0R7CIUDDX,Fri Oct 03 09:39:38 PDT 2014,"""English""",24,turtle,animate,singular,indefinite,target,A turtle moves slowly.,moves slowly.,5742
IM3HQ09FRB8HRWQOD48TK0RJ0UHKK7,Fri Oct 03 09:39:38 PDT 2014,"""English""",27,couch,inanimate,singular,indefinite,target,A couch is for sitting.,is for sitting.,6531
XQ5Y6II0HK2VF57TZIKTUYJV6R6T5C,Fri Oct 03 09:39:38 PDT 2014,"""English""",26,bed,inanimate,singular,definite,target,The bed is unmade.,is unmade.,4771
6OR5KXMMMZ8TLQA765Y5BJG2ZCPUOX,Fri Oct 03 09:39:38 PDT 2014,"""English""",21,bicycle,inanimate,plural,indefinite,target,Bicycles are useful to get around the city.,are useful to get around the city.,9913
3TR5P8GJFOAMQSAF96YG5L9S2NP29H,Fri Oct 03 09:39:38 PDT 2014,"""English""",20,penguin,animate,singular,definite,target,The penguin is making me laugh.,is making me laugh.,10088
NB3WD68RWSPO5TCD8Y2W5SVG9P9E7K,Fri Oct 03 09:39:38 PDT 2014,"""English""",23,tire,inanimate,singular,definite,target,The tire is flat.,is flat.,5024
F8ZYJLPGS3RY7IOSOMKJ7YY0WM0AJP,Fri Oct 03 09:39:38 PDT 2014,"""English""",22,knife,inanimate,plural,definite,target,The knives are all dull.,are all dull.,5205
O9198HNBXN35ZXI7HQ6XBCT5TQHLJZ,Fri Oct 03 09:39:38 PDT 2014,"""English""",100,boat,inanimate,plural,definite,judgment,The boats are in the harbor.,2,3486
65M024CRVPS54WYB57XHEBXG61LZIY,Fri Oct 03 09:39:38 PDT 2014,"""English""",6,boat,inanimate,plural,definite,target,The boats are in the harbor.,are in the harbor.,10478
D4ZESU2QD01PYS700WE67F8W25C1M1,Fri Oct 03 09:39:38 PDT 2014,"""English""",7,pig,animate,plural,indefinite,target,Pigs are noisy,are noisy,7060
U6TE9VUGPIYGCMYDNY5L1A3KC1ZSNL,Fri Oct 03 09:39:38 PDT 2014,"""English""",4,sword,inanimate,plural,definite,example,"The swords are hanging above he fireplace,","are hanging above he fireplace,",10759
7FIZ8R8U70SNHAHJGI0U4B0Z3PGYDF,Fri Oct 03 09:39:38 PDT 2014,"""English""",5,elephant,animate,singular,indefinite,target,An elephant is making noise outside.,is making noise outside.,10482
SVJK80AUGFP8INQ59FQS7BU1X8R3CX,Fri Oct 03 09:39:38 PDT 2014,"""English""",2,bus,inanimate,singular,indefinite,example,A bus just went by outside,just went by outside,8970
LAV8MAICYGT6AD3MKLJNTQN69OBNBE,Fri Oct 03 09:39:38 PDT 2014,"""English""",3,zebra,animate,plural,indefinite,example,Zebras are often found in Africa.,are often found in Africa.,10976
1WJ4DATNENWBQJKSPZDZ85MO5MZHVB,Fri Oct 03 09:39:38 PDT 2014,"""English""",1,mouse,animate,singular,definite,example,The mouse is in the house,is in the house,10933
389IOBXW732OQFBPDFPJ4USG262MFO,Fri Oct 03 09:39:38 PDT 2014,"""English""",8,guitar,inanimate,singular,definite,target,The guitar is out of tune.,is out of tune.,5909
8O424XR4H0JKGRZX4AQ5Z26NJUAPGV,Fri Oct 03 09:39:38 PDT 2014,"""English""",9,chair,inanimate,singular,indefinite,target,A chair is overturned in the kitchen,is overturned in the kitchen,12535
ZJJETH29YC2CM1V1P3CXJ07GD2EBW4,Fri Oct 03 09:39:38 PDT 2014,"""English""",38,fox,animate,plural,definite,target,The foxes are hiding from the hunters.,are hiding from the hunters.,9231
KX6RE9LE051R8GMP7LUI9UNYITRL1A,Fri Oct 03 09:39:38 PDT 2014,"""English""",39,marble,inanimate,plural,indefinite,target,Marbles are spilling out of his pockets as he walks.,are spilling out of his pockets as he walks.,11746
4M67HG6CC4JKQHE8XH9QHVSNH0S34H,Fri Oct 03 09:39:38 PDT 2014,"""English""",36,squirrel,animate,plural,definite,target,The squirrels are hiding the nuts.,are hiding the nuts.,7036
T5OSQ6L7CLFA20WQS1OEVFA0JRJVC5,Fri Oct 03 09:39:38 PDT 2014,"""English""",37,kangaroo,animate,singular,indefinite,target,A kangaroo is waiting in the corner.,is waiting in the corner.,12255
OSHCCU2570BNUZ44GQ9VB5BJLUKI2X,Fri Oct 03 09:39:38 PDT 2014,"""English""",34,kite,inanimate,plural,indefinite,target,Kites are flying in the wind.,are flying in the wind.,7065
2NWXS9VNVRR8NMQV4G2LLQSXQCNH7S,Fri Oct 03 09:39:38 PDT 2014,"""English""",35,cheetah,animate,singular,definite,target,The cheetah runs really fast.,runs really fast.,8331
WIG0JUUGAHE2ONYP80JE17ERQJFR72,Fri Oct 03 09:39:38 PDT 2014,"""English""",32,pigeon,animate,singular,definite,target,The pigeon coos and struts.,coos and struts.,7856
BRUF612PT7CNL8J0MZCBOPW2XZ9WE2,Fri Oct 03 09:39:38 PDT 2014,"""English""",33,butterfly,animate,singular,indefinite,target,A butterfly circles the flower.,circles the flower.,7423
VTC3GEYPKTULK1ZZH1YZ8SJ0MYO14J,Fri Oct 03 09:39:38 PDT 2014,"""English""",30,peacock,animate,plural,definite,target,The peacocks are showing off.,are showing off.,5986
ALFWZMS7SXP7P4L7AFUP6BVQ9VG9CA,Fri Oct 03 09:39:38 PDT 2014,"""English""",31,cat,animate,plural,indefinite,target,Cats are circling the fishtank.,are circling the fishtank.,19185
C2MMUCM8CVZCD9BXPEDV4G89VARH4W,Fri Oct 03 09:39:38 PDT 2014,"""English""",89,couch,inanimate,singular,indefinite,judgment,A couch is for sitting.,5,2568
SFS5DB1WP69Q5S6OV31VQ97BMM829U,Fri Oct 03 09:39:38 PDT 2014,"""English""",88,cheetah,animate,singular,definite,judgment,The cheetah runs really fast.,4,4575
KDKE16Y7PTH19DNH4KU85L6C2T7XY2,Fri Oct 03 09:39:38 PDT 2014,"""English""",83,light bulb,inanimate,singular,indefinite,judgment,A light bulb was dropped and exploded.,1,3902
JF6AIE6CTLY9IZBXLJGUZA484WIOO7,Fri Oct 03 09:39:38 PDT 2014,"""English""",82,gorilla,animate,plural,indefinite,judgment,Gorillas are primates,5,2472
QM5CJEY3UUZZ95AYHRQH9HUZ3ZUDW2,Fri Oct 03 09:39:38 PDT 2014,"""English""",81,lamp,inanimate,plural,definite,judgment,The lamps are all on.,1,2118
1U8EEZKXSRQZ5VO4FRZM7JZCWD03P4,Fri Oct 03 09:39:38 PDT 2014,"""English""",80,fence,inanimate,singular,definite,judgment,The fence has a hole in it.,1,2647
4D0MP8NRXU6T1GHMN513GJCYY6HKH5,Fri Oct 03 09:39:38 PDT 2014,"""English""",87,shirt,inanimate,plural,definite,judgment,The shirts are all wrinkled.,1,3447
EACBCU4LUMGNYLKEUVUK73OOAUO05G,Fri Oct 03 09:39:38 PDT 2014,"""English""",86,toilet,inanimate,plural,indefinite,judgment,Toilets are handy.,5,4279
3OVG1AAQ2113QQOHBCDRJXL2XRFMZE,Fri Oct 03 09:39:38 PDT 2014,"""English""",85,car,inanimate,singular,indefinite,judgment,A car drives by honking as the guy waves.,1,2823
EM626NO8RXZ4O30X6U70OZFTLIZ9L9,Fri Oct 03 09:39:38 PDT 2014,"""English""",84,trumpet,inanimate,singular,definite,judgment,The trumpet is the best instrument to play.,4,6614
L4P9BGOPOYSBMTX5EPZ9G9TLCJPKOJ,Fri Oct 03 09:39:38 PDT 2014,"""English""",14,shirt,inanimate,plural,definite,target,The shirts are all wrinkled.,are all wrinkled.,6811
ULMLY9DAGR18K8JZ1YFBP9EQE534O6,Fri Oct 03 09:39:38 PDT 2014,"""English""",15,shark,animate,plural,indefinite,target,Sharks are dangerous.,are dangerous.,9744
23VFI9LYVTM7JH11K8MHW6SOL1OA06,Fri Oct 03 09:39:38 PDT 2014,"""English""",16,fence,inanimate,singular,definite,target,The fence has a hole in it.,has a hole in it.,7443
7UCYGA0Z9KS4D9WSRYULFIWGXEJHIE,Fri Oct 03 09:39:38 PDT 2014,"""English""",17,towel,inanimate,plural,indefinite,target,Towels are useful after showering.,are useful after showering.,10986
RH25T3ANXHFKJVX0013NX3IH10G26G,Fri Oct 03 09:39:38 PDT 2014,"""English""",10,television,inanimate,plural,definite,target,The televisions are all on in the store.,are all on in the store.,9151
9MG097PIS15QFXBOUF4JDLCD08ET4A,Fri Oct 03 09:39:38 PDT 2014,"""English""",11,gorilla,animate,plural,indefinite,target,Gorillas are primates,are primates,5200
DRKJS8W55D0NPKCWYNNHSFOH0IPNTK,Fri Oct 03 09:39:38 PDT 2014,"""English""",12,camel,animate,singular,definite,target,The camel is in the desert.,is in the desert.,7912
8V7O5KC47RPZUJC52JTB5XA867W21W,Fri Oct 03 09:39:38 PDT 2014,"""English""",13,skunk,animate,singular,indefinite,target,A skunk was under the house.,was under the house.,9630
Q7UBQCA8Y103PAWKZFQZCO0YCG0VLV,Fri Oct 03 09:39:38 PDT 2014,"""English""",18,piano,inanimate,plural,definite,target,The pianos are all out of tune.,are all out of tune.,6714
7DQ7FPNQKFRXLBAE10G71CCXWBLMDI,Fri Oct 03 09:39:38 PDT 2014,"""English""",19,computer,inanimate,singular,indefinite,target,A computer is needed in today's world.,is needed in today's world.,13840
F893XOV7LPGAP8DZOPOYED04UREUFG,Fri Oct 03 09:39:38 PDT 2014,"""English""",98,cow,animate,plural,indefinite,judgment,Cows are chewing their cud content to be alone.,2,3559
U7AK0H72JTICUNMQNO28NVCGAP5FEC,Fri Oct 03 09:39:38 PDT 2014,"""English""",99,butterfly,animate,singular,indefinite,judgment,A butterfly circles the flower.,2,4593
TXMTI8CMKMLFYW75PVWX5UKU8HEBH5,Fri Oct 03 09:39:38 PDT 2014,"""English""",94,bear,animate,singular,definite,judgment,The bear is moving closer to us.,1,2128
R78ZNESKCAEKVXP4D32N4PEZNRS87H,Fri Oct 03 09:39:38 PDT 2014,"""English""",95,shark,animate,plural,indefinite,judgment,Sharks are dangerous.,5,2886
MDX7A3DAHGOC4UQXVXQ1NZIHK1V1PC,Fri Oct 03 09:39:38 PDT 2014,"""English""",96,panda,animate,plural,definite,judgment,The pandas are cute but dumb.,4,5891
9OMXHU2H9KCJA7DR0KV7G9PFV5B8AH,Fri Oct 03 09:39:38 PDT 2014,"""English""",97,camel,animate,singular,definite,judgment,The camel is in the desert.,2,4955
Z7S4BJMLNHUBSF0GU0C8DQO5DGU1K8,Fri Oct 03 09:39:38 PDT 2014,"""English""",90,television,inanimate,plural,definite,judgment,The televisions are all on in the store.,1,2854
EFKTKHRKR0FRQLWBFWAJQNJUBQVUYP,Fri Oct 03 09:39:38 PDT 2014,"""English""",91,bicycle,inanimate,plural,indefinite,judgment,Bicycles are useful to get around the city.,5,2535
116SH5Z8CKK78J23RPL0Q8NOC92824,Fri Oct 03 09:39:38 PDT 2014,"""English""",92,zipper,inanimate,singular,definite,judgment,"The zipper is open, what is he doing?",1,3288
V69TB5U7MECNK881ANB65VLS2OLACG,Fri Oct 03 09:39:38 PDT 2014,"""English""",93,kangaroo,animate,singular,indefinite,judgment,A kangaroo is waiting in the corner.,1,3686
MSX04IKENVDVMZ9J0GGCKK9XON3SMF,Fri Oct 03 09:40:15 PDT 2014,"""English""",61,guitar,inanimate,plural,indefinite,judgment,Guitars Guitars are the most popular instrument of country artists.,5,2703
Z9T9ISSMYY2587KE5ENEMR2PXM5SMD,Fri Oct 03 09:40:15 PDT 2014,"""English""",60,couch,inanimate,plural,definite,judgment,The couches The couches were dusty and old.,1,4517
M17T2UASG481ODHOH5WCGYL7NNEVP3,Fri Oct 03 09:40:15 PDT 2014,"""English""",63,skunk,animate,singular,definite,judgment,The skunk The skunk hurried into the woods.,2,3260
HFIGVD54436MDYK2AT4BEFW21KM5WX,Fri Oct 03 09:40:15 PDT 2014,"""English""",62,kite,inanimate,singular,indefinite,judgment,A kite A kite is available for use on the beach.,2,3517
9WSA2VJ3202NGHUIMQH756ILMXRXR8,Fri Oct 03 09:40:15 PDT 2014,"""English""",65,zipper,inanimate,singular,indefinite,judgment,A zipper A zipper is the most effective closing mechanism on a jacket.,5,4511
NBMOLMIHV3ZCVTPSJCWARUW3YOD7IT,Fri Oct 03 09:40:15 PDT 2014,"""English""",64,bed,inanimate,plural,definite,judgment,The beds The beds were soft and comfortable.,1,4506
KN2S9T6U9QLUR8F7FMCXS24VUZ19L6,Fri Oct 03 09:40:15 PDT 2014,"""English""",67,pig,animate,plural,indefinite,judgment,"Pigs Pigs are, in fact, very clean animals. ",5,3416
HM87IA4QXI2QZARHKF5PS39EDJY0JK,Fri Oct 03 09:40:15 PDT 2014,"""English""",66,clock,inanimate,singular,definite,judgment,The clock The clock ticked very slowly.,1,3428
GSN32ZIX0ZFB6TE2EHVS02PYCCQURT,Fri Oct 03 09:40:15 PDT 2014,"""English""",69,elephant,animate,singular,definite,judgment,The elephant The elephant ate peanuts using its trunk.,1,3291
Z74FNNBV2QGRN396ORUFCHIMWJIUHF,Fri Oct 03 09:40:15 PDT 2014,"""English""",68,cow,animate,plural,definite,judgment,The cows The cows walked to the barn for dinner.,2,4200
CVPA83X5B8JDP45EXD7M1D71MAG99J,Fri Oct 03 09:40:15 PDT 2014,"""English""",72,football,inanimate,plural,definite,judgment,The footballs The footballs were bouncing all over the gymnasium.,2,3783
UM3GI7OTSLT4RHIXQ34B8A1FO7GIK2,Fri Oct 03 09:40:15 PDT 2014,"""English""",73,marble,inanimate,singular,definite,judgment,The marble The marble countertop was full of thanksgiving dishes.,1,4701
6A0CP0PIX5XUCR17LT0IMLRBZLLKIJ,Fri Oct 03 09:40:15 PDT 2014,"""English""",70,pigeon,animate,plural,indefinite,judgment,Pigeons Pigeons are a typical urban nuisance.,5,3631
XFZK829IZQ3FSP9E2NZJVT1C4PQQ87,Fri Oct 03 09:40:15 PDT 2014,"""English""",71,cheetah,animate,singular,indefinite,judgment,A cheetah A cheetah is faster than a lion.,4,4512
N6I3YB7OXBSQQOF82BOI29MW7JR70K,Fri Oct 03 09:40:15 PDT 2014,"""English""",76,fox,animate,plural,definite,judgment,The foxes The foxes burrowed in their dens.,1,3582
64V2673D8P670O2XNMD2WOTZTTZLIF,Fri Oct 03 09:40:15 PDT 2014,"""English""",77,cat,animate,singular,indefinite,judgment,A cat A cat lays in the sun and sleeps all day.,5,4132
Z9ASOQ5R2XD4X2RK5NOVGTG43932OC,Fri Oct 03 09:40:15 PDT 2014,"""English""",74,bicycle,inanimate,singular,indefinite,judgment,A bicycle A bicycle is a convenient mode of transportation in the city.,5,6615
WHS2HYD2Q4KDJE7FYWK4CRXJA1QWXY,Fri Oct 03 09:40:15 PDT 2014,"""English""",75,tire,inanimate,plural,indefinite,judgment,Tires Tires carry the load of the vehicle.,4,9049
WXHXZCQP227UXZWZSV8DZ6CIK8Q54V,Fri Oct 03 09:40:15 PDT 2014,"""English""",78,bear,animate,plural,indefinite,judgment,Bears Bears hibernate for the winter months.,5,3516
JIFQHWEPOITL8PPM4V8022TCIM2R7M,Fri Oct 03 09:40:15 PDT 2014,"""English""",79,rabbit,animate,singular,definite,judgment,The rabbit The rabbit scampered through the meadow.,1,5304
MX9A80BBS854J9JMZC87TP2GMVXSYY,Fri Oct 03 09:40:15 PDT 2014,"""English""",47,gorilla,animate,plural,indefinite,target,Gorillas Gorillas are the smartest of the primates.,Gorillas are the smartest of the primates.,6865
IYHXNMATZ5TKFLCJI4CB1FYLC3YJHJ,Fri Oct 03 09:40:15 PDT 2014,"""English""",46,penguin,animate,singular,indefinite,target,A penguin A penguin must venture miles to the ocean to find fish.,A penguin must venture miles to the ocean to find fish.,9875
HV5H0JMWEIPA2QT2LQB3YVVCWLL7JS,Fri Oct 03 09:40:15 PDT 2014,"""English""",45,knife,inanimate,singular,definite,target,The knife The knife pierced his skin and he screamed.,The knife pierced his skin and he screamed.,9501
QGG9PLK4W93HKMSX4RXRRZLQK6EXP8,Fri Oct 03 09:40:15 PDT 2014,"""English""",44,car,inanimate,plural,indefinite,target,Cars Cars flew by the intersection where she stood.,Cars flew by the intersection where she stood.,9376
SI49PKIOFDU0TSSG58Q5JKSPYJBL9C,Fri Oct 03 09:40:15 PDT 2014,"""English""",43,turtle,animate,plural,definite,target,The turtles The turtles laid their eggs in the sand.,The turtles laid their eggs in the sand.,6505
D1BXQJ5GD30MSRR0IEXZ53LK48U5I6,Fri Oct 03 09:40:15 PDT 2014,"""English""",42,lion,animate,singular,definite,target,The lion The lion roared at the people.,The lion roared at the people.,6559
UTZA9LYOOZFWWW3HDPSO631V1T2YPN,Fri Oct 03 09:40:15 PDT 2014,"""English""",41,dog,animate,singular,indefinite,target,A dog A dog chased the rabbit across the street.,A dog chased the rabbit across the street.,8375
YBPX7ZSIZ3GGSENWV33F8LW2CGO2A5,Fri Oct 03 09:40:15 PDT 2014,"""English""",40,bear,animate,plural,indefinite,target,Bears Bears hibernate for the winter months.,Bears hibernate for the winter months.,8457
PEX6D7SCC403LXV1EL1NJ5ORJ3OIC5,Fri Oct 03 09:40:15 PDT 2014,"""English""",49,light bulb,inanimate,singular,definite,target,The light bulb The light bulb flickered every few minutes.,The light bulb flickered every few minutes.,8119
1FBIKU0JVYGNIB68NZ7UZQ95A1F5UL,Fri Oct 03 09:40:15 PDT 2014,"""English""",48,cow,animate,plural,definite,target,The cows The cows walked to the barn for dinner.,The cows walked to the barn for dinner.,8427
4216IKRSDSSRN9WWDJ2ILANGC7I8AP,Fri Oct 03 09:40:15 PDT 2014,"""English""",58,piano,inanimate,plural,indefinite,judgment,Pianos Pianos are the primary instruments in churches.,5,5343
APRGW4WL9WR12IWPC6RN2BGQHE6QW2,Fri Oct 03 09:40:15 PDT 2014,"""English""",59,dog,animate,singular,indefinite,judgment,A dog A dog chased the rabbit across the street.,2,4277
RAM3KAZMBMS7N0ERI6E1YV8K4DDT2L,Fri Oct 03 09:40:15 PDT 2014,"""English""",50,dolphin,animate,plural,definite,target,The dolphins The dolphins were jumping out of the water gleefully.,The dolphins were jumping out of the water gleefully.,10824
5MJ8SU971C3D8MOQABNUUD5KFQZ1Q9,Fri Oct 03 09:40:15 PDT 2014,"""English""",51,lamp,inanimate,plural,indefinite,target,Lamps Lamps are the most common source of interior lighting.,Lamps are the most common source of interior lighting.,11489
KKC5ZLA6MCH83J6FELQO3YM3QIVGD8,Fri Oct 03 09:40:15 PDT 2014,"""English""",52,shirt,inanimate,singular,indefinite,target,A shirt A shirt is required to go into the store.,A shirt is required to go into the store.,7146
558WQGMXO4RXUPCVMLZZW5TRWQIFY4,Fri Oct 03 09:40:15 PDT 2014,"""English""",53,computer,inanimate,singular,indefinite,judgment,A computer A computer can be used effectively for writing.,5,7146
NPUKVFXCX8PI3NX373DKUESFNRZ2PX,Fri Oct 03 09:40:15 PDT 2014,"""English""",54,chair,inanimate,plural,definite,judgment,The chairs The chairs were full of students.,2,4983
OPX0T8301U7J5Y6N9J8JJZCNMG87VO,Fri Oct 03 09:40:15 PDT 2014,"""English""",55,boat,inanimate,singular,definite,judgment,The boat The boat skipped across the waves on a windy day.,1,3531
HCSH1RCRPYIOLQTFTB0B69HCSUWO9O,Fri Oct 03 09:40:15 PDT 2014,"""English""",56,butterfly,animate,plural,indefinite,judgment,Butterflies Butterflies emerge from their cocoon in summer.,5,2673
HMNS979U7P42B3UJWCYZ9YSM06RCAX,Fri Oct 03 09:40:15 PDT 2014,"""English""",57,knife,inanimate,singular,definite,judgment,The knife The knife pierced his skin and he screamed.,1,3113
