WorkerId,SubmitTime,language,feedback,question_number,subject,animacy,number,definiteness,type,sentence,response,rt,sentence_id
5DG4ECXJUEY5HXREQU7ZZN9H773U3H,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",27,squirrel,animate,singular,indefinite,target,A squirrel runs up the tree.,1,1826,128
1C0CLSU2U214ZIFQEZ35IWUCHTZI3W,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",26,gorilla,animate,singular,definite,target,The gorilla beats his chest.,1,2174,163
O89CSD16FCMHJC0NTV2SL8KMV8U02Z,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",21,boat,inanimate,plural,indefinite,target,Boats were floating in the harbor.,1,3803,1052
CGTGU7DNQP2FMG3F81DHKUNT75G05Z,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",20,kite,inanimate,plural,definite,target,The kites are flying in the sky.,1,3973,997
Y4CU69564HZA7Q5WUQJ67367R6FC6F,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",23,cheetah,animate,plural,definite,target,The cheetahs enjoy the kill,4,4050,865
0BJNWOCMS4BL7O4KTG4RGBRK2CJ6RQ,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",22,bear,animate,singular,indefinite,target,A bear sat perched above the waterfall.,1,3204,196
52M0GI8RSAQ247VJPEKTJ22XKI00K5,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",104,shark,animate,plural,definite,target,"The sharks swam around the surfers, but didn't bother them.",1,1994,384
RH7EADM3XYEHZNZTST6ZMHG4IXCUGG,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",101,clock,inanimate,plural,indefinite,target,Clocks melt in paintings,1,2270,729
22Z6RW9MPS856JY6CYX48MIPD9QRDI,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",100,computer,inanimate,plural,definite,target,The computers were able to beat the lawyers at chess.,1,2536,181
ERXGU7Y7MGGBSMOCJOJFUD7P2S5XUM,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",103,bicycle,inanimate,plural,definite,target,The bicycles are getting used.,1,1906,72
AF4WR0WO5IQHENC65FRNF9TJXXOGRA,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",102,pig,animate,plural,definite,target,The pigs were sleeping in the barn.,1,1866,1062
ABZDLTP2WHRNRTXFSURGYTKX8XKUYQ,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",6,cow,animate,plural,indefinite,target,Cows have large eyes,5,3629,60
HZUHW5HPO2DUUHLCDSJ8ORRDGPMELV,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",7,shark,animate,plural,definite,target,The sharks were swimming around the tank.,1,4708,686
KSXVLEOYSTWUNISN4CVU44UUR0AGVT,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",4,zebra,animate,singular,definite,example,The zebra is not extinct.,5,4827,
O59VC8BQ189HEH0M8SDCAUSQIB5XDM,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",5,bicycle,inanimate,singular,indefinite,target,A bicycle doesn't cost much.,5,4299,550
UPCXLD6ZTT988M9ELT66F7A170GAJ6,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",2,mouse,animate,singular,indefinite,example,A mouse lives in my house.,1,8927,
5RTMAP4L1DPDX5NO7J8G5YJX6JV69X,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",3,bus,inanimate,plural,definite,example,The buses were blocking traffic.,1,5888,
Q47CR6Z5W4VMFQQCBOK0APDG8JP0O7,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",1,sword,inanimate,plural,indefinite,example,Swords are weapons.,5,17552,
8WFZ7RJOAZ5IL0IOTSEUN1K1ZR7S4W,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",8,cow,animate,plural,indefinite,target,Cows roam the pature,2,6618,312
RQNADQ6SWZ50BOBSAX9FYSUKEG4LZE,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",9,squirrel,animate,plural,indefinite,target,Squirrels grabbed nuts and hid them away in their nest.,2,7304,389
MH2KKTSVSNW1A91RA9VZXNZ9683MQ7,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",38,peacock,animate,plural,definite,target,"The peacocks were a bright blue and green, signifying that they were male.",1,3299,634
Q9LA7OW5D65E5DUC81RQH1QIL3VILD,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",39,bear,animate,singular,definite,target,The bear looks for food,1,2907,849
TCBY4750WQLSW9S1Y1Y5422KKJ041Q,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",36,chair,inanimate,singular,indefinite,target,A chair is dirty.,1,1738,373
WJF2LPCZQFS1ZRDIBBI810HMBZPG9Q,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",37,gorilla,animate,singular,definite,target,The gorilla is mean.,1,1589,375
4VJJDCFWK7ONJSULCUB8RSS0CW5ORX,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",34,fox,animate,singular,indefinite,target,A fox ran through the field.,1,2337,461
QPV6Q9CH77UBGZ2QDUCR04FKT25DRB,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",35,towel,inanimate,plural,definite,target,The towels were left on the floor,1,3345,412
1J39FGPLCSLA74ME7MJFCPM8GQHTW7,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",32,cat,animate,singular,indefinite,target,A cat is a great companion animal.,5,2591,600
B3IGWFXIT43IQHSGBA5M2FWTXZ99W5,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",33,car,inanimate,plural,indefinite,target,Cars drove along the lines,1,2479,397
0PGC1PKZ0SXEX4AZP3SX452PUCA9R0,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",30,light bulb,inanimate,plural,definite,target,The light bulbs are on.,1,2347,379
D5AJ13XV4H0LMXYRISUKWRV0Z1VEM7,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",31,television,inanimate,plural,definite,target,The televisions are out of date.,1,1768,95
6A52UH526LDS699AEDAV7EYAK1LAHU,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",89,kangaroo,animate,plural,definite,target,The kangaroos are jumping in the field.,1,2250,499
CSIDRTRCOSD47HKQKYSFHD3Z8JK326,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",88,television,inanimate,singular,indefinite,target,A television should not be struck with blunt objects.,5,3378,937
XH406OEGTRHNOIB1RWRDRUK7YDTHPF,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",83,shirt,inanimate,singular,indefinite,target,A shirt needs to be ironed. ,1,1548,1074
GSNPRNGNLRXR7HN9MP9IDX4O4I0ENC,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",82,toilet,inanimate,singular,indefinite,target,A toilet flushed,1,2041,252
HNBC1U6XQK2SFJKYN3J03CL388VGN7,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",81,camel,animate,plural,indefinite,target,Camels drank water in the desert,1,2619,248
Q8QH0V5GPKLJTRKPB0BLRCTFN2IEDE,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",80,light bulb,inanimate,plural,indefinite,target,Light bulbs need to be replaced,1,1693,227
DDP2R8TTJYJKEJOJDB5X3WQURZ969W,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",87,car,inanimate,singular,definite,target,The car won't start.,1,1691,756
6DVN6ZYRIBL5GJM1WU3SSWFOVMQ1MQ,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",86,dolphin,animate,plural,definite,target,The dolphins always travel together.,5,2615,184
JBNZK3ALCFPFR60JWBTRJWIIX2X1CQ,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",85,dog,animate,singular,indefinite,target,A dog with fleas is not healthy.,5,3277,648
7PQ40BE19WNDMUDIQNC5MBYMCEZXEV,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",84,tire,inanimate,singular,indefinite,target,A tire ROLLED ACROSS THE PARKING LOT. ,1,2013,784
ZL1BRADGCU2LL79VH4H1VC5Q53FJDK,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",14,kite,inanimate,plural,indefinite,target,Kites were flown by the children on the windy day.,1,2957,454
0M71EZOB6JHY6V5CVYS8ALAMRSXTSW,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",15,bicycle,inanimate,plural,indefinite,target,Bicycles are hard to ride,5,2929,597
7MRH8UOPRIQG4C1HE21ZSGFRM2XNRM,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",16,gorilla,animate,singular,definite,target,The gorilla ate a banana.,1,2132,653
51FH68ZEEARFIYAIMLGNQP8BA0VCHQ,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",17,lamp,inanimate,plural,definite,target,The lamps are on.,1,2127,541
EK7JAM51J5GZUJLUYTK0UR5VMTALGF,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",10,bicycle,inanimate,plural,indefinite,target,Bicycles are a form of a automobile,5,4027,321
NPWWZVH5Y3VNTWS0KZC2Q7AIIHGAMJ,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",11,fence,inanimate,singular,indefinite,target,A fence is white.,1,2625,1007
QHR3Y8LHDQ7ZFQVLW8LACYZOOZ3Y8R,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",12,clock,inanimate,singular,indefinite,target,A clock strikes twelve.,1,2634,843
023KJBG4RU45SN257UYD9CI3XQ01L2,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",13,dog,animate,plural,definite,target,"The dogs barked all night long, and I couldn't sleep.",1,4566,458
Q3UVLZME84DY19LEG9CBD3WLTQVJIB,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",18,squirrel,animate,singular,definite,target,The squirrel gathered its nuts for the winter.,1,3966,827
ASHIRMF11SLY2LKIK5PLNPBUBEKKKW,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",19,light bulb,inanimate,plural,definite,target,The light bulbs are burned out,2,2701,254
2R0DUQTL2BA415U4I2XKGNUV0Q2NX3,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",98,bear,animate,singular,indefinite,target,A bear is a large animal,5,1586,333
VUM3JCQXH2H1CCPYKOKCYFM2S2LEK2,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",99,piano,inanimate,plural,indefinite,target,Pianos can be found in most music rooms.,1,2736,135
Z2IF5F7SZR93USUPI73YG4U484LXWK,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",94,dog,animate,plural,definite,target,The dogs barked at the people walking by.,1,2276,892
M22QNQTK8BD8PJBMECCIVCGIUQVI4H,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",95,chair,inanimate,plural,indefinite,target,Chairs are lined up along the wall.,1,1779,344
DJAG65D5PSA987QZLD2304I5K0PO1U,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",96,football,inanimate,singular,indefinite,target,A football is brown.,5,2070,890
G5MVIYDA5WLNWFETN4WZ7GI95S94VE,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",97,squirrel,animate,plural,indefinite,target,Squirrels were nervous.,1,1788,544
MKLZP3MWS7MVFJJUYGFMBIA6C8B513,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",90,cheetah,animate,plural,indefinite,target,Cheetahs raced across the plain.,1,2634,888
ARZ2SA6H95D30RZ8Q026HELUM7HNNG,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",91,zipper,inanimate,singular,indefinite,target,A zipper closes the jacket.,5,2302,819
PUH7DPYW8TVVM4MQO2VZZ20YCPKW35,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",92,football,inanimate,singular,indefinite,target,A football was thrown.,1,1480,273
EU37N0DVRPXES33KGTOVMPGW2Z226P,Tue Jan 13 11:55:49 PST 2015,"""english""","""none""",93,fox,animate,singular,indefinite,target,A fox is asleep.,1,2264,965
BI00OR6EZJF8PMIQE96XWPHAXBOVNM,Tue Jan 13 11:57:17 PST 2015,"""English""","""None.""",61,lion,animate,singular,definite,target,The lion slept all day.,1,2277,1036
ER1T09A7W35Y6QAA9V7L2NJ3OB95S0,Tue Jan 13 11:57:17 PST 2015,"""English""","""None.""",60,clock,inanimate,plural,indefinite,target,Clocks were ticking.,2,2389,271
OHSJQ0MZ2MRNGW40W73M4MLYP5XW1H,Tue Jan 13 11:57:17 PST 2015,"""English""","""None.""",63,rabbit,animate,singular,definite,target,The rabbit ran away swiftly.,1,2600,581
K4K4LYG3RE11KPHIJ3KQ66JQGV9PNO,Tue Jan 13 11:57:17 PST 2015,"""English""","""None.""",62,pigeon,animate,singular,indefinite,target,A pigeon lives in the city,4,3305,874
YZZGIVLGF40SY84OAEHZIAM0ED9E77,Tue Jan 13 11:57:17 PST 2015,"""English""","""None.""",65,boat,inanimate,plural,indefinite,target,Boats are a fun way to travel.,5,7558,608
2MI4WG8DUFW8ORITK45OTFEG6U466K,Tue Jan 13 11:57:17 PST 2015,"""English""","""None.""",64,pigeon,animate,plural,indefinite,target,Pigeons ruined the look of the statue.,2,3208,831
6FJLKEH1HQ0IAU8YR6ZU69EU0OM1LF,Tue Jan 13 11:57:17 PST 2015,"""English""","""None.""",67,bicycle,inanimate,singular,indefinite,target,A bicycle is a great exercise option.,5,2709,627
UQPKSO96K4MZ8UGCXT4FG6ZU4FAS6T,Tue Jan 13 11:57:17 PST 2015,"""English""","""None.""",66,lion,animate,plural,definite,target,The lions at the zoo were playful. ,1,3019,1017
ER4JRY9Q6MBR4H9GAIJ4CNZJULMAD8,Tue Jan 13 11:57:17 PST 2015,"""English""","""None.""",69,clock,inanimate,singular,definite,target,The clock was hanging on the wall.,1,6315,353
MAKX9GXDKH6RC6TT55V3LOR162XELC,Tue Jan 13 11:57:17 PST 2015,"""English""","""None.""",68,trumpet,inanimate,plural,indefinite,target,Trumpets is a catchy song,3,4587,586
V1A0SICI1RZK1P060YJW6J90N48I1N,Tue Jan 13 11:57:17 PST 2015,"""English""","""None.""",72,dog,animate,singular,indefinite,target,A dog chased the cat,1,2557,449
M76L1LCHSLZI9VZW5XT9H2YA11QV6L,Tue Jan 13 11:57:17 PST 2015,"""English""","""None.""",73,toilet,inanimate,plural,indefinite,target,Toilets are quite heavy as it turns out.,5,3795,1008
ZHTNB39XNEVIWMRZK0A4ZADZD7RIL6,Tue Jan 13 11:57:17 PST 2015,"""English""","""None.""",70,guitar,inanimate,plural,indefinite,target,Guitars attract girls,5,3340,450
RWZI210RSEVBJSCJAHRVEENQ78UY9F,Tue Jan 13 11:57:17 PST 2015,"""English""","""None.""",71,bed,inanimate,singular,indefinite,target,A bed is a place to sleep.,5,2020,168
FOP4P5Z7V8CVYKPI1XFIXWOEXGDEO2,Tue Jan 13 11:57:17 PST 2015,"""English""","""None.""",76,shirt,inanimate,plural,indefinite,target,Shirts hung neatly on hangers in the closet.,2,4834,700
TGKT21UCH2WK7FFZ6TWJN15TN1ZH0P,Tue Jan 13 11:57:17 PST 2015,"""English""","""None.""",77,owl,animate,plural,indefinite,target,Owls are nocturnal birds.,5,1911,793
L16KG1GJI6D45YYJ63FXA00KDSH4H4,Tue Jan 13 11:57:17 PST 2015,"""English""","""None.""",74,bicycle,inanimate,singular,indefinite,target,A bicycle can be built for two,4,4130,221
68S1D9SIUA4FUOWGM6KWEFGL1TF7OE,Tue Jan 13 11:57:17 PST 2015,"""English""","""None.""",75,football,inanimate,plural,definite,target,The footballs are ready for the game.,1,2333,981
BRND1ZP1P9IY86SHAG8ZRGV29DNV0P,Tue Jan 13 11:57:17 PST 2015,"""English""","""None.""",78,cow,animate,singular,definite,target,The cow looked lazily across the pasture.,1,3733,752
CSGB5YECVAT749KE83VGIXMD4D3OO4,Tue Jan 13 11:57:17 PST 2015,"""English""","""None.""",79,lamp,inanimate,plural,definite,target,The lamps are on the table ,2,2293,591
Y7BHW17RP0PINJBHMI8HHLKD3TPTRR,Tue Jan 13 11:57:17 PST 2015,"""English""","""None.""",47,toilet,inanimate,plural,definite,target,The toilets flushed automatically.,2,2764,802
IC9J08TXXUH8J0F2YMNZYLPLLYBPOQ,Tue Jan 13 11:57:17 PST 2015,"""English""","""None.""",46,lamp,inanimate,plural,indefinite,target,Lamps are needed in dark places.,5,2516,709
BEDM7VG9G2HQZZ6LFSWEVZEYMRYB8G,Tue Jan 13 11:57:17 PST 2015,"""English""","""None.""",45,bear,animate,singular,indefinite,target,A bear lives in the woods.,4,5498,142
L8O3887KZT2EB9T7GLS4V3DGJB9MI8,Tue Jan 13 11:57:17 PST 2015,"""English""","""None.""",44,fence,inanimate,plural,indefinite,target,Fences line each house in the neighborhood.,2,6180,282
7DRI8YXNAWYNB7PSFNWPLME62W0PM7,Tue Jan 13 11:57:17 PST 2015,"""English""","""None.""",43,couch,inanimate,singular,definite,target,The couch was comfortable.,1,6397,1044
I4GLTENYU9Z1VVIFO8W0DPNYP26NRX,Tue Jan 13 11:57:17 PST 2015,"""English""","""None.""",42,dolphin,animate,plural,definite,target,The dolphins swam next to the tourist boat.,1,3332,195
JV46PUI415KGM8M51LVMAIDT9TJLXK,Tue Jan 13 11:57:17 PST 2015,"""English""","""None.""",41,bed,inanimate,plural,indefinite,target,Beds are made for sleeping on.,5,2038,518
ZCZGQQ0IFI3QNOMLGS2891NLDXBJUI,Tue Jan 13 11:57:17 PST 2015,"""English""","""None.""",40,peacock,animate,plural,indefinite,target,Peacocks can be beautiful but incredibly loud.,5,4460,949
ZNG2EQRBTJ5INJ130D2UOJ508CKR2U,Tue Jan 13 11:57:17 PST 2015,"""English""","""None.""",49,squirrel,animate,singular,definite,target,The squirrel gathered nuts for the winter.,1,3360,440
BY9RK8B4FD4ZV7L4Q2NXFIAMMGQ4LM,Tue Jan 13 11:57:17 PST 2015,"""English""","""None.""",48,cow,animate,singular,definite,target,The cow chews his cud.,4,5321,525
790YMVSLK0HCYWHW3E0I2OYJ0TF3A4,Tue Jan 13 11:57:17 PST 2015,"""English""","""None.""",58,penguin,animate,plural,definite,target,The penguins are enjoying the cold.,2,2862,108
IHT93KJE7ISZ78RQC31C69AWQUCEVZ,Tue Jan 13 11:57:17 PST 2015,"""English""","""None.""",59,cow,animate,plural,definite,target,The cows chewed grass and looked bored.,1,2861,391
58JR0Q5PONGBBIEDJSFV9202UEVBV3,Tue Jan 13 11:57:17 PST 2015,"""English""","""None.""",50,cow,animate,plural,indefinite,target,Cows chewed their cud.,2,3442,178
Z9L97NQYUCIJP6S2GT22LCKYZGFCN8,Tue Jan 13 11:57:17 PST 2015,"""English""","""None.""",51,shark,animate,plural,indefinite,target,Sharks attack surfers.,5,2188,469
HROXZ7NPI1Z8PY6BOLGD2KM1OZP16N,Tue Jan 13 11:57:17 PST 2015,"""English""","""None.""",52,dolphin,animate,singular,indefinite,target,A dolphin is smart,5,3629,731
OVJGIX7W6ROAML37OFBFPYDB3SKYUI,Tue Jan 13 11:57:17 PST 2015,"""English""","""None.""",53,skunk,animate,singular,indefinite,target,A skunk stinks.,5,2348,148
JRP3FWKLF0OTX0EMJN37RVSYJG4GF2,Tue Jan 13 11:57:17 PST 2015,"""English""","""None.""",54,camel,animate,plural,indefinite,target,Camels travel in the desert,5,1894,867
