WorkerId,SubmitTime,Answer 21,Answer 22,question_number,subject,animacy,number,definiteness,type,image,sentence,response,rt
T7B9NFLTWA1NEH4HTS5YR6YF6652CZ,Mon Jan 19 15:46:53 PST 2015,"""English""","""N/A""",15,piano,inanimate,plural,definite,target,match,The pianos are hard to play.,2,7288
9CHFCVXHMIQNEZLOEP9A92ZN8U79V9,Mon Jan 19 15:46:53 PST 2015,"""English""","""N/A""",16,squirrel,animate,plural,indefinite,target,match,Squirrels keep stealing the bird seed from the feeders. ,2,7904
B3XMH6USU4V8HMY9731MWDUX93H6WZ,Mon Jan 19 15:46:53 PST 2015,"""English""","""N/A""",17,lamp,inanimate,singular,indefinite,target,mismatch,A lamp gives a soft glow.,4,5392
9WT3D9SMTLAASKGQEBJKKEGSXLY33J,Mon Jan 19 15:46:53 PST 2015,"""English""","""N/A""",10,bear,animate,singular,indefinite,target,mismatch,A bear looks for food in garbage cans.,5,4490
BJZKUXA4UL9QUSTSR4VQXS9A6001KC,Mon Jan 19 15:46:53 PST 2015,"""English""","""N/A""",11,elephant,animate,plural,definite,target,match,The elephants have long trunks.,2,9106
TJX1L7JHZL5ZK321K92ZJ85YYU7WE8,Mon Jan 19 15:46:53 PST 2015,"""English""","""N/A""",12,bed,inanimate,plural,indefinite,target,mismatch,Beds were slept in,2,9073
4CLDY71ENTDJAJMHA2830BTP6RC18I,Mon Jan 19 15:46:53 PST 2015,"""English""","""N/A""",13,lion,animate,singular,definite,target,mismatch,The lion stalks its prey.,2,8796
6OOEOBJSQOL6VF308J0FVPM9D20W8U,Mon Jan 19 15:46:53 PST 2015,"""English""","""N/A""",18,camel,animate,singular,definite,target,mismatch,The camel is in the desert.,4,6908
DJ960N6LUXNR2QRDI89UJD0CCFOQOQ,Mon Jan 19 15:46:53 PST 2015,"""English""","""N/A""",19,chair,inanimate,plural,indefinite,target,match,Chairs are needed for the cafeteria.,2,6388
J21G0A3IXOTLNC7B32IK6PPOLRKGR6,Mon Jan 19 15:47:05 PST 2015,"""english""","""""",20,fox,animate,singular,definite,target,mismatch,The fox is sly.,4,2739
HMMUVVSD9HVB4IKCUWCN6PWE2BP3R6,Mon Jan 19 15:47:05 PST 2015,"""english""","""""",6,camel,animate,singular,indefinite,target,match,A camel is not thirsty.,2,11050
K8JI4CYVH08Z8EL8VMA1WLPDLKI2IL,Mon Jan 19 15:47:05 PST 2015,"""english""","""""",7,shark,animate,plural,definite,target,mismatch,The sharks are vicious.,2,5731
OSTWWCEMSA0D0LQMISXFQKDB582W3X,Mon Jan 19 15:47:05 PST 2015,"""english""","""""",4,sword,inanimate,plural,indefinite,example,match,Swords are weapons.,5,5437
8WU6U887HCZ9KR2QQ04LHJ72LR517R,Mon Jan 19 15:47:05 PST 2015,"""english""","""""",5,panda,animate,singular,definite,target,match,The panda is black and white,4,3829
NFRN1U2DJJJ363QNYP0M34I7LVZVMD,Mon Jan 19 15:47:05 PST 2015,"""english""","""""",2,bus,inanimate,plural,definite,example,match,The buses were blocking traffic.,1,11414
L5DRHMCTUDSLM9JNKHLNH70S21UN7C,Mon Jan 19 15:47:05 PST 2015,"""english""","""""",3,mouse,animate,singular,indefinite,example,match,A mouse lives in my house.,2,6288
E9SIG9T1JZ7T5A8ASOP6YJG3NOG64F,Mon Jan 19 15:47:05 PST 2015,"""english""","""""",1,zebra,animate,singular,definite,example,match,The zebra is not extinct.,5,12219
08TOIJ1ZFQSU3DV3A7P1IKFCP32L0X,Mon Jan 19 15:47:05 PST 2015,"""english""","""""",8,cheetah,animate,plural,indefinite,target,mismatch,Cheetahs ran quickly through the wild,1,8141
HE5B6VEJ0Z23WNN08XSOPZBXL5O9QN,Mon Jan 19 15:47:05 PST 2015,"""english""","""""",9,skunk,animate,singular,definite,target,mismatch,The skunk is smelly,4,6334
QXCGUJ3VW61NSC52V7CCB6WL2PH9DQ,Mon Jan 19 15:47:05 PST 2015,"""english""","""""",14,television,inanimate,singular,indefinite,target,mismatch,A television hums when it is turned on.,4,5543
2IJILAR4ZI1IDI1HE7PEJUTVEBMXJZ,Mon Jan 19 15:47:05 PST 2015,"""english""","""""",15,bicycle,inanimate,plural,indefinite,target,match,Bicycles can be seen on the roadway.,4,6866
STSDYS7DDEIGOR36WNOJ8PLLBJKHAM,Mon Jan 19 15:47:05 PST 2015,"""english""","""""",16,light bulb,inanimate,plural,definite,target,match,The light bulbs are expensive.,1,3446
XF4UNNU5SCWM4XD5ML389V8V5M8MVK,Mon Jan 19 15:47:05 PST 2015,"""english""","""""",17,knife,inanimate,plural,indefinite,target,match,Knives cut the vegetables smoothly,4,5402
O9SZ3OX1VDB0PU3WI6M3HYGTPLRHU8,Mon Jan 19 15:47:05 PST 2015,"""english""","""""",10,elephant,animate,singular,indefinite,target,mismatch,An elephant is afraid of a mouse.,4,15740
RUTUQH6YPMWK42QJ797MEA5YLV2DYP,Mon Jan 19 15:47:05 PST 2015,"""english""","""""",11,cow,animate,plural,definite,target,match,The cows provide milk and meat.,5,4609
3DO440354P80HEG9P2LQZRRAN26JAH,Mon Jan 19 15:47:05 PST 2015,"""english""","""""",12,shirt,inanimate,plural,indefinite,target,mismatch,"Shirts were made cheaply, but were low quality.",2,9261
K5ARB6QNYQ1DIZ61JDTLXTHNJLE6QU,Mon Jan 19 15:47:05 PST 2015,"""english""","""""",13,bear,animate,singular,definite,target,match,The bear tries to catch salmon.,2,9309
8IFSMJK54LJXTWIC7KLYZYU4J33001,Mon Jan 19 15:47:05 PST 2015,"""english""","""""",18,lion,animate,singular,indefinite,target,match,A lion roars loudly.,1,2702
0FXYDB7F314TPSJ4FZA84XUFLIY17R,Mon Jan 19 15:47:05 PST 2015,"""english""","""""",19,dolphin,animate,plural,definite,target,mismatch,The dolphins always travel together.,2,3977
6DONQMVXSXHH61M4AUW8W01DC05WFA,Mon Jan 19 15:47:59 PST 2015,"""English""","""""",20,kangaroo,animate,plural,definite,target,mismatch,The kangaroos jump a lot,5,7797
8MJSJLV6OH8XBQY0LKKIF3MCOTWHD0,Mon Jan 19 15:47:59 PST 2015,"""English""","""""",6,pigeon,animate,singular,indefinite,target,match,A pigeon lives in the city,4,19763
YQ7YMCRREMGHG6QIDVMGXHGSU3ANUP,Mon Jan 19 15:47:59 PST 2015,"""English""","""""",7,owl,animate,singular,definite,target,mismatch,The owl hoots at night.,5,7412
72GGE5XVZH6FG7ZU5OFTQPBO3MXW85,Mon Jan 19 15:47:59 PST 2015,"""English""","""""",4,zebra,animate,singular,definite,example,match,The zebra is not extinct.,5,10199
01EYJMEDW8B2W9ZECDJH0NX68MD9R1,Mon Jan 19 15:47:59 PST 2015,"""English""","""""",5,lion,animate,plural,indefinite,target,match,Lions proweled the lands.,5,11856
EKWZYH09WHW4481VTB42EVMQOLUY86,Mon Jan 19 15:47:59 PST 2015,"""English""","""""",2,sword,inanimate,plural,indefinite,example,match,Swords are weapons.,5,17349
IDDC08A44UMOHG8NLFL9VUGHLCC0S4,Mon Jan 19 15:47:59 PST 2015,"""English""","""""",3,bus,inanimate,plural,definite,example,match,The buses were blocking traffic.,1,8734
BI5RUEPBCNI9VIX6HLGVB1ZVSX39XB,Mon Jan 19 15:47:59 PST 2015,"""English""","""""",1,mouse,animate,singular,indefinite,example,match,A mouse lives in my house.,4,34340
70D3RUOBXBP9FWM404UTPX4K3GEES0,Mon Jan 19 15:47:59 PST 2015,"""English""","""""",8,skunk,animate,plural,definite,target,mismatch,The skunks sometimes stink,5,9508
5AG28SWJZHKL6E6A42E6QB5XBWQOJR,Mon Jan 19 15:47:59 PST 2015,"""English""","""""",9,car,inanimate,plural,indefinite,target,match,Cars moved noisily in the night.,5,11974
UFMR6ABG449P4M2PMYKI30V2ARJNZJ,Mon Jan 19 15:47:59 PST 2015,"""English""","""""",14,cow,animate,singular,indefinite,target,match,A cow chews its cud.,5,7900
6723VXMV8QB4OU2KGI8FRPYE0JNRM0,Mon Jan 19 15:47:59 PST 2015,"""English""","""""",15,piano,inanimate,singular,definite,target,match,The piano sounds beautiful.,5,8223
FT53K3ISEV46M5SQL380VVB620GBJP,Mon Jan 19 15:47:59 PST 2015,"""English""","""""",16,bear,animate,plural,definite,target,match,The bears hibernated for the winter.,2,18114
K1V8Z2SMB8AGZCR8YBBUIOSBI4OSXH,Mon Jan 19 15:47:59 PST 2015,"""English""","""""",17,zipper,inanimate,singular,indefinite,target,mismatch,A zipper closes the jacket.,2,18774
I9QR4AYUA9FGYFIWA3CNR77LIVMC02,Mon Jan 19 15:47:59 PST 2015,"""English""","""""",10,panda,animate,plural,definite,target,match,The pandas are fun to watch.,2,10321
JRLW56G6VL9X4BNF4GWQBYQDEOO9EL,Mon Jan 19 15:47:59 PST 2015,"""English""","""""",11,knife,inanimate,singular,indefinite,target,mismatch,A knife is sharp.,5,5846
6KCJX4M8SU2YU7BC6TOYP79Q9M4GD7,Mon Jan 19 15:47:59 PST 2015,"""English""","""""",12,turtle,animate,singular,definite,target,mismatch,The turtle swims in the ocean.,5,4863
2WH9UU7SY4G83TX8WY5E8AJAQ3AHOE,Mon Jan 19 15:47:59 PST 2015,"""English""","""""",13,gorilla,animate,plural,indefinite,target,mismatch,Gorillas swing in trees.,5,5027
1K29ABM21IMZNFOMRALMW3WSJBD50X,Mon Jan 19 15:47:59 PST 2015,"""English""","""""",18,dolphin,animate,singular,definite,target,match,The dolphin can swim.,5,4990
YER60SN8M23LGR1O6MGSDWMKXP58IX,Mon Jan 19 15:47:59 PST 2015,"""English""","""""",19,towel,inanimate,plural,indefinite,target,mismatch,Towels are clean.,2,12626
731ET0EB914W4TE26GV0MG253AK4HU,Mon Jan 19 15:48:25 PST 2015,"""English""","""""",20,knife,inanimate,plural,definite,target,mismatch,The knives are very sharp.,1,6462
K7MOU2KEP7AS6HAJPB2XKVMBNPCZQ7,Mon Jan 19 15:48:25 PST 2015,"""English""","""""",6,lamp,inanimate,singular,indefinite,target,mismatch,A lamp gives a soft glow.,4,11165
6CU22TCY3H6WJTII7UHL9AA2XN3O37,Mon Jan 19 15:48:25 PST 2015,"""English""","""""",7,cow,animate,singular,definite,target,match,The cow eats grass.,5,13984
ZLBFRSLB83HGVJYA4RAF3W0XB054QS,Mon Jan 19 15:48:25 PST 2015,"""English""","""""",4,zebra,animate,singular,definite,example,match,The zebra is not extinct.,5,14100
PIALOTPST8J3RAKX0LTMHOG5Z2CINR,Mon Jan 19 15:48:25 PST 2015,"""English""","""""",5,cheetah,animate,plural,definite,target,mismatch,The cheetahs enjoy the kill,2,23648
YS05USN3EL96N9DA8AOBH9QE4LYKDI,Mon Jan 19 15:48:25 PST 2015,"""English""","""""",2,mouse,animate,singular,indefinite,example,match,A mouse lives in my house.,1,16323
MIEME59TRPZC43QYPXA941YBZZL3ZV,Mon Jan 19 15:48:25 PST 2015,"""English""","""""",3,bus,inanimate,plural,definite,example,match,The buses were blocking traffic.,1,15181
DXUUYNK8XA69BN2LKRCPOEF2IYWM1Y,Mon Jan 19 15:48:25 PST 2015,"""English""","""""",1,sword,inanimate,plural,indefinite,example,match,Swords are weapons.,5,20395
8QH3PD8JLGS73HK3NVFFGOGXCD4ZX6,Mon Jan 19 15:48:25 PST 2015,"""English""","""""",8,squirrel,animate,plural,indefinite,target,match,Squirrels keep stealing the bird seed from the feeders. ,2,7750
MF8LGK5VW8OBBGPZ5QTITNTTD08ANY,Mon Jan 19 15:48:25 PST 2015,"""English""","""""",9,piano,inanimate,plural,definite,target,match,The pianos are hard to play.,5,7803
RBTD4KQY7QSYHCJEYW51PQL3GPDY6K,Mon Jan 19 15:48:25 PST 2015,"""English""","""""",14,shirt,inanimate,singular,indefinite,target,match,A shirt needs to be ironed. ,4,8228
1AG9CCVXTM5258C8OCTNAVHXX6Y1JY,Mon Jan 19 15:48:25 PST 2015,"""English""","""""",15,lion,animate,singular,definite,target,mismatch,The lion stalks its prey.,1,4973
FFNH864NWL8FJP8SK7NUNZJ3P8S6VG,Mon Jan 19 15:48:25 PST 2015,"""English""","""""",16,elephant,animate,plural,definite,target,match,The elephants have long trunks.,1,13790
F9KVWWAWNMUWALY9NB5RNVZSUBBK1K,Mon Jan 19 15:48:25 PST 2015,"""English""","""""",17,pig,animate,singular,definite,target,match,The pig sleeps in the mud.,1,10349
DS5M06CH4ZSL25CB0X7K0MMCY0LY3J,Mon Jan 19 15:48:25 PST 2015,"""English""","""""",10,camel,animate,singular,definite,target,mismatch,The camel is in the desert.,1,5562
J9WUKXII42GL268Z2Q4897TF599JJ2,Mon Jan 19 15:48:25 PST 2015,"""English""","""""",11,kite,inanimate,plural,indefinite,target,mismatch,Kites Soared above,2,9637
TC7SSVB7SXQRT8YXL7PK9ZYFU3OP3H,Mon Jan 19 15:48:25 PST 2015,"""English""","""""",12,dog,animate,singular,indefinite,target,match,A dog likes to eat a bone.,5,12104
W1M482VUBLJE8WPGHNAHMNU49969TC,Mon Jan 19 15:48:25 PST 2015,"""English""","""""",13,chair,inanimate,plural,indefinite,target,match,Chairs are needed for the cafeteria.,1,11567
BNCWPKNRK6RINAB4O40SPZF2PYPIRL,Mon Jan 19 15:48:25 PST 2015,"""English""","""""",18,bed,inanimate,plural,indefinite,target,mismatch,Beds were slept in,3,10749
FSUBU1JHYBLS5PB5VO2CXIOU6AZ2LZ,Mon Jan 19 15:48:25 PST 2015,"""English""","""""",19,bear,animate,singular,indefinite,target,mismatch,A bear looks for food in garbage cans.,4,21498
B6SR7X8J6DSN88IER7DOF858ZJ7MVK,Mon Jan 19 15:48:27 PST 2015,"""English""","""""",20,dolphin,animate,plural,definite,target,match,The dolphins always travel together.,5,7306
HGH9B9FQAVPOKQQ80Z6HCGCDCJDSMX,Mon Jan 19 15:48:27 PST 2015,"""English""","""""",6,television,inanimate,singular,indefinite,target,match,A television hums when it is turned on.,1,6377
QJ8ZONGC27R8B9ZC09EV229OJEEI5Z,Mon Jan 19 15:48:27 PST 2015,"""English""","""""",7,panda,animate,singular,definite,target,mismatch,The panda is black and white,5,5420
OV9EASYO1O5E0BBIKAM9P3UEHMQ499,Mon Jan 19 15:48:27 PST 2015,"""English""","""""",4,sword,inanimate,plural,indefinite,example,match,Swords are weapons.,5,4857
WD9WBP9NW7R6AIDLFJM555WOTSHGFS,Mon Jan 19 15:48:27 PST 2015,"""English""","""""",5,cow,animate,plural,definite,target,mismatch,The cows provide milk and meat.,1,10797
PLFYRBJY576CAKWAEOJZUSQUODUGIA,Mon Jan 19 15:48:27 PST 2015,"""English""","""""",2,bus,inanimate,plural,definite,example,match,The buses were blocking traffic.,1,12909
1PW601GI85KYB8XA4AKTF5DBPDMAGU,Mon Jan 19 15:48:27 PST 2015,"""English""","""""",3,zebra,animate,singular,definite,example,match,The zebra is not extinct.,5,9386
USI7MFLGTYZWF41R6MWOHBB54BEWNC,Mon Jan 19 15:48:27 PST 2015,"""English""","""""",1,mouse,animate,singular,indefinite,example,match,A mouse lives in my house.,1,23998
Q2AUUV8V3JTYWMFSR27OPW5U6EKGLA,Mon Jan 19 15:48:27 PST 2015,"""English""","""""",8,cheetah,animate,plural,indefinite,target,match,Cheetahs ran quickly through the wild,1,6595
Y3724DU3O5VCHE929L665H837MECTN,Mon Jan 19 15:48:27 PST 2015,"""English""","""""",9,skunk,animate,singular,definite,target,match,The skunk is smelly,2,10046
ADLF18ZCWO1ONLGK9O8HNLGFGV6Y8C,Mon Jan 19 15:48:27 PST 2015,"""English""","""""",14,bear,animate,singular,definite,target,mismatch,The bear tries to catch salmon.,1,5299
2C95FOPNOXZQ73321IEKHQUJNXR0NU,Mon Jan 19 15:48:27 PST 2015,"""English""","""""",15,light bulb,inanimate,plural,definite,target,mismatch,The light bulbs are expensive.,5,3691
LRWO7OE85SM5Z841JR5JYMPE8ZXWA1,Mon Jan 19 15:48:27 PST 2015,"""English""","""""",16,bicycle,inanimate,plural,indefinite,target,mismatch,Bicycles can be seen on the roadway.,1,6088
G4NH97KWXF4UIKG14ISF350LISK6NX,Mon Jan 19 15:48:27 PST 2015,"""English""","""""",17,elephant,animate,singular,indefinite,target,match,An elephant is afraid of a mouse.,1,4819
2EZ3EXB92UBU1FYLP5O8YAFSLBP003,Mon Jan 19 15:48:27 PST 2015,"""English""","""""",10,shark,animate,plural,definite,target,match,The sharks are vicious.,5,6696
XEMZRCWYQIG6NV2OEJJJ6WMPAD8MJR,Mon Jan 19 15:48:27 PST 2015,"""English""","""""",11,lion,animate,singular,indefinite,target,mismatch,A lion roars loudly.,1,6191
99E8X9MMH2VPFBRYZVIDLZEZ5Y3QU0,Mon Jan 19 15:48:27 PST 2015,"""English""","""""",12,knife,inanimate,plural,indefinite,target,mismatch,Knives cut the vegetables smoothly,5,8251
VESW3G9VJTLPKE8P9FGWLY7Y6GUBTJ,Mon Jan 19 15:48:27 PST 2015,"""English""","""""",13,camel,animate,singular,indefinite,target,mismatch,A camel is not thirsty.,1,5676
9Z27SCZGUCDNET5HKRR04W9TJ3IEXV,Mon Jan 19 15:48:27 PST 2015,"""English""","""""",18,shirt,inanimate,plural,indefinite,target,match,"Shirts were made cheaply, but were low quality.",1,5824
TPNBGVDYO7VO6U8QZ1B6OLWK75OQAD,Mon Jan 19 15:48:27 PST 2015,"""English""","""""",19,fox,animate,singular,definite,target,match,The fox is sly.,1,6651
AJ47DF22279JIV8FIYG7547USQ4RBO,Mon Jan 19 15:48:40 PST 2015,"""English""","""""",20,toilet,inanimate,singular,indefinite,target,match,A toilet is in the bathroom.,2,5192
4CDPQ50ES48RNWHCHXNS47TNX95Q8E,Mon Jan 19 15:48:40 PST 2015,"""English""","""""",6,clock,inanimate,singular,indefinite,target,mismatch,A clock is well needed.,5,3590
N76T00QLGFWUASDSDB7P0U7QHI0R4J,Mon Jan 19 15:48:40 PST 2015,"""English""","""""",7,television,inanimate,plural,indefinite,target,match,Televisions are on sale.,1,3737
NZTK2SC9MW6SHBMBO9SUBWYYAYSIHG,Mon Jan 19 15:48:40 PST 2015,"""English""","""""",4,mouse,animate,singular,indefinite,example,match,A mouse lives in my house.,1,4223
FEEP40AA1MSQ549TBFS8BXDNSJ0FGY,Mon Jan 19 15:48:40 PST 2015,"""English""","""""",5,camel,animate,plural,definite,target,mismatch,The camels don't need as much water.,4,4753
0ZZBTN6IR1RP6CSGAXSTR3LEFMUY3A,Mon Jan 19 15:48:40 PST 2015,"""English""","""""",2,sword,inanimate,plural,indefinite,example,match,Swords are weapons.,5,9709
CRV4RN0W3U8376RNYN28YIRS70GXO8,Mon Jan 19 15:48:40 PST 2015,"""English""","""""",3,bus,inanimate,plural,definite,example,match,The buses were blocking traffic.,1,8413
4Q057AUOBRCUTOALYAXO7HKOPB8QLW,Mon Jan 19 15:48:40 PST 2015,"""English""","""""",1,zebra,animate,singular,definite,example,match,The zebra is not extinct.,2,18273
8HVOWHHDZ84P3RXXK8B6ZAJKLWT5OU,Mon Jan 19 15:48:40 PST 2015,"""English""","""""",8,zipper,inanimate,singular,definite,target,match,The zipper fastens clothing.,4,9874
PEAFXAQW4JDI3M2ASDV3ANE3JAXKMU,Mon Jan 19 15:48:40 PST 2015,"""English""","""""",9,turtle,animate,plural,definite,target,match,The turtles are well-liked by some.,2,4973
10P08JLM5D4CBES0F2HLVWMSIEPT95,Mon Jan 19 15:48:40 PST 2015,"""English""","""""",14,lion,animate,plural,definite,target,mismatch,The lions roar.,5,5339
BIX22T5ZATZDIZPPSD9KL918RWB6XJ,Mon Jan 19 15:48:40 PST 2015,"""English""","""""",15,cow,animate,plural,indefinite,target,match,Cows were everywhere in the country.,2,6894
PBNBHL0D5F9GX1KTSANDAY8EGNJ2FB,Mon Jan 19 15:48:40 PST 2015,"""English""","""""",16,kangaroo,animate,singular,indefinite,target,match,A kangaroo jumps around.,5,4881
BSTD8GUQ423NGXAHWE8GQMNKA0STEH,Mon Jan 19 15:48:40 PST 2015,"""English""","""""",17,boat,inanimate,plural,indefinite,target,mismatch,Boats sailed through the bay.,1,5698
6QZQ2WWXTJ1SH07NRSX6FO7IZ4P8ZY,Mon Jan 19 15:48:40 PST 2015,"""English""","""""",10,owl,animate,singular,indefinite,target,mismatch,An owl is awake at night,4,5444
AGUPG0DJ5D1J7Z47KIED6WW2G96VDN,Mon Jan 19 15:48:40 PST 2015,"""English""","""""",11,gorilla,animate,singular,definite,target,match,The gorilla beats his chest.,2,5064
T55IY22OYUKJ45YI878F7O7A8M4GVD,Mon Jan 19 15:48:40 PST 2015,"""English""","""""",12,pigeon,animate,plural,indefinite,target,mismatch,Pigeons eat bread in the park.,4,5589
3WABJ6QMH0768S3TJ8VTR98J2RFEPC,Mon Jan 19 15:48:40 PST 2015,"""English""","""""",13,peacock,animate,singular,definite,target,mismatch,The peacock has beautiful feathers.,2,4675
5NVK8WMCFG2AJCXADAYG3YFAELS2J8,Mon Jan 19 15:48:40 PST 2015,"""English""","""""",18,dog,animate,plural,definite,target,match,The dogs like to chase cats,2,4168
J2GOPGBCRS2H0KDEFU5RLE7RTWY1TA,Mon Jan 19 15:48:40 PST 2015,"""English""","""""",19,cat,animate,singular,definite,target,mismatch,The cat purrs when it is content.,1,3420
B571HEI85TFVIJLH1Z1ANDSQNL2C8N,Mon Jan 19 15:48:59 PST 2015,"""English""","""""",20,knife,inanimate,plural,definite,target,mismatch,The knives are very sharp.,1,4865
9XGLTQ854KFQBQRQJ3GFJVZTKN9MGG,Mon Jan 19 15:48:59 PST 2015,"""English""","""""",6,dog,animate,singular,indefinite,target,match,A dog likes to eat a bone.,5,4747
