WorkerId,SubmitTime,Answer 101,question_number,subject,animacy,number,definiteness,type,image,full_sentence,response,rt
0VV0X92KK9MK080HJ02GVT39FGMMOL,Tue Nov 04 07:25:40 PST 2014,"""english""",49,fence,inanimate,singular,definite,target,match,The fence is pretty,is pretty,2849
YNVKULX33KL07LMG2W0FGT6P2HH9OS,Tue Nov 04 07:25:40 PST 2014,"""english""",48,dog,animate,singular,indefinite,target,mismatch,A dog is a friend,is a friend,3167
E5UMU3J22F8YZ7TBNV3NCFK3JLKG30,Tue Nov 04 07:25:40 PST 2014,"""english""",58,bed,inanimate,singular,indefinite,judgment,match,A bed is comfy,2,1355
EGBZN2P3QMMGF47TRZC8SOQKZX59EQ,Tue Nov 04 07:25:40 PST 2014,"""english""",59,cow,animate,singular,definite,judgment,mismatch,The cow is fat,2,3425
6WCYLV5V3QAWQEX8ON5PZ9IO6B0RVP,Tue Nov 04 07:25:40 PST 2014,"""english""",50,chair,inanimate,plural,definite,target,mismatch,The chairs are ugly,are ugly,2534
88XW5MBFJMM5OYJ5Z3Y8NQLKXEHCXB,Tue Nov 04 07:25:40 PST 2014,"""english""",51,towel,inanimate,plural,indefinite,target,mismatch,Towels are clean,are clean,2130
U8ZZ93BB5VWT5N2BNZOC8BP8I6ETHB,Tue Nov 04 07:25:40 PST 2014,"""english""",52,bed,inanimate,singular,indefinite,target,match,A bed is comfy,is comfy,2989
ARJ9MRLX3SQC4LMTT3OF5DDTSDULTW,Tue Nov 04 07:25:40 PST 2014,"""english""",53,car,inanimate,singular,definite,judgment,match,The car is colorful,3,5460
VIJEGI3L5PXB2DE4HUAS7BP42YYGB0,Tue Nov 04 07:25:40 PST 2014,"""english""",54,lamp,inanimate,plural,definite,judgment,match,The lamps are good for lighting,4,4170
SQVHF4WDI68RIJR4FJHZU5IE2KJC1V,Tue Nov 04 07:25:40 PST 2014,"""english""",55,football,inanimate,plural,indefinite,judgment,match,Footballs are thrown,4,2233
5A8Z7XQNRWDKOL24Q42FCWXMN1GJFQ,Tue Nov 04 07:25:40 PST 2014,"""english""",56,gorilla,animate,singular,indefinite,judgment,match,A gorilla is funny looking,2,1893
G6TYO8K5V9BR96HRSBS7N5EUDWNXPC,Tue Nov 04 07:25:40 PST 2014,"""english""",57,marble,inanimate,plural,definite,judgment,mismatch,The marbles are pretty,4,1550
8MJVDOQFYV2VBJQDHKFZA5VF2WSN8L,Tue Nov 04 07:25:40 PST 2014,"""english""",29,bear,animate,plural,definite,target,match,The bears eat food,eat food,2733
YDLFB8VMK2J9VX3VQFK7PS4GT5UJML,Tue Nov 04 07:25:40 PST 2014,"""english""",28,television,inanimate,singular,indefinite,target,mismatch,A television is for watching,is for watching,3650
PU5ITYLPX7XLQ5K28YMMOMKVL92OEB,Tue Nov 04 07:25:40 PST 2014,"""english""",25,knife,inanimate,plural,definite,target,mismatch,The knives are for cutting,are for cutting,5720
0GP50VCKHYU43U2J3X1DQSENVK1O3Z,Tue Nov 04 07:25:40 PST 2014,"""english""",24,car,inanimate,singular,definite,target,match,The car is colorful,is colorful,9764
81NNAQSPBKBLK7M9IU12CJI7080KMH,Tue Nov 04 07:25:40 PST 2014,"""english""",27,camel,animate,singular,definite,target,mismatch,The camel is full of water,is full of water,3361
709UK4C50BM598T3ABDSS5RB49LAAM,Tue Nov 04 07:25:40 PST 2014,"""english""",26,rabbit,animate,plural,indefinite,target,match,Rabbits eat lettuce,eat lettuce,57892
H0UMQC9WA6IA5IYZ8EZKKM7B9G3QIM,Tue Nov 04 07:25:40 PST 2014,"""english""",21,squirrel,animate,singular,indefinite,target,mismatch,A squirrel is eating nuts,is eating nuts,4934
NIVRLW4ICTLMIBY4Q534ESVKHUTNMG,Tue Nov 04 07:25:40 PST 2014,"""english""",20,penguin,animate,plural,indefinite,target,match,Penguins are cute,are cute,3650
X9IX6BZGJ6YB9WPWK7DG3CETVFPOAJ,Tue Nov 04 07:25:40 PST 2014,"""english""",23,clock,inanimate,plural,indefinite,target,match,Clocks are for looking at the time,are for looking at the time,5118
B2X2XK3J1LR5Y7MR3JRJVC0134SBHK,Tue Nov 04 07:25:40 PST 2014,"""english""",22,computer,inanimate,plural,definite,target,match,The computers are tools,are tools,2566
ZEI42WABNZ9BAKU3NU84S4UZR5WRUZ,Tue Nov 04 07:25:40 PST 2014,"""english""",100,piano,inanimate,singular,definite,judgment,mismatch,The piano is for playing,2,1380
0YMJ30CIV96LYL0XO4JGC8VE0PFP15,Tue Nov 04 07:25:40 PST 2014,"""english""",6,trumpet,inanimate,plural,indefinite,target,match,Trumpets are loud,are loud,2481
OSWW18GTACWB9F74DHD7WONEKDNP8O,Tue Nov 04 07:25:40 PST 2014,"""english""",7,turtle,animate,singular,definite,target,mismatch,The turtle is cute,is cute,2475
M4VIUZS7ECU64GJ481HAWZAWLL1EVG,Tue Nov 04 07:25:40 PST 2014,"""english""",4,bus,inanimate,plural,indefinite,example,mismatch,Buses move people,move people,3622
PJJ9GONUXF8KF8AV0YENO58R81X9FT,Tue Nov 04 07:25:40 PST 2014,"""english""",5,dolphin,animate,singular,indefinite,target,match,A dolphin is nice,is nice,3329
XH1VU0DXFT5R66WSSLQ0QICIT87N8N,Tue Nov 04 07:25:40 PST 2014,"""english""",2,sword,inanimate,singular,indefinite,example,match,A sword is for stabbing,is for stabbing,4154
LBSK6QHSTOFHP9EQ6M9T5GFZ5J8EQX,Tue Nov 04 07:25:40 PST 2014,"""english""",3,mouse,animate,plural,definite,example,match,The mice are small,are small,3733
0INA60XMDYKMT66FQHTRDT1207WAA8,Tue Nov 04 07:25:40 PST 2014,"""english""",1,zebra,animate,singular,definite,example,mismatch,The zebra is moving,is moving,3340
248TZI403BDCG643D9PWLRX3JQB6GM,Tue Nov 04 07:25:40 PST 2014,"""english""",8,skunk,animate,plural,definite,target,match,The skunks smell bad,smell bad,3159
626UX9DLALER5D0MH8GDE9ZVAMV3RT,Tue Nov 04 07:25:40 PST 2014,"""english""",9,cat,animate,plural,indefinite,target,match,Cats are ugly,are ugly,2457
OW8X9A2PB9LAPIMJASNP134J7Z54O2,Tue Nov 04 07:25:40 PST 2014,"""english""",38,bicycle,inanimate,singular,indefinite,target,mismatch,A bicycle is for riding,is for riding,4767
PMYDSD1F4BKYKRVMOH269PK4TOR0S5,Tue Nov 04 07:25:40 PST 2014,"""english""",39,marble,inanimate,plural,definite,target,mismatch,The marbles are pretty,are pretty,2996
8931G0VTL5I7P2WUXAFAQD0UGT205C,Tue Nov 04 07:25:40 PST 2014,"""english""",36,couch,inanimate,singular,indefinite,target,mismatch,A couch is for sitting,is for sitting,2914
QZBG3ZRRIUZ3QBN7AWTIYKW9C3RWM9,Tue Nov 04 07:25:40 PST 2014,"""english""",37,panda,animate,plural,indefinite,target,mismatch,Pandas are cute,are cute,2136
1Z0YGCF7W8DZU2K8GVK8M40VC57JWK,Tue Nov 04 07:25:40 PST 2014,"""english""",34,kite,inanimate,plural,indefinite,target,mismatch,Kites are for flying,are for flying,3771
GHXL87WFTRHP3VDTSEKCUR7C7SVYKX,Tue Nov 04 07:25:40 PST 2014,"""english""",35,boat,inanimate,singular,definite,target,match,The boat is for sailing,is for sailing,3676
WN23IN63N7BITATQQE1PFD3AGMPGK8,Tue Nov 04 07:25:40 PST 2014,"""english""",32,cheetah,animate,plural,indefinite,target,mismatch,Cheetahs are very fast,are very fast,3051
LJA1N2CP8MPN4VLKAYHLRF5EB3XIGD,Tue Nov 04 07:25:40 PST 2014,"""english""",33,elephant,animate,plural,definite,target,match,The elephants are in decline,are in decline,5389
19BBG1ZO4F5VS58YIU5GWVOCDGP2PJ,Tue Nov 04 07:25:40 PST 2014,"""english""",30,kangaroo,animate,singular,indefinite,target,match,A kangaroo is funny looking,is funny looking,3486
JEU0L4XI94L2DVEO7ND6FRN3AIG6OT,Tue Nov 04 07:25:40 PST 2014,"""english""",31,peacock,animate,singular,definite,target,match,The peacock is pretty,is pretty,4248
7KHVM5LOR9B59JK0MWY9ZT3NTXA269,Tue Nov 04 07:25:40 PST 2014,"""english""",89,owl,animate,plural,definite,judgment,mismatch,The owls are fierce,1,1372
BN6O0VJ0OQ9G0XVD3YW0H9H7PS3C6P,Tue Nov 04 07:25:40 PST 2014,"""english""",88,shark,animate,singular,indefinite,judgment,mismatch,A shark is cool,2,1692
IN5DZVVQBN9TOTW445TEDVVBHK2XDO,Tue Nov 04 07:25:40 PST 2014,"""english""",83,skunk,animate,plural,definite,judgment,match,The skunks smell bad,1,1628
NWAB2VWPJZ738Z7TFDJA8RTE9TGGDD,Tue Nov 04 07:25:40 PST 2014,"""english""",82,guitar,inanimate,singular,definite,judgment,mismatch,The guitar is played,2,1306
IOWW0OJ1B1A3VQAOGE6UJ4PLFEOMX3,Tue Nov 04 07:25:40 PST 2014,"""english""",81,zipper,inanimate,singular,indefinite,judgment,match,A zipper is broken,3,1640
LIQLITT2OMWAQ4ODFM4328TEC3VCWM,Tue Nov 04 07:25:40 PST 2014,"""english""",80,fox,animate,singular,definite,judgment,match,The fox is a hunter,5,1723
228VVKY93OGX5KZR7Z6WYNGZAVEPTK,Tue Nov 04 07:25:40 PST 2014,"""english""",87,turtle,animate,singular,definite,judgment,mismatch,The turtle is cute,2,1467
BRFMCELSWSS88WKFL1Y45XAIBF2N06,Tue Nov 04 07:25:40 PST 2014,"""english""",86,clock,inanimate,plural,indefinite,judgment,match,Clocks are for looking at the time,4,1550
M3Y6XLP3MW8TYJ84SJ6U99GU365295,Tue Nov 04 07:25:40 PST 2014,"""english""",85,butterfly,animate,plural,definite,judgment,mismatch,The butterflies are pollinators,5,1424
A9Z3NMQOYA9EG3BDCWT78JD3P96ZFR,Tue Nov 04 07:25:40 PST 2014,"""english""",84,trumpet,inanimate,plural,indefinite,judgment,match,Trumpets are loud,2,1367
PQDJBL511CKZ85BU3FEFTT9G7NLDW1,Tue Nov 04 07:25:40 PST 2014,"""english""",14,cow,animate,singular,definite,target,mismatch,The cow is fat,is fat,4637
DPFK45Y09NQUGVGS81SDXNVA0ZU9MY,Tue Nov 04 07:25:40 PST 2014,"""english""",15,shark,animate,singular,indefinite,target,mismatch,A shark is cool,is cool,3550
NUBAFYYRKXHRDGPFE9A8NT3VUYF7EE,Tue Nov 04 07:25:40 PST 2014,"""english""",16,football,inanimate,plural,indefinite,target,match,Footballs are thrown,are thrown,3379
7I29UJQFTIJB13LN0TIIT9MLN203VS,Tue Nov 04 07:25:40 PST 2014,"""english""",17,toilet,inanimate,singular,indefinite,target,match,A toilet is dirty,is dirty,8972
HYKKJ15LITVNYQFPV9WP7LQ6QA57C5,Tue Nov 04 07:25:40 PST 2014,"""english""",10,lamp,inanimate,plural,definite,target,match,The lamps are good for lighting,are good for lighting,3662
EBRL902PYTVV57AF0C2YYWM2GUPU40,Tue Nov 04 07:25:40 PST 2014,"""english""",11,guitar,inanimate,singular,definite,target,mismatch,The guitar is played,is played,3292
A2Z016HXOGRKU7JNAV0HROI3J42UTB,Tue Nov 04 07:25:40 PST 2014,"""english""",12,gorilla,animate,singular,indefinite,target,match,A gorilla is funny looking,is funny looking,3714
8FXHSEOE0MWHD01EIQW77GLIVPSMQ3,Tue Nov 04 07:25:40 PST 2014,"""english""",13,tire,inanimate,plural,definite,target,match,The tires are important,are important,6573
57GG0L8PQ9LVYHXXCMYR6ZZWE5NPLV,Tue Nov 04 07:25:40 PST 2014,"""english""",18,light bulb,inanimate,singular,definite,target,mismatch,The light bulb is dead,is dead,3017
5ID9FEC8AR6FCDBVUU1MYQP3O34H88,Tue Nov 04 07:25:40 PST 2014,"""english""",19,pigeon,animate,plural,definite,target,mismatch,The pigeons are ugly,are ugly,2484
H1W4MA4GGWJJSS73PEJSRMD6OB3XBF,Tue Nov 04 07:25:40 PST 2014,"""english""",98,bear,animate,plural,definite,judgment,match,The bears eat food,3,1458
GJNJ2WKN7G10TZ9Y54YHVPAJ1PWFYA,Tue Nov 04 07:25:40 PST 2014,"""english""",99,squirrel,animate,singular,indefinite,judgment,mismatch,A squirrel is eating nuts,5,2056
KZXFL80SSVT7QH673SN26K7F2JEEA0,Tue Nov 04 07:25:40 PST 2014,"""english""",94,knife,inanimate,plural,definite,judgment,mismatch,The knives are for cutting,2,1816
7MCD00YW77Y6T5CLAHZ3ZXXCWMPB4U,Tue Nov 04 07:25:40 PST 2014,"""english""",95,cat,animate,plural,indefinite,judgment,match,Cats are ugly,5,1521
ZWPAXVVY4E54TBZ8HL6K16TB59V2NT,Tue Nov 04 07:25:40 PST 2014,"""english""",96,dolphin,animate,singular,indefinite,judgment,match,A dolphin is nice,4,1549
PNE90WZ17XD6R3CMHH51IGLO8U9EDO,Tue Nov 04 07:25:40 PST 2014,"""english""",97,kite,inanimate,plural,indefinite,judgment,mismatch,Kites are for flying,2,1864
PN3OX6C9ML5UTXYJ3TNG4T5WOAT6ZO,Tue Nov 04 07:25:40 PST 2014,"""english""",90,peacock,animate,singular,definite,judgment,match,The peacock is pretty,4,1160
L1OXVM942TJZR02NV3RRMQD0G6K60X,Tue Nov 04 07:25:40 PST 2014,"""english""",91,panda,animate,plural,indefinite,judgment,mismatch,Pandas are cute,5,1419
YQ0U8R9UA4855DTFM716H0ADJ4CMS5,Tue Nov 04 07:25:40 PST 2014,"""english""",92,couch,inanimate,singular,indefinite,judgment,mismatch,A couch is for sitting,3,1437
9HE7ETB6BZV02KTWO7FZ8NVXLNXE9Q,Tue Nov 04 07:25:40 PST 2014,"""english""",93,camel,animate,singular,definite,judgment,mismatch,The camel is full of water,4,1071
FBP88KEV56ZVMMD7OPNB1H8BULQW0O,Tue Nov 04 07:29:54 PST 2014,"""English""",61,football,inanimate,plural,indefinite,judgment,mismatch,Footballs are in storage at the school gym.,1,2377
9742MW6P62YBRALXLKP04XT2DCHEZ2,Tue Nov 04 07:29:54 PST 2014,"""English""",60,bear,animate,singular,indefinite,judgment,mismatch,A bear is wandering in the woods.,1,4063
UAT35ZYSJ92RK13OAIVH6KMIRKWY9Z,Tue Nov 04 07:29:54 PST 2014,"""English""",63,owl,animate,singular,indefinite,judgment,match,An owl spies a mouse in the night.,1,4941
9D343JWNS2XWNRFY2ZORD5OJIYMS8Y,Tue Nov 04 07:29:54 PST 2014,"""English""",62,pigeon,animate,plural,definite,judgment,match,The pigeons flew on top of the building.,1,2947
RP826B2601GRAVUMV1R5YZCLJHEW94,Tue Nov 04 07:29:54 PST 2014,"""English""",65,turtle,animate,plural,indefinite,judgment,mismatch,Turtles waded toward the water.,1,5965
FRI238G4V5S1MVF375SA2PA815HWY6,Tue Nov 04 07:29:54 PST 2014,"""English""",64,peacock,animate,singular,definite,judgment,mismatch,The peacock tried to win over a mate.,1,2594
XVP9KUJ75QTDJL6ZVNRCKU5UE6SUCS,Tue Nov 04 07:29:54 PST 2014,"""English""",67,rabbit,animate,plural,definite,judgment,match,The rabbits reproduce quickly.,2,3145
Z9DT6Q4KM97PLNEMDVD2INXARD35O2,Tue Nov 04 07:29:54 PST 2014,"""English""",66,clock,inanimate,singular,indefinite,judgment,match,A clock helps me tell the time.,4,3595
TWZ8I7BV96Z5JNW6565KBLLHHEBC8Y,Tue Nov 04 07:29:54 PST 2014,"""English""",69,television,inanimate,plural,definite,judgment,match,The televisions are on sale this Thursday.,1,4182
2FPA9GHPEQBYCHOHDKD33RPNZ7IMGH,Tue Nov 04 07:29:54 PST 2014,"""English""",68,car,inanimate,singular,definite,judgment,mismatch,The car drove to the stoplight.,1,1862
LN7CFLUBPA6TOWOFE23QWITU2R7JHX,Tue Nov 04 07:29:54 PST 2014,"""English""",72,pig,animate,plural,indefinite,judgment,mismatch,Pigs are more intelligent than they are given credit for.,5,3316
V2K2U9GO8TM5WHOSNALJAJK3FPZXTI,Tue Nov 04 07:29:54 PST 2014,"""English""",73,trumpet,inanimate,plural,definite,judgment,mismatch,The trumpets blared in honor of the statesman.,1,2506
C6VVB9ZEZKZOUR73DG0C3IM7DBM4WX,Tue Nov 04 07:29:54 PST 2014,"""English""",70,lamp,inanimate,singular,indefinite,judgment,mismatch,A lamp turned on.,1,2485
HIWEK7O6LS8W5D8AB7GWHV4NNC4YN7,Tue Nov 04 07:29:54 PST 2014,"""English""",71,cow,animate,singular,definite,judgment,mismatch,The cow mooed at the other cow.,1,2114
E9LDS5ML953OAOIB20PXTRVO4XV1SN,Tue Nov 04 07:29:54 PST 2014,"""English""",76,chair,inanimate,singular,indefinite,judgment,mismatch,A chair is needed in this room.,1,2924
3I94109J7OBXFE48H1H5HBFJD6K9MA,Tue Nov 04 07:29:54 PST 2014,"""English""",77,piano,inanimate,plural,indefinite,judgment,match,"Pianos all played at the same time, in a confusing event.",1,3850
HJ3Z7XQWCPAVV6X25EXUYFWDBDH9GO,Tue Nov 04 07:29:54 PST 2014,"""English""",74,kite,inanimate,singular,definite,judgment,match,The kite flew in the sky.,1,2054
PU571VMJFHYWYXRA986BDY7RI7BERK,Tue Nov 04 07:29:54 PST 2014,"""English""",75,shirt,inanimate,plural,indefinite,judgment,mismatch,Shirts are on sale at the thrift store.,1,1834
Z3HBRTDHYIH80KZ6TRVW636L2DLCR7,Tue Nov 04 07:29:54 PST 2014,"""English""",78,squirrel,animate,plural,definite,judgment,mismatch,The squirrels got ready for winter.,1,2387
CE5Y7YBC09XE4JPL8Y0RMG5ZPX84K2,Tue Nov 04 07:29:54 PST 2014,"""English""",79,lion,animate,singular,indefinite,judgment,match,A lion has a peaceful side.,4,4300
YF1U8ZP0UF0JFDOZJ0OOIGC3UZWJBM,Tue Nov 04 07:29:54 PST 2014,"""English""",47,car,inanimate,singular,definite,target,mismatch,The car drove to the stoplight.,drove to the stoplight.,5187
LJOMWAGOE2FFUEI60IMWID97MKKTB1,Tue Nov 04 07:29:54 PST 2014,"""English""",46,fence,inanimate,plural,definite,target,mismatch,The fences held in the chickens.,held in the chickens.,4741
BK7FU0WT27Y96C1Y0YSWONE16ZG82L,Tue Nov 04 07:29:54 PST 2014,"""English""",45,pig,animate,plural,indefinite,target,mismatch,Pigs are more intelligent than they are given credit for.,are more intelligent than they are given credit for.,11616
HCTBJJDQ4U6FD3HJFX96JD7LJA7K2W,Tue Nov 04 07:29:54 PST 2014,"""English""",44,cow,animate,singular,definite,target,mismatch,The cow mooed at the other cow.,mooed at the other cow.,6322
ITNWV3TN1H6WUPGUWYOCB0ADVT02B5,Tue Nov 04 07:29:54 PST 2014,"""English""",43,turtle,animate,plural,indefinite,target,mismatch,Turtles waded toward the water.,waded toward the water.,4894
7VZ9SUTLGFN9ZXUANTV1WJAPOJ7IHW,Tue Nov 04 07:29:54 PST 2014,"""English""",42,lamp,inanimate,singular,indefinite,target,mismatch,A lamp turned on.,turned on.,4418
LK3Y6GAKG67IL2B6GDTEBCU1W5RR09,Tue Nov 04 07:29:54 PST 2014,"""English""",41,gorilla,animate,plural,definite,target,mismatch,The gorillas gathered together and played with each other.,gathered together and played with each other.,10419
6JM4AZK5Y7MCA9B01TR0P8W6EZIFTY,Tue Nov 04 07:29:54 PST 2014,"""English""",40,piano,inanimate,plural,indefinite,target,match,"Pianos all played at the same time, in a confusing event.","all played at the same time, in a confusing event.",7794
8WNT2ZOBI3V4MG304FJLUJOY3DW1M3,Tue Nov 04 07:29:54 PST 2014,"""English""",49,dolphin,animate,singular,definite,target,match,The dolphin splashed the trainer.,splashed the trainer.,8077
FNZ1J53736U4MYHL7XO21O2725HVVP,Tue Nov 04 07:29:54 PST 2014,"""English""",48,clock,inanimate,singular,indefinite,target,match,A clock helps me tell the time.,helps me tell the time.,8719
ZKU211221TZBF7136R2ETSRMQJ8QSO,Tue Nov 04 07:29:54 PST 2014,"""English""",58,dog,animate,plural,definite,judgment,match,The dogs are at the pound.,1,3456
ZE71PL9MG7BJ4WJCFACYFSLOWRQI0E,Tue Nov 04 07:29:54 PST 2014,"""English""",59,zipper,inanimate,singular,definite,judgment,match,The zipper got stuck on the fabric.,1,1943
ZKIJKFE0VTXWN7FIKMPE4VZ4SOBU1B,Tue Nov 04 07:29:54 PST 2014,"""English""",50,toilet,inanimate,plural,definite,target,mismatch,The toilets are functional.,are functional.,5746
J4Z30778I5JYYMQFMLHRUEXQXV9QRA,Tue Nov 04 07:29:54 PST 2014,"""English""",51,bicycle,inanimate,singular,indefinite,target,match,A bicycle is a good way to stay fit.,is a good way to stay fit.,5664
4WMSM88FD9VAJYHQQY0ZVDF4A2F7PD,Tue Nov 04 07:29:54 PST 2014,"""English""",52,penguin,animate,plural,indefinite,target,match,Penguins are fascinating creatures.,are fascinating creatures.,5166
YIR84WA0N8J0M33AR2AG0QZFOLAMEG,Tue Nov 04 07:29:54 PST 2014,"""English""",53,computer,inanimate,singular,definite,judgment,match,The computer has Windows XP installed on it.,1,4481
A4M1E0BK2B15F6X8V5PZHHG5YANHX3,Tue Nov 04 07:29:54 PST 2014,"""English""",54,butterfly,animate,singular,indefinite,judgment,match,A butterfly is migrating to the south.,1,3201
L3T7HRY9MRB41827C3SP5FBI2PQ9HU,Tue Nov 04 07:29:54 PST 2014,"""English""",55,guitar,inanimate,plural,indefinite,judgment,match,Guitars are the greatest instrument ever invented.,5,6855
J5QAC15L8HQBDIPREC22RPTZ2G649N,Tue Nov 04 07:29:54 PST 2014,"""English""",56,gorilla,animate,plural,definite,judgment,mismatch,The gorillas gathered together and played with each other.,1,3762
4SEUE1PRPJG28LSFT8JRXV057R9U39,Tue Nov 04 07:29:54 PST 2014,"""English""",57,elephant,animate,plural,indefinite,judgment,mismatch,Elephants never forget.,4,2177
RZ41FWHLWZUWM5A63HOMM6UOS3NS3F,Tue Nov 04 07:29:54 PST 2014,"""English""",29,couch,inanimate,plural,definite,target,match,The couches are on the street waiting to be picked up.,are on the street waiting to be picked up.,9318
HYDIMR90621Q3VM7FFYE6CY2J8XIBK,Tue Nov 04 07:29:54 PST 2014,"""English""",28,butterfly,animate,singular,indefinite,target,match,A butterfly is migrating to the south.,is migrating to the south.,6614
UPSIPS3QV6MFOZI3T1Z2YDFNOKDGNF,Tue Nov 04 07:29:54 PST 2014,"""English""",25,dog,animate,plural,definite,target,match,The dogs are at the pound.,are at the pound.,4696
UNC1E099KMSG8S5OEE0A6RZE4WPEU9,Tue Nov 04 07:29:54 PST 2014,"""English""",24,tire,inanimate,singular,definite,target,mismatch,The tire is on sale.,is on sale.,7331
