WorkerId,SubmitTime,Answer 55,Answer 56,animacy,number,definiteness,subject,sentence,sentence_id,response,rt,question_number,type
MZWMPN6IT3SHKUMULB9UR3SHE71DDX,Wed May 20 10:25:09 PDT 2015,"""English""","""""",animate,plural,definite,turtle,The turtles plodded along.,637,2,4503,22,target
4QWZSKDX7M1TV676NS9OHBJQ0HW8CM,Wed May 20 10:25:09 PDT 2015,"""English""","""""",inanimate,plural,indefinite,knife,"Knives are sharp, and should be handled with care.",4235,1,2892,47,target
NVHCJH2WS6XVVSGDSUZRTWQFQVZJI6,Wed May 20 10:25:09 PDT 2015,"""English""","""""",inanimate,singular,indefinite,light bulb,A light bulb just went out.,2279,2,4035,46,target
DFHNO9T40VZHJSATL3KDV1HBG3C853,Wed May 20 10:25:09 PDT 2015,"""English""","""""",inanimate,singular,indefinite,knife,A knife is sharp.,1662,1,4682,45,target
7AREELPBV5CO7R3QQ2N75UR3JOXB8F,Wed May 20 10:25:09 PDT 2015,"""English""","""""",inanimate,plural,indefinite,bed,Beds are not made up yet.,1455,2,3034,44,target
37GZ7UHBGBJ8FMPZULKUF9PSDLHK0B,Wed May 20 10:25:09 PDT 2015,"""English""","""""",animate,plural,indefinite,cheetah,Cheetahs can run fast.,2182,1,2600,43,target
T9UW4RVYFKH8WIW4BTFIZK6TOEUDLO,Wed May 20 10:25:09 PDT 2015,"""English""","""""",animate,singular,definite,cat,The cat lapped up milk from its dish.,1984,2,4349,42,target
YT9DRR37OW900M2U06RITFOO6CTQQ2,Wed May 20 10:25:09 PDT 2015,"""English""","""""",inanimate,plural,definite,chair,The chairs fell over,3254,2,3018,41,target
AUN3FB7EZKOC1Z4K9OWLQDRTQ79XMW,Wed May 20 10:25:09 PDT 2015,"""English""","""""",animate,singular,indefinite,panda,A panda Ate bamboo,1356,2,2333,40,target
1JB1O8TRONH5VPB7DOG3CTUB8SZ1T9,Wed May 20 10:25:09 PDT 2015,"""English""","""""",animate,plural,indefinite,gorilla,Gorillas ate lots of fruits and leaves,1778,1,6235,49,target
SE98RMYVBP362FMN5YB56EXZRF1H49,Wed May 20 10:25:09 PDT 2015,"""English""","""""",animate,singular,definite,butterfly,The butterfly landed on the flowers.,1826,2,3124,48,target
2C9753GBD937QCL2EAFJWCJ568LIXU,Wed May 20 10:25:09 PDT 2015,"""English""","""""",inanimate,singular,definite,shirt,The shirt was dirty.,2111,2,5435,6,target
VHEI9PY66EVGRN8YYYOQ10SM6S9839,Wed May 20 10:25:09 PDT 2015,"""English""","""""",animate,singular,definite,fox,The fox ran after the hound.,1145,2,3266,7,target
A7A6W0LAQ4EVRSBZG1O7COZFQH910D,Wed May 20 10:25:09 PDT 2015,"""English""","""""",inanimate,plural,definite,bus,The buses were blocking traffic.,1145,2,7251,4,example
KZH9I4W480Z5I3HY4H4KW276REY762,Wed May 20 10:25:09 PDT 2015,"""English""","""""",animate,plural,indefinite,butterfly,Butterflies tickle my nose.,4039,1,12183,5,target
52REJDOQVCXIGKI5AJ3HQDKWMDG068,Wed May 20 10:25:09 PDT 2015,"""English""","""""",animate,singular,definite,zebra,The zebra is not extinct.,4039,1,5914,2,example
D1UQIVX98ZRYMWDKUTU9CWNJPZ03EP,Wed May 20 10:25:09 PDT 2015,"""English""","""""",animate,singular,indefinite,mouse,A mouse lives in my house.,4039,2,5334,3,example
9XSB58AU0CSVULL6DSJT6Q8UO8CZ51,Wed May 20 10:25:09 PDT 2015,"""English""","""""",inanimate,plural,indefinite,sword,Swords are weapons.,4039,1,10456,1,example
BAXU3B5NCPLK4QCBZDS9211T8TVFID,Wed May 20 10:25:09 PDT 2015,"""English""","""""",inanimate,plural,definite,fence,The fences would only hold off the zombies for so long.,3015,2,6350,8,target
59YQ6QSOJNRW14GXTAHEVQXU7DVGCY,Wed May 20 10:25:09 PDT 2015,"""English""","""""",inanimate,plural,indefinite,marble,Marbles were something I used to collect.,1315,1,5065,9,target
6C8YMTF4NZO2QXXBSYK5GYRU2IFEU7,Wed May 20 10:25:09 PDT 2015,"""English""","""""",inanimate,plural,indefinite,toilet,Toilets come in handy.,832,1,4584,14,target
TPHPR1XWPGW6PK5IGX9K88GF8Y7BEF,Wed May 20 10:25:09 PDT 2015,"""English""","""""",animate,singular,definite,dolphin,The dolphin chatters back from the coastline.,1460,2,4800,15,target
1JKXYIBDGM5G6C5SKX0WKSWURLUO18,Wed May 20 10:25:09 PDT 2015,"""English""","""""",inanimate,singular,indefinite,tire,A tire was hanging from the tree.,2328,2,2998,16,target
2IBM4W9J8X1AEPCWGOM7RNOGC1P0V6,Wed May 20 10:25:09 PDT 2015,"""English""","""""",animate,plural,indefinite,camel,Camels can go for days without water.,2569,1,2714,17,target
4QAFU1VNL9HJ40RX343DIV0RHDB71Q,Wed May 20 10:25:09 PDT 2015,"""English""","""""",inanimate,plural,indefinite,towel,Towels are soft and fluffy,4219,1,3455,10,target
Y3AW763BQ02QF1BU0UFUTYMV166N52,Wed May 20 10:25:09 PDT 2015,"""English""","""""",animate,plural,indefinite,elephant,Elephants like to trumpet when they are happy.,3588,1,3396,11,target
OORUJI5O8L2UYAY7NWTUYV8FVF3PEQ,Wed May 20 10:25:09 PDT 2015,"""English""","""""",inanimate,plural,definite,knife,The knives were sharpened in preparation for slicing meat.,3517,2,3199,12,target
5YWCKYA64JGVWILJAKEYBK5SGRTTQ4,Wed May 20 10:25:09 PDT 2015,"""English""","""""",animate,plural,definite,cow,The cows need milking.,369,2,4517,13,target
96UBXSBFJYZ77G1SQ6Y5ZW5SOA8P3H,Wed May 20 10:25:09 PDT 2015,"""English""","""""",animate,singular,definite,squirrel,The squirrel ran quickly.,2555,2,2968,36,target
5WPLB8C4E04YRDMKDJXVE039UVCB2C,Wed May 20 10:25:09 PDT 2015,"""English""","""""",inanimate,plural,indefinite,trumpet,Trumpets sound loud. ,136,1,2650,37,target
IRQECT7DIVC2VN9G7PJK9R079F00Y7,Wed May 20 10:25:09 PDT 2015,"""English""","""""",animate,singular,definite,camel,The camel is a good way to travel in the desert.,3210,1,3384,34,target
1OR3L79U2NZVKLYRY39YKHLHIFD5LV,Wed May 20 10:25:09 PDT 2015,"""English""","""""",animate,plural,definite,shark,The sharks circled the blood in the water. ,1568,2,3183,35,target
YENB5WK4X2HNAFBCLPDUPP3Q9ZSNYT,Wed May 20 10:25:09 PDT 2015,"""English""","""""",animate,singular,indefinite,fox,A fox can hide in the woods,1867,1,3922,18,target
W6SOWDFMRZVT617EMTSYGMC048XXIE,Wed May 20 10:25:09 PDT 2015,"""English""","""""",inanimate,singular,definite,tire,The tire Went flat,1330,2,2967,19,target
KTQFBNRAOJ1UNMPPWRE32S7CN1LPMU,Wed May 20 10:25:09 PDT 2015,"""English""","""""",inanimate,singular,indefinite,clock,A clock tells time. ,121,1,3453,30,target
J14XFK66VNCJYGPH2HVAFCNDYABFCA,Wed May 20 10:25:09 PDT 2015,"""English""","""""",inanimate,singular,definite,tire,The tire was round,2760,2,3717,31,target
YY0PVE6VZP37PLHKRRHJKD7JYIWNTB,Wed May 20 10:25:09 PDT 2015,"""English""","""""",inanimate,singular,definite,television,The television is turned on loudly.,764,2,3431,38,target
TNC72RWP1IAG4Q6I0KJISPVL6L98X5,Wed May 20 10:25:09 PDT 2015,"""English""","""""",inanimate,plural,definite,car,The cars hit each other,1871,2,2866,51,target
6I4QPK7YHBXUYU4MIKPV9472MN2GLO,Wed May 20 10:25:09 PDT 2015,"""English""","""""",animate,plural,definite,pig,The pigs roll in the mud.,761,2,5884,32,target
MFUNOPQXZ2A16XIV2PPZU79PRDSDNF,Wed May 20 10:25:09 PDT 2015,"""English""","""""",inanimate,singular,indefinite,boat,A boat sailed by,2012,2,2667,52,target
YUC452HDY4SN66IZXC7PQK7ZP1K3YT,Wed May 20 10:27:52 PDT 2015,"""English""","""""",animate,singular,indefinite,penguin,A penguin cannot fly.,3289,1,2151,53,target
0M3O08JPQ6MJ73AMPBZLTLL6RA6AEK,Wed May 20 10:27:52 PDT 2015,"""English""","""""",animate,plural,indefinite,fox,Foxes are hunted by men on horses.,2807,1,2543,54,target
QSY54FM8RNU0SCX51JZ36FOZ86M9GX,Wed May 20 10:27:52 PDT 2015,"""English""","""""",animate,plural,definite,cow,The cows go moo.,2870,1,2191,50,target
D649QRGTBKA24VQCILG1GJF9KCDLNZ,Wed May 20 10:27:52 PDT 2015,"""English""","""""",inanimate,plural,indefinite,boat,Boats were anchored in the harbor.,155,2,2680,33,target
R4BUKWQB0KM4ZTDLLZA1KBI78K6URN,Wed May 20 10:27:52 PDT 2015,"""English""","""""",animate,singular,indefinite,skunk,A skunk smelled so badly we couldn't believe it.,3572,2,6719,39,target
1J9KT56BVCLN6MLMDJK1LRAO4AT2IG,Wed May 20 10:27:52 PDT 2015,"""English""","""""",inanimate,singular,indefinite,toilet,A toilet flooded the apartment,4302,2,2480,29,target
SGWB4THU5L8ZV7NQT8KP7BGPHGU0TC,Wed May 20 10:27:52 PDT 2015,"""English""","""""",animate,plural,indefinite,peacock,Peacocks are brightly colored,4246,1,2126,28,target
6EFN3V9UDS0O4PLA0Z09W8L950PM0X,Wed May 20 10:27:52 PDT 2015,"""English""","""""",inanimate,plural,indefinite,marble,Marbles rolled across the floor.,628,2,2695,25,target
VSC4RONHZKZFK1F3BAG1SMRRE6VH1N,Wed May 20 10:27:52 PDT 2015,"""English""","""""",animate,plural,indefinite,shark,Sharks live in the oceans.,4173,1,2629,24,target
83SJT9Y3QGF65X0JKNEYYCBFNJD7PU,Wed May 20 10:27:52 PDT 2015,"""English""","""""",inanimate,singular,definite,toilet,The toilet is clogged.,3327,2,2511,27,target
5KG4XSN0RCCL96U87K1QDPE9YVQ1C5,Wed May 20 10:27:52 PDT 2015,"""English""","""""",animate,singular,indefinite,panda,A panda lives at the zoo,1887,2,2103,26,target
5FHDRTPDERVBQ3XOYCFYFZRYNOTV0Y,Wed May 20 10:27:52 PDT 2015,"""English""","""""",inanimate,plural,indefinite,zipper,Zippers break from time to time,1087,1,2167,21,target
S2GDNG8LY552GFB3ZJ23LK1111F77P,Wed May 20 10:27:52 PDT 2015,"""English""","""""",inanimate,plural,definite,piano,The pianos are playing in tantum.,2228,2,2671,20,target
RZMQWMQCH9PMLFK265U7D7C5P8G350,Wed May 20 10:27:52 PDT 2015,"""English""","""""",animate,singular,definite,pigeon,The pigeon cooed playfully.,649,2,2105,23,target
401AZAY73ID7L5B2FPBYL9J529B9A8,Wed May 20 10:27:52 PDT 2015,"""English""","""""",inanimate,singular,indefinite,zipper,A zipper needs to be replaced on my jeans.,557,2,2544,22,target
8MNYJGQBA7OF9XEPQGJD8JSH71H14Y,Wed May 20 10:27:52 PDT 2015,"""English""","""""",animate,singular,definite,pigeon,The pigeon flew up,2000,2,3775,47,target
4UQ7WRLZ9TF8FWTAUJLTETDQTZGQ5Z,Wed May 20 10:27:52 PDT 2015,"""English""","""""",inanimate,singular,definite,trumpet,The trumpet sounded pleasant.,575,2,2271,46,target
EUGM7TZE99WMBJZAY7FXIV4S1ULQDS,Wed May 20 10:27:52 PDT 2015,"""English""","""""",animate,plural,indefinite,elephant,Elephants never forget.,2900,1,2383,45,target
NCBCK48YGP50XEHYE6LN5IT3F03QJ9,Wed May 20 10:27:52 PDT 2015,"""English""","""""",inanimate,singular,definite,piano,The piano was not tuned up so we couldn't play.,2321,2,2639,44,target
EBAMZPUC6OC516Y5NZVFLI6AH8TFHR,Wed May 20 10:27:52 PDT 2015,"""English""","""""",animate,plural,definite,owl,The owls wake up at night.,2898,1,4159,43,target
XJA61IC11TO7JZKV5I0RCP9O2E6X8R,Wed May 20 10:27:52 PDT 2015,"""English""","""""",animate,plural,definite,panda,The pandas are all asleep.,2232,2,2247,42,target
3XCH17ZB8IQIKRJV4SXAA4NKETAHWP,Wed May 20 10:27:52 PDT 2015,"""English""","""""",animate,singular,indefinite,cow,A cow grazes peacefully in the field. ,1265,2,2534,41,target
79I29AZTR35W6S6VFVCZZXLZLZS4JB,Wed May 20 10:27:52 PDT 2015,"""English""","""""",animate,plural,indefinite,pigeon,Pigeons are ugly.,1904,1,2263,40,target
6II64MGJYQP5F93BG8JVUSVIRBX1GL,Wed May 20 10:27:52 PDT 2015,"""English""","""""",animate,plural,definite,shark,The sharks off the coast can be dangerous to humans.,755,1,4015,49,target
3JK9A34CO3QNKV91ZJFKJ6LQZHRITI,Wed May 20 10:27:52 PDT 2015,"""English""","""""",animate,plural,indefinite,squirrel,Squirrels hide in trees.,1227,1,3222,48,target
E2SGDJ7JD310XJKW98YPBKGEU64S1G,Wed May 20 10:27:52 PDT 2015,"""English""","""""",animate,plural,indefinite,penguin,Penguins like a cold climate.,919,1,3650,6,target
JWSCVXR2WM2MXD9X5J9IL0CJG5HBGL,Wed May 20 10:27:52 PDT 2015,"""English""","""""",animate,plural,indefinite,turtle,Turtles make good pets.,1287,1,1873,7,target
YMQSLI42TVI4JY5HURSAA18QNMW1EH,Wed May 20 10:27:52 PDT 2015,"""English""","""""",inanimate,plural,definite,bus,The buses were blocking traffic.,1287,2,5223,4,example
JLQ0TBAEW8OH57SR0LJ1XFJOLGJUKG,Wed May 20 10:27:52 PDT 2015,"""English""","""""",inanimate,plural,indefinite,light bulb,Light bulbs are cheap.,2903,1,4913,5,target
R3DZ3B8U9IQJA0R3WTWROVF8APDUVW,Wed May 20 10:27:52 PDT 2015,"""English""","""""",inanimate,plural,indefinite,sword,Swords are weapons.,2903,1,5461,2,example
KYM3K4733KBFA92LEKF4U4CXS4YGEE,Wed May 20 10:27:52 PDT 2015,"""English""","""""",animate,singular,definite,zebra,The zebra is not extinct.,2903,1,4670,3,example
T4MO5W9I35176UHQCLZC3R3R5NQECF,Wed May 20 10:27:52 PDT 2015,"""English""","""""",animate,singular,indefinite,mouse,A mouse lives in my house.,2903,2,10724,1,example
S4BOUSQ392JRY0EAP6GLNNV7KBGX7E,Wed May 20 10:27:52 PDT 2015,"""English""","""""",animate,singular,definite,dog,The dog is the most precious animal on earth.,2138,1,2918,8,target
AICLMQ9DALMASZ5BQ8LRTIIVWWFKAW,Wed May 20 10:27:52 PDT 2015,"""English""","""""",animate,plural,indefinite,penguin,Penguins have a funny way of moving,1668,1,4111,9,target
G8E97C3MYS0LW7QDSQDUJJ34D535TX,Wed May 20 10:27:52 PDT 2015,"""English""","""""",animate,singular,definite,lion,The lion is king of the jungle.,3461,1,2423,14,target
8806B96RP06WK34NIJVFKQXDT8FXNX,Wed May 20 10:27:52 PDT 2015,"""English""","""""",inanimate,plural,indefinite,marble,Marbles were never returned ,1766,2,4351,15,target
F55K2LEQYDPUY183JQLPMZD3AHSJFB,Wed May 20 10:27:52 PDT 2015,"""English""","""""",inanimate,singular,indefinite,boat,A boat glided over the reef,1761,2,3519,16,target
V2CJA4IHO27IVRQ2VH6VQPLYXQ69US,Wed May 20 10:27:52 PDT 2015,"""English""","""""",animate,singular,definite,skunk,The skunk was leaving an odor throughout the neighborhood.,1712,2,2919,17,target
FODIDVM15YNNSA6722WIB1WOY6AYYE,Wed May 20 10:27:52 PDT 2015,"""English""","""""",animate,plural,definite,bear,The bears slumbered.,1835,2,3447,10,target
2DAG1MX93NALI3MWYPMM14OBC923CM,Wed May 20 10:27:52 PDT 2015,"""English""","""""",inanimate,plural,indefinite,zipper,Zippers go up and down.,2084,1,2776,11,target
1IHSI5KRLGN68ILB1M286Q0WLVAMR7,Wed May 20 10:27:52 PDT 2015,"""English""","""""",animate,plural,indefinite,pigeon,Pigeons are nothing but dirty sky rats.,2205,1,1982,12,target
7JM8P00ZQJDNZ8NB7RL63Z39VFUJNZ,Wed May 20 10:27:52 PDT 2015,"""English""","""""",animate,singular,indefinite,dog,A dog is sleeping on the porch.,9,2,2326,13,target
Y1RWPY6KEZNKVDBEMP3O5ASYD3HIW0,Wed May 20 10:27:52 PDT 2015,"""English""","""""",inanimate,plural,indefinite,kite,Kites were flown high.,1214,2,3104,36,target
6S0Y8EG3I6TZ6MFD004WIPUGB6OF71,Wed May 20 10:27:52 PDT 2015,"""English""","""""",inanimate,plural,indefinite,bicycle,Bicycles the bicycles were shiny,2972,2,2647,37,target
9931BX8BUKYD0KG685XNO893CHRLV8,Wed May 20 10:27:52 PDT 2015,"""English""","""""",inanimate,singular,indefinite,knife,A knife was stuck in the back of the body.,2174,2,2311,34,target
556KJG74BL7H15N534787LQ5XU7SV7,Wed May 20 10:27:52 PDT 2015,"""English""","""""",inanimate,singular,indefinite,shirt,A shirt can be made of cotton.,3191,1,3710,35,target
VJY9CQZ67HMDFWWPTKNVCRXW3ZQG2K,Wed May 20 10:27:52 PDT 2015,"""English""","""""",animate,singular,definite,rabbit,The rabbit ate lots of carrots,1772,2,2423,18,target
31KQ7SSXGP7QRDD58EJ54LXYTE0WOV,Wed May 20 10:27:52 PDT 2015,"""English""","""""",animate,plural,indefinite,bear,Bears hibernate for the winter months.,66,1,2550,19,target
H8W9VYPSPECDW4ZJ7BF5LHM2MA0A1N,Wed May 20 10:27:52 PDT 2015,"""English""","""""",inanimate,plural,definite,light bulb,The light bulbs went on.,3403,2,2943,30,target
2EMAVXFEKY091OKP30AJROR07FRDCC,Wed May 20 10:27:52 PDT 2015,"""English""","""""",animate,singular,indefinite,shark,A shark ate the scuba diver,1771,2,2520,31,target
P0JXXB0C1ZIG65ZYC3XMFWKIVANHTM,Wed May 20 10:27:52 PDT 2015,"""English""","""""",animate,singular,definite,camel,The camel stores water in its hump,1071,1,3183,38,target
0OK0V04LVV20RPY6IGJKOT45H460R1,Wed May 20 10:27:52 PDT 2015,"""English""","""""",inanimate,singular,definite,trumpet,The trumpet PLAYED THE SONG LOUDLY. ,3126,2,2391,51,target
111IPSRN6ZD1LXM5P5BP6BIUG0F7E5,Wed May 20 10:27:52 PDT 2015,"""English""","""""",inanimate,singular,indefinite,tire,A tire blew out when it ran over a sharp object.,1985,2,2286,32,target
VIT6OEH22ZAU5M9E3QO8PHD3PES1TA,Wed May 20 10:27:52 PDT 2015,"""English""","""""",inanimate,plural,definite,knife,The knives were arranged by size.,3872,2,3063,52,target
WBPC2D9Y8YHE7IZ4C9LY2SYQ6MFX14,Wed May 20 10:28:14 PDT 2015,"""English""","""""",inanimate,plural,definite,tire,The tires spun as he drove down the highway. ,1578,2,2700,53,target
LJITATWGEUHD577E4I2KK5YTSTQZKK,Wed May 20 10:28:14 PDT 2015,"""English""","""""",inanimate,plural,definite,shirt,The shirts needed to be dry-cleaned soon.,867,2,2439,54,target
QZMK029XFH1JO7Y516HGODTAZZ0EEA,Wed May 20 10:28:14 PDT 2015,"""English""","""""",animate,singular,definite,butterfly,The butterfly had pretty wings.,753,2,2646,50,target
T7VCU39KAJN6H8TEK3HVJHGYJMJXM9,Wed May 20 10:28:14 PDT 2015,"""English""","""""",inanimate,plural,definite,television,The televisions were all turned on.,1005,2,2766,33,target
ZGCBPPZTQPTLVQ6HZKQ5OG0812ITFM,Wed May 20 10:28:14 PDT 2015,"""English""","""""",animate,singular,definite,elephant,The elephant has a trunk,994,1,2645,39,target
H5YI35PVRZ5H02D2ZQBH8US2VG0MNW,Wed May 20 10:28:14 PDT 2015,"""English""","""""",inanimate,singular,indefinite,marble,A marble is a fun toy for a kid to play with when they are bored,4080,1,2669,29,target
FTWRUG9X61R4DUOU0WAO13SVNT3IIG,Wed May 20 10:28:14 PDT 2015,"""English""","""""",animate,singular,indefinite,skunk,A skunk was hit on the road. ,2480,2,2319,28,target
IIY9W13YBAE03246RF4ZFEY6SM1DX9,Wed May 20 10:28:14 PDT 2015,"""English""","""""",animate,plural,indefinite,elephant,Elephants marched through the jungle.,643,2,7783,25,target
8AU3KC7BVN2O2VTACNA26BLUHH0ZAJ,Wed May 20 10:28:14 PDT 2015,"""English""","""""",inanimate,plural,indefinite,zipper,Zippers are used to close to pieces of fabric.,298,1,3124,24,target
WU27UKEGJFCNOKQX6061DYDUU5GYEI,Wed May 20 10:28:14 PDT 2015,"""English""","""""",inanimate,singular,indefinite,piano,A piano is used to write and create music,324,1,2471,27,target
0KY1KRLIUAFDGMNAP6BNWSNMX7JM1E,Wed May 20 10:28:14 PDT 2015,"""English""","""""",inanimate,singular,indefinite,couch,A couch is for sitting.,28,1,3508,26,target
QDN2WFSBCNMSGLHL1NJHAZTJ223FDP,Wed May 20 10:28:14 PDT 2015,"""English""","""""",animate,plural,definite,turtle,The turtles are crossing the road.,2931,2,3475,21,target
3I8GNBLRA0FQEK283PC2B2OA5RCDD7,Wed May 20 10:28:14 PDT 2015,"""English""","""""",animate,singular,indefinite,bear,A bear can hibernate all winter without food.,2165,1,3258,20,target
PU0X8WSMF9FY55B15PL4NXN3QUEOPF,Wed May 20 10:28:14 PDT 2015,"""English""","""""",animate,singular,indefinite,cheetah,A cheetah ran across the road,2980,2,2271,23,target
KMM461G6CBGIWQ8C2RVEFULFM9B094,Wed May 20 10:28:14 PDT 2015,"""English""","""""",inanimate,singular,indefinite,car,A car drives on a freeway.,797,1,5508,22,target
9BD5E0E7QLK1QJK1QXOWY0FV0TG3JW,Wed May 20 10:28:14 PDT 2015,"""English""","""""",animate,singular,definite,cow,The cow should not be dinner.,3452,1,2507,47,target
CIJ1B20QW18B6V4E73RTBSPAU8P3P4,Wed May 20 10:28:14 PDT 2015,"""English""","""""",animate,singular,indefinite,rabbit,A rabbit sprung up out of the grass just a few feet in front of us.,1743,2,3581,46,target
RAS5T8T8D3J7YBB1SDMY5ZUTG1CZ6H,Wed May 20 10:28:14 PDT 2015,"""English""","""""",inanimate,singular,definite,television,The television is turned off.,591,2,2146,45,target
BNCZCM36HJG2CHUFCEEPTSYW8LZWK5,Wed May 20 10:28:14 PDT 2015,"""English""","""""",inanimate,plural,definite,television,The televisions are a great way to keep entertained.,1161,1,2652,44,target
MJIXHGZQT9OZMMJVUM0T8O1P56SI63,Wed May 20 10:28:14 PDT 2015,"""English""","""""",inanimate,plural,definite,trumpet,The trumpets sounded off tune.,4015,2,2503,43,target
TEY9UIWLFGLRM118NEXPJYE0IQXZYY,Wed May 20 10:28:14 PDT 2015,"""English""","""""",inanimate,singular,definite,bed,The bed was very comfortable.,1286,2,4396,42,target
N7UTF8WM252VJ3VXFCA9PLAKYB5SDL,Wed May 20 10:28:14 PDT 2015,"""English""","""""",animate,singular,indefinite,owl,An owl hooted at night,2212,2,2818,41,target
3OTR10NJNYZOBPQBSNICQCE2AVX0QP,Wed May 20 10:28:14 PDT 2015,"""English""","""""",animate,plural,definite,turtle,The turtles have outgrown their aquarium. ,1238,2,3988,40,target
ZRIKTVBTXGFWNQ80KGF6RN97UA1ZO5,Wed May 20 10:28:14 PDT 2015,"""English""","""""",inanimate,plural,indefinite,clock,Clocks ticked and chimed.,1809,2,3823,49,target
YSNQM7FNZFHRZTUEXNYC8RHI06537Y,Wed May 20 10:28:14 PDT 2015,"""English""","""""",inanimate,plural,indefinite,boat,Boats are great for smuggling cocaine!,3706,1,3077,48,target
8CGF9OPU0PA7V19UJY1ZB6DQJSZNX6,Wed May 20 10:28:14 PDT 2015,"""English""","""""",inanimate,plural,definite,kite,The kites have tails,3683,2,3136,6,target
VC0OPOEJUK4Y4J8LZFGTB68PW9YENM,Wed May 20 10:28:14 PDT 2015,"""English""","""""",inanimate,plural,definite,couch,The couches were old and torn. ,1594,2,2820,7,target
JWLE243KDBY032A17EXN68ACJLV0BA,Wed May 20 10:28:14 PDT 2015,"""English""","""""",animate,singular,indefinite,mouse,A mouse lives in my house.,1594,2,2790,4,example
U8PFLM2STBOHHK56EKLMXGUM7XPZ4J,Wed May 20 10:28:14 PDT 2015,"""English""","""""",animate,plural,indefinite,owl,Owls have eaten several mice.,2715,1,22142,5,target
XGK4V32ZD3S4GNZG1IMMND5IAEKEV4,Wed May 20 10:28:14 PDT 2015,"""English""","""""",inanimate,plural,indefinite,sword,Swords are weapons.,2715,1,3520,2,example
L8B8JKLDQS9A26ERGU94QVREN2HC7U,Wed May 20 10:28:14 PDT 2015,"""English""","""""",inanimate,plural,definite,bus,The buses were blocking traffic.,2715,2,2652,3,example
1TMVDHRZPMV2Y4M45O4XCZIK7KPK1W,Wed May 20 10:28:14 PDT 2015,"""English""","""""",animate,singular,definite,zebra,The zebra is not extinct.,2715,1,9308,1,example
VEJSMBU7OO6S9YQEK1Y579YBQM80N9,Wed May 20 10:28:14 PDT 2015,"""English""","""""",inanimate,singular,definite,fence,The fence was broken and needed mending.,868,2,2043,8,target
2ZQRX4YR2VN8B38NSMI66SHFUQH2OM,Wed May 20 10:28:14 PDT 2015,"""English""","""""",animate,singular,indefinite,peacock,A peacock flew away.,4321,2,2071,9,target
F4ATS9TWWF0TZZLMU28P63MP7AWA51,Wed May 20 10:28:14 PDT 2015,"""English""","""""",animate,plural,definite,penguin,The penguins played in their pen.,2487,2,3520,14,target
SW7RP5WZTZSW1G64XWZFLSZTSF7APY,Wed May 20 10:28:14 PDT 2015,"""English""","""""",inanimate,plural,indefinite,boat,Boats can go very fast.,3769,1,2029,15,target
