WorkerId,SubmitTime,Answer 41,animacy,number,definiteness,tense,qud,context,subject,sentence,naturalness,rt,question_number,type
RLG4JHQ4XNPEFLF0CJF8DSHPPGWCD9,Wed Jun 29 10:12:10 PDT 2016,"""english""",inanimate,plural,definite,past,,bare,computer,The computers connected to the internet.,2,8229,10,target
CYXC50DL6SHD1OHMZYKGBB2D4X3R18,Wed Jun 29 10:12:10 PDT 2016,"""english""",inanimate,singular,indefinite,past,Tell me what's happening.,specific,kite,A kite floated in the breeze.,3,5028,11,target
79G04V4Q5WOIQQIFMSAJH0GM2FYI2G,Wed Jun 29 10:12:10 PDT 2016,"""english""",inanimate,singular,definite,progressive,,bare,telephone,The telephone is ringing.,3,5708,12,target
89DEK8LZSDM9PTM2B9FP8R2R9MY5TS,Wed Jun 29 10:12:10 PDT 2016,"""english""",animate,plural,definite,present,Tell me about gorillas.,generic,gorilla,The gorillas pound their chests.,5,3173,13,target
ALV7O88I3A8N59E18QKMJJV4VD2V37,Wed Jun 29 10:12:10 PDT 2016,"""english""",inanimate,plural,definite,present,Tell me what's happening.,specific,piano,The pianos play music.,1,4790,36,target
GHOCQU0OG1774PJ9DWTSLBHB2YCUGC,Wed Jun 29 10:12:10 PDT 2016,"""english""",inanimate,singular,definite,present,Tell me about cameras.,generic,camera,The camera records video.,5,9517,37,target
YU66Y3EZZZ29XB0NWSL9DKT7B5OLC4,Wed Jun 29 10:12:10 PDT 2016,"""english""",inanimate,singular,indefinite,progressive,Tell me about marbles.,generic,marble,A marble is rolling on the floor.,5,3695,34,target
UK3WUDMCIMFVHR14CHMTE94RAHY9EV,Wed Jun 29 10:12:10 PDT 2016,"""english""",animate,plural,indefinite,past,,bare,dog,Dogs gnawed on bones.,1,8283,35,target
V93ITY9ZRIUKAEUD6PUENHY1ZM5DBY,Wed Jun 29 10:12:10 PDT 2016,"""english""",animate,plural,definite,present,,bare,lion,The lions chase antelope.,2,3413,18,target
ON45WAD65MIVNSUP0HE7HX57WJNRCO,Wed Jun 29 10:12:10 PDT 2016,"""english""",animate,plural,indefinite,progressive,Tell me about sharks.,generic,shark,Sharks are attacking swimmers.,5,3175,19,target
YYIWD770XB1YZ236S688P8IXU79WQI,Wed Jun 29 10:12:10 PDT 2016,"""english""",animate,singular,definite,past,Tell me what's happening.,specific,bear,The bear climbed trees.,1,6094,30,target
C8GDBTLKCWAH8SUKJC16GCQLULX3RN,Wed Jun 29 10:12:10 PDT 2016,"""english""",animate,plural,definite,past,Tell me about kangaroos.,generic,kangaroo,The kangaroos carried their babies in pouches.,5,2726,31,target
DQM10EQFQE7XGXH43D63F0612TXNX1,Wed Jun 29 10:12:10 PDT 2016,"""english""",animate,singular,definite,present,,bare,owl,The owl hoots.,3,4365,38,target
6WOVJYRKGQ9Y1Y6JTL24KQJYQXHR7I,Wed Jun 29 10:12:10 PDT 2016,"""english""",inanimate,plural,definite,progressive,Tell me what's happening.,specific,microwave,The microwaves are heating up food.,2,3093,32,target
14TOGOM0M9SCIO2JN8G0ZVCD43ICG0,Wed Jun 29 10:12:14 PDT 2016,"""English""",inanimate,plural,definite,progressive,Tell me what's happening.,specific,computer,The computers are connecting to the internet.,5,4773,33,target
QYTMGAA9HNFPZF7QLBWA0REL66249D,Wed Jun 29 10:12:14 PDT 2016,"""English""",animate,singular,definite,progressive,Tell me about kangaroos.,generic,kangaroo,The kangaroo is carrying its baby in a pouch.,4,2316,39,target
JK7Z1TOWCMBIXJVQIVTTH8DFJ07S8E,Wed Jun 29 10:12:14 PDT 2016,"""English""",animate,singular,definite,present,Tell me what's happening.,specific,peacock,The peacock displays its feathers.,5,3133,29,target
LHROIH1P59VIAXX9VXPWBQLYMFTO63,Wed Jun 29 10:12:14 PDT 2016,"""English""",inanimate,singular,definite,present,,bare,ATM,The ATM dispenses money.,3,2293,28,target
4GQTXFPUWZK3R4H3B46TGQLEUFU2YL,Wed Jun 29 10:12:14 PDT 2016,"""English""",animate,plural,definite,present,Tell me about pigs.,generic,pig,The pigs roll in the mud.,4,2366,25,target
NMWQZ6UVM8QJ3WZ93N26WRNYD82HSS,Wed Jun 29 10:12:14 PDT 2016,"""English""",inanimate,plural,definite,progressive,,bare,marble,The marbles are rolling on the floor.,2,3899,24,target
WOYBP7LKMGZZRQJK476ID4510OBSJJ,Wed Jun 29 10:12:14 PDT 2016,"""English""",inanimate,singular,definite,present,Tell me about escalators.,generic,escalator,The escalator carries people upstairs.,5,3901,27,target
ETAQIMT0AMHJP7HSDJT1Y06V0Q0F6A,Wed Jun 29 10:12:14 PDT 2016,"""English""",animate,plural,indefinite,progressive,Tell me what's happening.,specific,owl,Owls are hooting.,5,2598,26,target
2P41DD9T3XOFIGNL5RNG2CW6KUT0SP,Wed Jun 29 10:12:14 PDT 2016,"""English""",animate,plural,indefinite,progressive,Tell me about gorillas.,generic,gorilla,Gorillas are pounding their chests.,5,2267,21,target
ARSFRQ9NLULOIG41AZ2ELPABOAGK0O,Wed Jun 29 10:12:14 PDT 2016,"""English""",inanimate,singular,definite,progressive,Tell me what's happening.,specific,car,The car is traveling on the highway.,5,4776,20,target
4XDIL6ZFAKZG1PYNX5D5SYGR4Y1PXF,Wed Jun 29 10:12:14 PDT 2016,"""English""",inanimate,plural,definite,past,Tell me what's happening.,specific,football,The footballs spiraled in the air.,3,3305,23,target
V11TP3YHW8PYY04XV24JIN36Z83YJU,Wed Jun 29 10:12:14 PDT 2016,"""English""",animate,singular,definite,past,,bare,lion,The lion chased antelope.,3,2949,22,target
7M8NRL8IVJFZIOZEP0Q6JOIUD6KBB7,Wed Jun 29 10:12:14 PDT 2016,"""English""",inanimate,plural,indefinite,present,Tell me what's happening.,specific,hose,Hoses spray water.,3,2875,40,target
D9F5FZPKE2X95E46C67OWZ1UZ3760S,Wed Jun 29 10:12:14 PDT 2016,"""English""",inanimate,singular,definite,progressive,,bare,camera,The camera is recording video.,4,9412,6,target
DB7T6F6YCRCEONE0IFI8S3NS6MZ8OK,Wed Jun 29 10:12:14 PDT 2016,"""English""",animate,plural,indefinite,present,Tell me about camels.,generic,camel,Camels carry supplies through the desert.,5,2477,7,target
ZX0URLU6KWZ0YIK8GX678NB5M191U0,Wed Jun 29 10:12:14 PDT 2016,"""English""",animate,singular,definite,present,Tell me about zebras.,generic,zebra,Zebras have stripes.,5,3820,4,example
LXDQMLLSCHBPPHSPPL4RQBMMWCMJZA,Wed Jun 29 10:12:14 PDT 2016,"""English""",animate,plural,definite,present,Tell me what's happening.,specific,panda,The pandas eat bamboo.,3,3529,5,target
B4LS79JZ49C9G6XLP8XTKMFQEBMA2R,Wed Jun 29 10:12:14 PDT 2016,"""English""",inanimate,plural,indefinite,present,Tell me about swords.,generic,sword,The moon is made of green cheese.,1,4075,2,example
9FGHUSA3CGZJI341SJYJCLHQ8ZZGMV,Wed Jun 29 10:12:14 PDT 2016,"""English""",inanimate,plural,definite,past,Tell me what's happening.,specific,bus,My father used to drive a bus.,2,10617,3,example
DG3V258022S55MD8EQIZWHO969XGCU,Wed Jun 29 10:12:14 PDT 2016,"""English""",animate,singular,indefinite,progressive,Tell me what's happening.,specific,mouse,A mouse is being chased by a cat.,5,7695,1,example
29M5598GFI1E3499D1LBOQZAASG6N8,Wed Jun 29 10:12:14 PDT 2016,"""English""",animate,plural,indefinite,progressive,,bare,bear,Bears are climbing trees.,2,3491,8,target
COZQSTXXCI07SIL64PKGU3L86FOX4B,Wed Jun 29 10:12:14 PDT 2016,"""English""",inanimate,plural,indefinite,past,Tell me what's happening.,specific,microwave,Microwaves heated up food.,4,5623,9,target
00Z37EK17CY7RBJP3SJ5397K4XFEMD,Wed Jun 29 10:12:14 PDT 2016,"""English""",animate,singular,indefinite,progressive,Tell me what's happening.,specific,dolphin,A dolphin is swimming in a pod.,5,3589,14,target
5QN5TPOGWHBLKKYV3G524XRK4RMFHJ,Wed Jun 29 10:12:14 PDT 2016,"""English""",inanimate,singular,indefinite,past,Tell me about crayons.,generic,crayon,A crayon melted in the sun.,4,4769,15,target
XFB98JSHT47LWNDAIO33BJT62GUSAS,Wed Jun 29 10:12:14 PDT 2016,"""English""",inanimate,singular,indefinite,past,,bare,kite,A kite floated in the breeze.,2,3836,16,target
XE0GPO9UZCMM4NAK6QMMIAQYR1XK9E,Wed Jun 29 10:12:14 PDT 2016,"""English""",inanimate,singular,definite,past,Tell me what's happening.,specific,light bulb,The light bulb burned out.,5,3597,17,target
7YDDB1EOBTJRY7WR9M010HLXKOK873,Wed Jun 29 10:12:14 PDT 2016,"""English""",inanimate,singular,indefinite,present,Tell me about frying pans.,generic,frying pan,A frying pan sizzles.,5,6695,10,target
5YOW90BQH9C9X16C56F51RZIR8TXHS,Wed Jun 29 10:12:14 PDT 2016,"""English""",inanimate,singular,indefinite,past,Tell me what's happening.,specific,telephone,A telephone rang.,4,3846,11,target
7E28G8BECK9DO6168J33X5HDQUOK5H,Wed Jun 29 10:12:14 PDT 2016,"""English""",animate,plural,definite,past,,bare,squirrel,The squirrels buried nuts.,3,3628,12,target
NU8CX3ZXTIW4LZ5FBHXEAVRQP9X3D2,Wed Jun 29 10:12:14 PDT 2016,"""English""",inanimate,plural,definite,past,Tell me about towels.,generic,towel,The towels soaked up water.,5,2428,13,target
9M25BQJQPJX6FK8DFAIF62Z02PQXAK,Wed Jun 29 10:12:14 PDT 2016,"""English""",animate,plural,indefinite,present,,bare,cat,Cats sleep a lot.,5,3653,36,target
BWZLEZCDD4XUMQ1U2R88PMP9PDR0IP,Wed Jun 29 10:12:14 PDT 2016,"""English""",inanimate,singular,indefinite,present,Tell me what's happening.,specific,piano,A piano plays music.,4,6647,37,target
P5C1YGOLPRT9QE5KUR2ZYF3KDYJ699,Wed Jun 29 10:12:14 PDT 2016,"""English""",inanimate,plural,definite,present,,bare,boat,The boats sail across the sea.,3,3238,34,target
C8ZQU7SHQIOIZWPM8XD1DKMGS5Y38X,Wed Jun 29 10:12:14 PDT 2016,"""English""",animate,singular,definite,past,Tell me about cheetahs.,generic,cheetah,The cheetah ran fast.,2,9418,35,target
VZ866CM96FGJPJYCEVIOC1TRZZ9XTL,Wed Jun 29 10:12:14 PDT 2016,"""English""",inanimate,singular,indefinite,progressive,,bare,toilet,A toilet is flushing.,1,3078,18,target
U9KFUGBHCST83XBUN16P5JKIBCQARO,Wed Jun 29 10:12:14 PDT 2016,"""English""",animate,plural,definite,progressive,Tell me about dogs.,generic,dog,The dogs are gnawing on bones.,4,2942,19,target
PKAEBJVFS41UZ9PTMHLDGBHQQEYCJB,Wed Jun 29 10:12:14 PDT 2016,"""English""",animate,singular,indefinite,progressive,Tell me about sharks.,generic,shark,A shark is attacking swimmers.,3,4830,30,target
217MYHA0PM3ZF7NHX1CB48IKFPIBCR,Wed Jun 29 10:12:14 PDT 2016,"""English""",animate,singular,indefinite,present,,bare,turtle,A turtle moves slowly.,2,5537,31,target
EMIKRTIIIM27PM0IYUEEULDTULAAEP,Wed Jun 29 10:12:14 PDT 2016,"""English""",animate,plural,indefinite,past,,bare,butterfly,Butterflies flapped their wings.,3,2175,38,target
E3N1H2ARHB48TVTOGGR5BA9HJXVQV7,Wed Jun 29 10:12:14 PDT 2016,"""English""",animate,plural,indefinite,past,Tell me about pigeons.,generic,pigeon,Pigeons bobbed their heads.,2,3822,32,target
RCL6HRVKONXRPELX3K0XL7BPG0KSFE,Wed Jun 29 10:12:22 PDT 2016,"""English""",animate,singular,indefinite,progressive,,bare,camel,A camel is carrying supplies through the desert.,3,8076,33,target
QYN3PCTSZRIMR714PHJWYPKXPR0NG4,Wed Jun 29 10:12:22 PDT 2016,"""English""",animate,plural,indefinite,past,Tell me what's happening.,specific,squirrel,Squirrels buried nuts.,2,4406,39,target
BD56B2GBQZ69Y0CG0I1POIH6E0S2XV,Wed Jun 29 10:12:22 PDT 2016,"""English""",inanimate,plural,definite,past,,bare,frying pan,The frying pans sizzled.,1,6066,29,target
UE814J9D91ZIJ5MZDRFWID96GLKR85,Wed Jun 29 10:12:22 PDT 2016,"""English""",animate,plural,indefinite,progressive,Tell me about pigeons.,generic,pigeon,Pigeons are bobbing their heads.,1,6220,28,target
0V2JDVM51WDZZ1NREDFAKFDSS4KI0W,Wed Jun 29 10:12:22 PDT 2016,"""English""",inanimate,singular,definite,present,Tell me what's happening.,specific,marble,The marble rolls on the floor.,4,4173,25,target
736BZ0X2S6ZX5JS5F89E67SCM8FO78,Wed Jun 29 10:12:22 PDT 2016,"""English""",inanimate,singular,indefinite,progressive,Tell me about toilets.,generic,toilet,A toilet is flushing.,2,7238,24,target
F2A24MBTORTA943TUT4CP37LZWJQX2,Wed Jun 29 10:12:22 PDT 2016,"""English""",inanimate,singular,indefinite,present,Tell me what's happening.,specific,computer,A computer connects to the internet.,1,6473,27,target
GLBHIFXTD7AQID84S9T9Q5YKYQ50CH,Wed Jun 29 10:12:22 PDT 2016,"""English""",inanimate,plural,indefinite,progressive,,bare,kite,Kites are floating in the breeze.,3,15897,26,target
5BSAUPYW3C61HKPXBAWGLYNAJO2T54,Wed Jun 29 10:12:22 PDT 2016,"""English""",animate,singular,indefinite,past,,bare,butterfly,A butterfly flapped its wings.,1,7109,21,target
M16U2WSEUXWM3XC33F0RIYXHWQMYN7,Wed Jun 29 10:12:22 PDT 2016,"""English""",inanimate,singular,definite,past,Tell me about towels.,generic,towel,The towel soaked up water.,4,7159,20,target
V888HA45D5IHRWJHGAY56SWOOXZ5W7,Wed Jun 29 10:12:22 PDT 2016,"""English""",animate,plural,definite,progressive,,bare,kangaroo,The kangaroos are carrying their babies in pouches.,2,5684,23,target
SD8CY04JGIJ1EPQFO2WGCV5JE0ZCFU,Wed Jun 29 10:12:22 PDT 2016,"""English""",inanimate,singular,indefinite,past,Tell me what's happening.,specific,car,A car traveled on the highway.,4,8471,22,target
7ERLMCROAD1YUKEMTLX8MVQELOJ5P9,Wed Jun 29 10:12:22 PDT 2016,"""English""",animate,plural,indefinite,past,Tell me about gorillas.,generic,gorilla,Gorillas pounded their chests.,3,6731,40,target
XOMJ89X0ZTH9AOL6ZL2UTA8DSPTHUE,Wed Jun 29 10:12:22 PDT 2016,"""English""",animate,plural,indefinite,progressive,Tell me what's happening.,specific,pig,Pigs are rolling in the mud.,5,5022,6,target
Y06RAM8AE0MIZGXG9WKA7LQ5EV7FFC,Wed Jun 29 10:12:22 PDT 2016,"""English""",animate,singular,indefinite,present,Tell me about cats.,generic,cat,A cat sleeps a lot.,4,5789,7,target
CNUSDJIV4DVFKH4G6ZWZ9YAC2OUOSD,Wed Jun 29 10:12:22 PDT 2016,"""English""",inanimate,plural,definite,past,Tell me what's happening.,specific,bus,My father used to drive a bus.,1,8805,4,example
REK1XL0VK717W11FIXHBNFOU9DK4NL,Wed Jun 29 10:12:22 PDT 2016,"""English""",inanimate,singular,definite,progressive,,bare,escalator,The escalator is carrying people upstairs.,1,11287,5,target
5GV380H3RMNNU4I66D4L6A9U0W7O4O,Wed Jun 29 10:12:22 PDT 2016,"""English""",animate,singular,indefinite,progressive,Tell me what's happening.,specific,mouse,A mouse is being chased by a cat.,5,12211,2,example
9BJ2CPLI4QNFK3NEY27ZHEK7BFDS8Y,Wed Jun 29 10:12:22 PDT 2016,"""English""",animate,singular,definite,present,Tell me about zebras.,generic,zebra,Zebras have stripes.,5,8825,3,example
3SGHDKXH8119T9WSQE9L3SVQZV5J1W,Wed Jun 29 10:12:22 PDT 2016,"""English""",inanimate,plural,indefinite,present,Tell me about swords.,generic,sword,The moon is made of green cheese.,1,14372,1,example
MND15AVBJA5XRSLQT5QE4CO2MAO4CS,Wed Jun 29 10:12:22 PDT 2016,"""English""",inanimate,singular,definite,past,Tell me what's happening.,specific,football,The football spiraled in the air.,4,7837,8,target
FB8BZNLAE734DJSBOUEJNDFE2VS9WF,Wed Jun 29 10:12:22 PDT 2016,"""English""",inanimate,plural,indefinite,present,,bare,light bulb,Light bulbs burn out.,1,6463,9,target
HFNB87Q900RF41SP3UYC9D6W3F17HJ,Wed Jun 29 10:12:22 PDT 2016,"""English""",inanimate,singular,definite,present,,bare,camera,The camera records video.,1,5626,14,target
IG2UPBOUBX45FLIJESXCZVOYRK7SH1,Wed Jun 29 10:12:22 PDT 2016,"""English""",animate,plural,definite,past,Tell me about lions.,generic,lion,The lions chased antelope.,4,7959,15,target
KGU1R0UX5DLMHFVP9KG6F7A28BM93L,Wed Jun 29 10:12:22 PDT 2016,"""English""",animate,singular,indefinite,progressive,Tell me what's happening.,specific,panda,A panda is eating bamboo.,5,31734,16,target
3ZL39KCXPIR7U0POGFJ0S7IW967TNJ,Wed Jun 29 10:12:22 PDT 2016,"""English""",inanimate,plural,indefinite,present,Tell me about hoses.,generic,hose,Hoses spray water.,4,4006,17,target
1XL2AI17WSIRRBTF0B3NCRLV972B7S,Wed Jun 29 10:12:22 PDT 2016,"""English""",inanimate,singular,indefinite,past,Tell me about pianos.,generic,piano,A piano played music.,2,9629,10,target
LYSQ5K3PU7I3DQRTJO3AXHNWFE8B9U,Wed Jun 29 10:12:22 PDT 2016,"""English""",inanimate,singular,indefinite,present,,bare,ATM,An ATM dispenses money.,1,5915,11,target
87WBK26V5WX2P6ZXL9QB5PNT71RFA3,Wed Jun 29 10:12:22 PDT 2016,"""English""",animate,singular,definite,progressive,Tell me about cheetahs.,generic,cheetah,The cheetah is running fast.,2,8594,12,target
9EDCGVBYO5L4ENXDMD4SH26Y1Q6ZBJ,Wed Jun 29 10:12:22 PDT 2016,"""English""",animate,singular,definite,progressive,Tell me what's happening.,specific,turtle,The turtle is moving slowly.,4,6707,13,target
6U0N88XRCF83IEPPWYYND03PRM5SZ9,Wed Jun 29 10:12:22 PDT 2016,"""English""",animate,singular,definite,present,Tell me about sharks.,generic,shark,The shark attacks swimmers.,4,9483,36,target
PSALMG3KJRNYPMM9N3101K96Q7PCES,Wed Jun 29 10:12:22 PDT 2016,"""English""",inanimate,plural,definite,present,Tell me what's happening.,specific,microwave,The microwaves heat up food.,1,7558,37,target
PJ0OM8Y4JV0D5WA9Z1VXI0BE5T386M,Wed Jun 29 10:12:22 PDT 2016,"""English""",animate,plural,definite,progressive,Tell me about peacocks.,generic,peacock,The peacocks are displaying their feathers.,4,7748,34,target
FXZT9P5VT7ZNS5TI3BNBD9FTIWHPFO,Wed Jun 29 10:12:22 PDT 2016,"""English""",animate,plural,indefinite,past,,bare,bear,Bears climbed trees.,1,3386,35,target
74MFFAWRUNMHCJGAU0KNZ1YYGG0T9N,Wed Jun 29 10:12:22 PDT 2016,"""English""",inanimate,plural,definite,progressive,Tell me what's happening.,specific,boat,The boats are sailing across the sea.,5,11612,18,target
XTCUBC5K5BXPLSJF58BIT7HS3CJFE3,Wed Jun 29 10:12:22 PDT 2016,"""English""",inanimate,plural,definite,present,,bare,crayon,The crayons melt in the sun.,1,4051,19,target
X2ABUAVNV2MQIHJK588DJGYG4ZNDKU,Wed Jun 29 10:12:22 PDT 2016,"""English""",animate,plural,definite,past,Tell me what's happening.,specific,dog,The dogs gnawed on bones.,2,7007,30,target
Z8F47191DFGUD2UIK8LQC26VI6KD48,Wed Jun 29 10:12:22 PDT 2016,"""English""",animate,plural,definite,present,Tell me about dolphins.,generic,dolphin,The dolphins swim in a pod.,5,4675,31,target
38BO40EXJD4YDBDGUOFOE19TE05YZW,Wed Jun 29 10:12:22 PDT 2016,"""English""",animate,singular,definite,past,,bare,owl,The owl hooted.,1,9226,38,target
5LTLQ4VUP02TWPWNR12RNYM0HKBNX1,Wed Jun 29 10:12:22 PDT 2016,"""English""",inanimate,plural,indefinite,present,Tell me what's happening.,specific,telephone,Telephones ring.,2,5393,32,target
SSAJTMKBSSPN1QLXWJTDVM53LXLHAN,Wed Jun 29 10:12:24 PDT 2016,"""English""",inanimate,plural,indefinite,past,Tell me about light bulbs.,generic,light bulb,Light bulbs burned out.,2,4360,33,target
SXK4S2I51MLJUSGSFW310I2TJSV7QM,Wed Jun 29 10:12:24 PDT 2016,"""English""",inanimate,singular,indefinite,past,,bare,toilet,A toilet flushed.,3,9191,39,target
44Y59HZ01OZ83FAMQOA42SXQVXIR4R,Wed Jun 29 10:12:24 PDT 2016,"""English""",animate,plural,definite,progressive,Tell me about lions.,generic,lion,The lions are chasing antelope.,4,6758,29,target
FCOCFW3E59W7Z1O4ZUBGCI69I6V7FW,Wed Jun 29 10:12:24 PDT 2016,"""English""",animate,singular,indefinite,present,Tell me what's happening.,specific,pigeon,A pigeon bobs its head.,4,6610,28,target
PGZ5ZNWKE3YJXVRRU6SV8K1XQUGHO7,Wed Jun 29 10:12:24 PDT 2016,"""English""",animate,plural,definite,present,,bare,panda,The pandas eat bamboo.,4,5529,25,target
147M1LADTREQQE73V1O774V3X2FT86,Wed Jun 29 10:12:24 PDT 2016,"""English""",animate,singular,definite,present,Tell me about dolphins.,generic,dolphin,The dolphin swims in a pod.,4,6389,24,target
NO86WYVQ803BYJ1TBN3MES742U7NNL,Wed Jun 29 10:12:24 PDT 2016,"""English""",inanimate,plural,indefinite,progressive,,bare,kite,Kites are floating in the breeze.,3,4616,27,target
LAC84W1Z1YDSFZ3P5VSRS069D7EZ2X,Wed Jun 29 10:12:24 PDT 2016,"""English""",inanimate,singular,indefinite,past,Tell me about computers.,generic,computer,A computer connected to the internet.,1,4937,26,target
K0W9F53927ZSPDKW39WUS6WGXZTYI0,Wed Jun 29 10:12:24 PDT 2016,"""English""",animate,plural,indefinite,progressive,Tell me about butterflies.,generic,butterfly,Butterflies are flapping their wings.,3,5296,21,target
STEYXHENFSO2WCSBF8KO0432PK7F9F,Wed Jun 29 10:12:24 PDT 2016,"""English""",animate,singular,indefinite,past,Tell me what's happening.,specific,pig,A pig rolled in the mud.,5,3640,20,target
S1IVM688XACON8NG2KJXZVP6T2W76R,Wed Jun 29 10:12:24 PDT 2016,"""English""",animate,singular,definite,present,Tell me what's happening.,specific,bear,The bear climbs trees.,3,5304,23,target
FMGKEIZ29ODBRNC41HBUZNCMYBSA8Y,Wed Jun 29 10:12:24 PDT 2016,"""English""",inanimate,singular,definite,past,,bare,crayon,The crayon melted in the sun.,4,4561,22,target
VS3UGMUCSL0ODI0163P32GQVD4UNLC,Wed Jun 29 10:12:24 PDT 2016,"""English""",inanimate,singular,definite,past,Tell me about boats.,generic,boat,The boat sailed across the sea.,2,4461,40,target
SJ04NJ23UKK8YQC6GT7RPRIOLB1X74,Wed Jun 29 10:12:24 PDT 2016,"""English""",inanimate,singular,indefinite,present,,bare,escalator,An escalator carries people upstairs.,2,8476,6,target
ILIFAJMHXMS1ELXR6WL03CV30ZMQ4S,Wed Jun 29 10:12:24 PDT 2016,"""English""",inanimate,singular,indefinite,present,Tell me about frying pans.,generic,frying pan,A frying pan sizzles.,4,6888,7,target
7V9LNX4EH3URR8KBAWX4IC08T6YR16,Wed Jun 29 10:12:24 PDT 2016,"""English""",inanimate,plural,indefinite,present,Tell me about swords.,generic,sword,The moon is made of green cheese.,1,7279,4,example
HG56PR5IR6EL7UULUGR7QHH3WZLHNY,Wed Jun 29 10:12:24 PDT 2016,"""English""",animate,singular,definite,past,Tell me what's happening.,specific,turtle,The turtle moved slowly.,4,4700,5,target
ZG1GE527PMTFN3WFSAFDZHIW7KURII,Wed Jun 29 10:12:24 PDT 2016,"""English""",animate,singular,definite,present,Tell me about zebras.,generic,zebra,Zebras have stripes.,4,6693,2,example
W0VMPLBKTG8L8E90BASTE7FF7C2Q5Y,Wed Jun 29 10:12:24 PDT 2016,"""English""",animate,singular,indefinite,progressive,Tell me what's happening.,specific,mouse,A mouse is being chased by a cat.,5,7249,3,example
L3MJGNA95IDQ2UZK1PT8M3YO4U5NU2,Wed Jun 29 10:12:24 PDT 2016,"""English""",inanimate,plural,definite,past,Tell me what's happening.,specific,bus,My father used to drive a bus.,1,19349,1,example
B6XCO5CRI7EHXL5A59URMB9ZSQ1ZSM,Wed Jun 29 10:12:24 PDT 2016,"""English""",inanimate,plural,indefinite,past,Tell me what's happening.,specific,marble,Marbles rolled on the floor.,5,4743,8,target
LZJMY32JFVZV1LSG60BWF1CKGCT2EZ,Wed Jun 29 10:12:24 PDT 2016,"""English""",inanimate,plural,definite,present,Tell me about cameras.,generic,camera,The cameras record video.,4,5695,9,target
JQJGI3Z278ZMSGC996BNIIS5EU7GBK,Wed Jun 29 10:12:24 PDT 2016,"""English""",animate,plural,indefinite,present,Tell me what's happening.,specific,cheetah,Cheetahs run fast.,2,4899,14,target
S4LD3O1KPHY56QUOOUBCLY3SLAQLF9,Wed Jun 29 10:12:24 PDT 2016,"""English""",animate,singular,indefinite,progressive,Tell me about kangaroos.,generic,kangaroo,A kangaroo is carrying its baby in a pouch.,3,6334,15,target
2JS73RHO5M86L0TMLVSG36AI6O31ZY,Wed Jun 29 10:12:24 PDT 2016,"""English""",inanimate,singular,definite,present,,bare,towel,The towel soaks up water.,3,5892,16,target
6X900SY35M15H5HY9GPRLAM9GMES7C,Wed Jun 29 10:12:24 PDT 2016,"""English""",inanimate,plural,definite,present,Tell me what's happening.,specific,football,The footballs spiral in the air.,4,6147,17,target
DS3CLTQJ9W4T3P4UM12DVTDVSO1LXJ,Wed Jun 29 10:12:24 PDT 2016,"""English""",animate,plural,indefinite,past,,bare,gorilla,Gorillas pounded their chests.,2,6568,10,target
Q0QBTRX303KHLA8MX4BLFZ888AZVE2,Wed Jun 29 10:12:24 PDT 2016,"""English""",animate,plural,indefinite,progressive,Tell me what's happening.,specific,shark,Sharks are attacking swimmers.,5,4365,11,target
8YC69QNLXFX99GKNG60J16MI1RTFER,Wed Jun 29 10:12:24 PDT 2016,"""English""",animate,plural,definite,past,Tell me about camels.,generic,camel,The camels carried supplies through the desert.,3,6343,12,target
5NAIM1T4EBTPR0HF8ALDISNS986SU2,Wed Jun 29 10:12:24 PDT 2016,"""English""",inanimate,singular,definite,progressive,,bare,hose,The hose is spraying water.,4,19838,13,target
PUM6M3BUO4ZRIYUETMWQFHYB533XJS,Wed Jun 29 10:12:24 PDT 2016,"""English""",animate,singular,definite,progressive,Tell me about peacocks.,generic,peacock,The peacock is displaying its feathers.,3,4577,36,target
JS09JQQHKMMNN7LKTBCIOR8NNACY14,Wed Jun 29 10:12:24 PDT 2016,"""English""",inanimate,plural,definite,past,,bare,microwave,The microwaves heated up food.,3,6320,37,target
ZCM1ZVET7QNJQJ2TIJUWHHF1CQ6O7T,Wed Jun 29 10:12:24 PDT 2016,"""English""",inanimate,singular,indefinite,progressive,,bare,telephone,A telephone is ringing.,3,6170,34,target
EAMJA7EHONZ3AE8F4UOHSHM5C3NFU8,Wed Jun 29 10:12:24 PDT 2016,"""English""",animate,singular,definite,progressive,Tell me what's happening.,specific,squirrel,The squirrel is burying nuts.,5,4671,35,target
5Y73GL7CXAMEST4PRCZE6EU2ZQBERB,Wed Jun 29 10:12:24 PDT 2016,"""English""",animate,plural,indefinite,present,Tell me about dogs.,generic,dog,Dogs gnaw on bones.,5,4358,18,target
DDIJOL3ILKI635E0PQVRF81E18PM3K,Wed Jun 29 10:12:24 PDT 2016,"""English""",inanimate,plural,definite,progressive,,bare,car,The cars are traveling on the highway.,3,9079,19,target
KNW5WIB2DY5HBM96EGD9HVO9YNAOM4,Wed Jun 29 10:12:24 PDT 2016,"""English""",inanimate,plural,definite,past,Tell me what's happening.,specific,ATM,The ATMs dispensed money.,4,6679,30,target
NMNWD1K21XNBBOWHJ52XRF519XOV71,Wed Jun 29 10:12:24 PDT 2016,"""English""",animate,plural,indefinite,present,,bare,owl,Owls hoot.,2,7000,31,target
85XHQI3MRITLZAP6WMLN0EGN0ZSU37,Wed Jun 29 10:12:24 PDT 2016,"""English""",inanimate,singular,indefinite,progressive,Tell me what's happening.,specific,piano,A piano is playing music.,5,3155,38,target
