WorkerId,SubmitTime,Answer 53,Answer 54,animacy,number,definiteness,tense,subject,sentence,response,rt,question_number,type
UD6ZDPR3J3FLFR4IO0OGRD7XDAJ1K2,Wed Jan 20 13:33:55 PST 2016,"""english""","""""",inanimate,singular,definite,present,television,The television entertains the children.,2,640,41,target
H80XNEZ1AK9605418UGZWRGTHT0ODV,Wed Jan 20 13:33:55 PST 2016,"""english""","""""",inanimate,singular,definite,past,bed,The bed sat in the middle of the room.,2,630,40,target
HFNDL9A07Y6IF5FIUG2FBLA0OYKE0H,Wed Jan 20 13:33:55 PST 2016,"""english""","""""",inanimate,plural,definite,present,zipper,The zippers hiss closed.,2,700,49,target
ZV4H8KF1IOOYVZT92LIEUYIDHU7R8Y,Wed Jan 20 13:33:55 PST 2016,"""english""","""""",inanimate,singular,indefinite,past,fence,A fence marked territory.,2,600,48,target
5E7B2LXPJT7JWIXJZA3TAHNFA1KKYS,Wed Jan 20 13:33:55 PST 2016,"""english""","""""",animate,singular,definite,present,elephant,The elephant eats peanuts using its trunk.,2,1112,6,target
R7REW4VBE0FR9EVAPINE9R7UKVXUGC,Wed Jan 20 13:33:55 PST 2016,"""english""","""""",animate,singular,indefinite,past,butterfly,A butterfly circled the flower.,2,2032,7,target
5AMZL0YU6CWID5HDF40XKIXIMYQ412,Wed Jan 20 13:33:55 PST 2016,"""english""","""""",animate,singular,indefinite,past,mouse,A mouse lives in my house.,2,8396,4,example
ZCOJ6GQB8GBRSWH7FBNI2K9EKUJ52K,Wed Jan 20 13:33:55 PST 2016,"""english""","""""",animate,singular,definite,present,skunk,The skunk hurries into the woods.,2,3779,5,target
9I5HJ65KCQA38VIQFWVWIPHTAJJ8NV,Wed Jan 20 13:33:55 PST 2016,"""english""","""""",inanimate,plural,definite,present,bus,The buses were blocking traffic.,2,4961,2,example
5ZJVAE2TO9X0SLTKW44ATX6WM3NI2E,Wed Jan 20 13:33:55 PST 2016,"""english""","""""",animate,singular,definite,present,zebra,The zebra is not extinct.,1,4827,3,example
JRIE5BD11EJALGUCD9BLLKM5WGNBDB,Wed Jan 20 13:33:55 PST 2016,"""english""","""""",inanimate,plural,indefinite,present,sword,Swords are weapons.,1,5637,1,example
IC78EU9ANKA3Z5N9BQE6FP0K6R4HIE,Wed Jan 20 13:33:55 PST 2016,"""english""","""""",animate,singular,definite,past,dolphin,The dolphin made a crazy sound.,2,2171,8,target
W7O44F542SJ7NNXXKW36V8JJMQQ7AK,Wed Jan 20 13:33:55 PST 2016,"""english""","""""",inanimate,plural,indefinite,past,car,Cars drove on the road.,2,12631,9,target
LF4A7ITP2AYIQVH2M8PCINL8PFOMBM,Wed Jan 20 13:33:55 PST 2016,"""english""","""""",animate,plural,indefinite,present,lion,Lions live in prides.,1,1641,14,target
OKCXYBUNHXIAY9HNLNCGOWJ61VL7LZ,Wed Jan 20 13:33:55 PST 2016,"""english""","""""",animate,plural,indefinite,past,peacock,Peacocks flashed their tails.,2,771,15,target
SCJJ2UQ7FCLM862WEPHGIDIYGTGRHA,Wed Jan 20 13:33:55 PST 2016,"""english""","""""",inanimate,singular,definite,present,kite,The kite flies in the sky.,1,1151,16,target
448SVVG1RKWPFKJGSIJGIWNF0LQVWX,Wed Jan 20 13:33:55 PST 2016,"""english""","""""",animate,plural,definite,present,penguin,The penguins keep warm by hugging.,2,1005,17,target
ILHJ9DA82FD0C9SPSIOTW2QVJBWJ2W,Wed Jan 20 13:33:55 PST 2016,"""english""","""""",inanimate,plural,indefinite,past,trumpet,Trumpets sounded loud.,2,3527,10,target
WEELUWSNBSOBD5YN7OKQCARDZRAPJC,Wed Jan 20 13:33:55 PST 2016,"""english""","""""",inanimate,singular,definite,past,clock,The clock ticked very slowly.,2,3449,11,target
MY849ALN83WRM0S3AQNAJNOUAGYY9O,Wed Jan 20 13:33:55 PST 2016,"""english""","""""",inanimate,plural,definite,past,couch,The couches folded out into beds.,2,1588,12,target
K1W4FZ3307454GNQWQP23DTUQH10DT,Wed Jan 20 13:33:55 PST 2016,"""english""","""""",animate,plural,indefinite,past,panda,Pandas stared at the visitors.,2,857,13,target
F88GP40UQVWJAEFKGYYFLI8UO76421,Wed Jan 20 13:33:55 PST 2016,"""english""","""""",animate,singular,indefinite,present,cat,A cat likes to meow.,2,755,36,target
XGCIBIGRUCT1A2X5FR9N5JHNQDQOL8,Wed Jan 20 13:33:55 PST 2016,"""english""","""""",inanimate,singular,definite,present,piano,The piano plays softly.,1,864,37,target
GIKNYA819Q93YPIMZ10O0HPJ8BXWNV,Wed Jan 20 13:33:55 PST 2016,"""english""","""""",inanimate,singular,indefinite,present,knife,A knife slices through the warm bread.,2,1540,34,target
LKAWG0F3QRWTLYOWSJ28IPAA4PYTFW,Wed Jan 20 13:33:55 PST 2016,"""english""","""""",animate,plural,definite,past,camel,The camels provided transportation in the desert.,2,739,35,target
SNCOTO0KX9LZ3G15RYK8853H24R71K,Wed Jan 20 13:33:55 PST 2016,"""english""","""""",animate,plural,definite,present,pig,The pigs roll in the mud.,2,1284,18,target
OROHAP5VEXQB07HWM7CH9DH3AB14T5,Wed Jan 20 13:33:55 PST 2016,"""english""","""""",animate,singular,indefinite,past,kangaroo,A kangaroo jumped across the road.,2,1073,19,target
H8P57DZY1BH51LV023IPPCMGU1KMXC,Wed Jan 20 13:33:55 PST 2016,"""english""","""""",animate,plural,indefinite,present,gorilla,Gorillas swing from branches.,1,41872,30,target
CMXANFRCLXI6PT8AK0HZHT6VY3CQOT,Wed Jan 20 13:33:55 PST 2016,"""english""","""""",animate,singular,definite,past,cheetah,The cheetah ran really fast.,2,1003,31,target
L5CJUVBETIEC6KBXWBNISQXYC6DJUY,Wed Jan 20 13:33:55 PST 2016,"""english""","""""",animate,plural,indefinite,past,squirrel,Squirrels buried nuts around the forest.,2,708,38,target
Y8W3PWUMBBDYUMELTEYCBDHPSQ7FXG,Wed Jan 20 13:33:55 PST 2016,"""english""","""""",animate,plural,indefinite,past,bear,Bears hibernated for the winter months.,2,732,51,target
HVKY499VH7B1OINYNHSYDOXPO737VC,Wed Jan 20 13:33:55 PST 2016,"""english""","""""",animate,plural,definite,past,shark,The sharks circled the boat.,2,652,32,target
0VIBIU3XQIM049HWDCCARWN611RKXW,Wed Jan 20 13:33:55 PST 2016,"""english""","""""",inanimate,singular,definite,past,guitar,The guitar sounded good.,2,1269,52,target
UOJR45FU2SRHTLWKEOF4ULGMPGSEWV,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,singular,indefinite,past,dog,A dog barked at the passerby.,2,1931,50,target
PMU1HT6RT990M73F8MCXFPND6C52RP,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,singular,indefinite,present,fence,A fence marks territory.,1,1784,33,target
ZM0DK459ZUWRGOXFOH7YEHLO8VK1PJ,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,plural,definite,present,couch,The couches fold out into beds.,2,6158,39,target
J0T60WDYD657C59DXCVV99A8ZT9YBH,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,plural,indefinite,past,lion,Lions lived in prides.,1,2259,29,target
AMPX1TMLST1Q6SMZC5EJ7G1016IXN3,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,singular,indefinite,past,butterfly,A butterfly circled the flower.,2,2542,28,target
KVXHSC4QF0RF0TZJRRPY0R29X3U26W,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,singular,definite,present,rabbit,The rabbit scampers through the meadow.,2,2144,25,target
9ZGK3W02406FQFFSUHVRWN38Y30EVH,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,singular,definite,past,television,The television entertained the children.,2,2813,24,target
NG17DLXZ9XQNM8E2RQY9EKOFJRS3E1,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,singular,indefinite,present,knife,A knife slices through the warm bread.,2,2614,27,target
G0B59F9UTPGPL7UPVIWKLEPEA2FTSA,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,singular,definite,present,elephant,The elephant eats peanuts using its trunk.,1,5270,26,target
N8EXXNBVCYWU4KIKYJBE1EL6NUX4HE,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,plural,definite,past,pig,The pigs rolled in the mud.,2,2467,21,target
757XFU2KVBCMS2FGITH36RDO8EPNSC,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,plural,indefinite,past,squirrel,Squirrels buried nuts around the forest.,1,2905,20,target
RKM9PKDY4PDJGVCB22IZ5VL1PZYOV4,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,singular,indefinite,past,cow,A cow chewed its cud.,2,1725,23,target
KZVAO3ZS4VJUFK8BRMPP4QYOUZKGJ8,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,singular,definite,present,kite,The kite flies in the sky.,2,1865,22,target
E3Q1RYSD42RW59TJ2AAHVXOW66KA6L,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,plural,definite,present,penguin,The penguins keep warm by hugging.,1,3083,47,target
1IJ1DWS88LL2NT4J0AWFHOKO2S086R,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,plural,indefinite,present,towel,Towels hang from the rack.,2,2941,46,target
5UYTPJSY0KE6IOUYYHX03D23PEHO62,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,plural,indefinite,past,marble,Marbles rolled down the slope.,2,2844,45,target
V7WVHSS8KV0LWI8A5NY1XIZWXOJ0Y1,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,plural,indefinite,present,peacock,Peacocks flash their tails.,1,1431,44,target
CLPOUWGIZU4RBAMG4LB2OJY72J94DV,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,plural,definite,present,bicycle,The bicycles ride by the window.,2,2537,43,target
O8D8FN8BIOYB9TKM6L18G8DOTN1NUC,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,singular,indefinite,past,computer,A computer made research easier.,1,2510,42,target
E9I5YV4IIKEZV1D3FZ2K3NAKTOXX6O,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,singular,indefinite,present,turtle,A turtle moves slowly.,1,1729,41,target
U0E89YBB2R6HGZ6UK8P5Q99FK60VQU,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,plural,definite,present,fox,The foxes burrow in their dens.,1,1898,40,target
EG6EECUUV773SWG1Q5L9374T6IJ1TG,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,plural,indefinite,present,tire,Tires go flat.,1,1660,49,target
PYEKAPRRNJ3PQCJ6UDNOPBMQUVPHO7,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,plural,indefinite,present,trumpet,Trumpets sound loud.,1,1760,48,target
2GMW4N5MJFBWDJSVXJ246OOL90YL6G,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,singular,indefinite,present,chair,A chair belongs at a desk.,1,2774,6,target
AI8103FJH7JKRLKD8R4ELA9BLRNZJH,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,plural,indefinite,past,car,Cars drove on the road.,1,2709,7,target
P2J873Q0E8SCBY2OYLD14TW3WHKU2Y,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,plural,indefinite,past,sword,Swords are weapons.,1,2426,4,example
W301VM0GDBWZIS2TI2NV6JFBAOI29Q,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,singular,definite,past,pigeon,The pigeon cooed and strutted.,2,3294,5,target
V4Y2DDMJW0F1AXMVGVQTLEFCDRV5W7,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,singular,definite,past,zebra,The zebra is not extinct.,2,6647,2,example
XCO6I5AGUJVHH22KMS3YVLX40M24M1,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,singular,indefinite,past,mouse,A mouse lives in my house.,2,3393,3,example
BRE62N26SOQR5HYCVA6MFM542FZCOF,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,plural,definite,past,bus,The buses were blocking traffic.,2,10161,1,example
HZIKRNMQQPFXKS9HCY8OTDLK0B095O,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,singular,definite,present,dolphin,The dolphin makes a crazy sound.,1,3136,8,target
ABIAGZ7X37OM97FP7XZGSH87F9BSTM,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,plural,indefinite,past,toilet,Toilets came in handy.,1,2158,9,target
CWD0FYWLZZRDOHUN7HW3VD6346VYHQ,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,singular,definite,present,skunk,The skunk hurries into the woods.,2,2050,14,target
M8EGSU5WC80Q59DO3PMZALZXC35D2P,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,plural,indefinite,past,panda,Pandas stared at the visitors.,2,3400,15,target
077I7F007F57FVJ0UQ1V0TQKTHONBZ,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,plural,definite,past,lamp,The lamps lit up the room.,2,2032,16,target
PEMIH6T0GHWX6ABY4XOVPU33B1GMVQ,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,singular,definite,past,clock,The clock ticked very slowly.,2,2107,17,target
ON73AMN9MXTUAQ7X6OSCSW2KOK8K5C,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,singular,indefinite,present,light bulb,A light bulb explodes somewhere.,2,3384,10,target
BKHXBMM7EQHWJBQDRGHJN4O9PFJIBT,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,singular,definite,present,cheetah,The cheetah runs really fast.,1,3253,11,target
YLEUYHQD83UJ01F5R32WET3J8B5LGX,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,singular,definite,past,bed,The bed sat in the middle of the room.,2,2822,12,target
JY2NF4V54EX1N64YHC84NO87Q0XCO1,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,plural,definite,past,shirt,The shirts came in the mail.,2,1709,13,target
1TNKZC7OP3MZW4RR5P0UFPGZZHRS56,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,plural,indefinite,past,bear,Bears hibernated for the winter months.,1,2309,36,target
VW8CAL11DNFOYC00NFDRJX3LJ50DNL,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,plural,definite,past,shark,The sharks circled the boat.,2,2068,37,target
GC4A5QGTM82EZR2A0JXMQM1791ZNJG,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,plural,definite,past,owl,The owls hooted at night.,2,3284,34,target
XCK2QWQCQ8060HI06NUM9QJS7BJG98,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,singular,indefinite,past,kangaroo,A kangaroo jumped across the road.,2,1648,35,target
AO2QO92Y43R86C75REWTAGQ8O83ZYX,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,singular,indefinite,past,cat,A cat liked to meow.,2,3758,18,target
KESDFI10OZWJYDC38G3AM5A9SFATEW,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,singular,definite,present,guitar,The guitar sounds good.,2,2041,19,target
PI8LV8NL70GYUQAXOP7Q4Q760CPY0G,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,singular,indefinite,present,football,A football deflates.,1,4135,30,target
8BDT29HGJ28NML7BJQHVF061WRHEK6,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,plural,definite,present,zipper,The zippers hiss closed.,2,3643,31,target
P9E1XIIJGF9CP8MP47OH4V9Z4SLAZD,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,plural,indefinite,present,gorilla,Gorillas swing from branches.,1,1599,38,target
OO816UUNCOBVJ567A1I7E51VVO1VFS,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,plural,definite,past,camel,The camels provided transportation in the desert.,1,2510,51,target
O0S9ZW2M5NJZZOY4WE2EADOTEWPLXP,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,plural,definite,past,boat,The boats sailed peacefully.,2,2888,32,target
UNLAAFC26WDE4ITSAXJYGKMY5HSX4A,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,singular,definite,present,piano,The piano plays softly.,2,2004,52,target
1JXNGCV2CT9Z05W7BJFSUXBJV3FGLU,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,plural,definite,present,couch,The couches fold out into beds.,2,1183,50,target
5Z0FU11E6Y08C6YICNES0MATQX615W,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,plural,definite,present,bicycle,The bicycles ride by the window.,2,5962,33,target
OJQRRAZ64FMAEPSNRERH3Y4AH7U796,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,singular,indefinite,past,chair,A chair belonged at a desk.,2,1881,39,target
XXNZFNVB4MG9ITC5XJJBD92EQ8EWW5,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,singular,definite,past,rabbit,The rabbit scampered through the meadow.,2,1449,29,target
0X6Q2EHVEWHPTPD5A6DTOKP73J41ZY,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,singular,indefinite,present,knife,A knife slices through the warm bread.,2,4003,28,target
NP9WCZRFSPJE8OBMKHIAUXA08UNWHV,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,plural,indefinite,present,lion,Lions live in prides.,1,1239,25,target
6C72VO0ISGE8WC8FTQ2A2P13PMDFMD,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,plural,indefinite,present,gorilla,Gorillas swing from branches.,1,1744,24,target
R4SRO330YH0W2Z12J5VTI9VIT5N833,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,singular,indefinite,past,light bulb,A light bulb exploded somewhere.,2,1702,27,target
JZNW1W41OTY0NBHZJU0ZKXA4O8VMBR,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,plural,indefinite,present,panda,Pandas stare at the visitors.,1,1158,26,target
P3OYMSCWH41Y3HAI1YMATDWKMNMJAZ,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,singular,definite,past,bed,The bed sat in the middle of the room.,2,2075,21,target
9E98RIEG950TV4VDJU7V2RAPLUD6UT,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,plural,definite,past,zipper,The zippers hissed closed.,2,3178,20,target
P3C7VYLT1BKJO8QEVOZX0JRLF20RZX,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,plural,indefinite,past,squirrel,Squirrels buried nuts around the forest.,2,2624,23,target
BTJAJ08EAYAJ91VNY24Y7URCPZ1M03,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,singular,definite,present,dolphin,The dolphin makes a crazy sound.,1,3089,22,target
MYR9JFGNAC4O2J7BOSAUQKFYMB1MQS,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,singular,definite,present,pigeon,The pigeon coos and struts.,1,2164,47,target
9Q1OSKLBF3HSZ98P83D86K2CJQLHS1,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,singular,indefinite,past,kangaroo,A kangaroo jumped across the road.,2,1753,46,target
ATS0FDGL6RISWK16FC6HYSAQAUFL9K,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,plural,indefinite,past,towel,Towels hung from the rack.,2,1210,45,target
13MVOT6ZDG6H0CSJVCYSVR8XPCKZPA,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,singular,definite,past,elephant,The elephant ate peanuts using its trunk.,2,2029,44,target
TJ3B4V39EQX16XHR3E9A001PZJXUJJ,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,singular,definite,present,skunk,The skunk hurries into the woods.,2,1805,43,target
Z2QM9STHBQ24YH1EXS4SGLL65HL9T5,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,singular,indefinite,past,cow,A cow chewed its cud.,2,1363,42,target
VO9070XDE1UUHRZ57UWGMY9MTDDS90,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,singular,definite,past,television,The television entertained the children.,2,1087,41,target
NSSMCJ6CV3FDPC6DP26S9V80BQ3V6S,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,singular,definite,past,kite,The kite flew in the sky.,2,2479,40,target
YGRP6SNEGRX1GUVFT5H2ENB26UBQVH,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,singular,indefinite,past,butterfly,A butterfly circled the flower.,2,2370,49,target
IR8VA6ON7PSS7GAOI1AB5H4VQ1JU1I,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,singular,definite,past,clock,The clock ticked very slowly.,2,2148,48,target
B26A8GYS467WJQ227FP11BHHJ18EKN,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,plural,indefinite,past,peacock,Peacocks flashed their tails.,2,2746,6,target
INM7PW9WNMH5YLZTR53I1HVC9IL8SV,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,singular,definite,past,piano,The piano played softly.,2,3330,7,target
CZ609DXLVCK6UE1FPPG20HSFUWTP1A,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,singular,definite,past,zebra,The zebra is not extinct.,1,5147,4,example
QSQW86WTEVYYJCQAQDUIJ5LB677HLZ,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,singular,indefinite,past,dog,A dog barked at the passerby.,2,2749,5,target
JZWVLV0YKNMWCCX3GJ0VWKJFGC2OMS,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,plural,indefinite,past,sword,Swords are weapons.,1,2896,2,example
FJDW5580PD8H61UQWVZ7O1V2X5IUKA,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,plural,definite,past,bus,The buses were blocking traffic.,2,2871,3,example
CJYWGB0S50A50OSWHP5AX1UGNTO9N6,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,singular,indefinite,past,mouse,A mouse lives in my house.,2,6536,1,example
0GM9SB7RM00YJ9GOKT7Z1R5N7C32EF,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,plural,definite,present,owl,The owls hoot at night.,1,2363,8,target
O989TMF47YZGE0TWZ719KQATFK0QR7,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,plural,definite,present,shirt,The shirts come in the mail.,2,2856,9,target
M5N6F38CAO455OZZK2J9HFN8QH5LQ9,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,singular,indefinite,present,fence,A fence marks territory.,1,3292,14,target
WY0EJA7KZ7JLNDTRMUS1NBTI5GM7PI,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,plural,indefinite,past,car,Cars drove on the road.,2,6175,15,target
GALYYWX1KQ1HD0JA8CGKTB6GWEPAGS,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,singular,definite,present,guitar,The guitar sounds good.,2,3024,16,target
5ETOML6FZ297BNN1JOSHI5P9GAXLEP,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,plural,indefinite,past,toilet,Toilets came in handy.,1,2677,17,target
SKWOXUQ9JS1C9Z69GESKPPBCO8YKDN,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,plural,definite,past,pig,The pigs rolled in the mud.,2,3913,10,target
D1C60MAKKESSLXEPNQ91K5E460HYC6,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,singular,indefinite,present,cat,A cat likes to meow.,1,5866,11,target
GXOYO4CQ5T3YZQONUJIA36UPK78RR3,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",inanimate,plural,indefinite,past,marble,Marbles rolled down the slope.,2,2192,12,target
3BH1KWH191TL5YEHAX18BOWANVRI8R,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,plural,definite,present,fox,The foxes burrow in their dens.,2,3305,13,target
UAVE00YCM2QBIYCF2VIDH1755RDXYG,Wed Jan 20 13:34:20 PST 2016,"""English""","""""",animate,plural,definite,present,shark,The sharks circle the boat.,2,1561,36,target
